experiment,parameter_key,category,current_value,n_runs,modal_decision,agreement,change_rate,change_rate_ci95,entropy_bits,n_change,n_keep,n_verify,distinct_suggested_values,suggested_values
real_deepseek_v4pro_50,aaps.core.smb_activation,aaps,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,48,keep,0.958,0.042,0.012–0.14,0.2499,2,46,0,2,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=false; smb_with_high_temp_target_enabled=false x1 | smb_always_enabled=false; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false x1
real_deepseek_v4pro_50,aaps.core.smb_delivery,aaps,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,48,keep,0.896,0.104,0.045–0.222,0.4821,5,43,0,3,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=10 min x2 | smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=15 min x2 | smb_interval_minutes=10 min; max_smb_basal_minutes=10 min; max_uam_smb_basal_minutes=15 min x1
real_deepseek_v4pro_50,aaps.core.safety_limits,aaps,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,48,keep,0.562,0.438,0.307–0.577,0.9887,21,27,0,14,max_basal_u_per_hour=12 u/h; max_iob_units=10 u x3 | max_basal_u_per_hour=12 u/h; max_iob_units=5 u x3 | max_basal_u_per_hour=3 u/h; max_iob_units=8 u x2 | max_basal_u_per_hour=4 u/h; max_iob_units=5 u x2 | max_basal_u_per_hour=12 u/h; max_iob_units=8 u x2 | max_basal_u_per_hour=4 u/h; max_iob_units=8 u x1 | max_basal_u_per_hour=2 u/h; max_iob_units=5 u x1 | max_basal_u_per_hour=12 u/h; max_iob_units=6 u x1 | max_basal_u_per_hour=12 u/h; max_iob_units=7 u x1 | max_basal_u_per_hour=3 u/h; max_iob_units=5 u x1 | max_basal_u_per_hour=2 u/h; max_iob_units=10 u x1 | max_basal_u_per_hour=12 u/h; max_iob_units=2.0 u x1 | max_basal_u_per_hour=12 u/h; max_iob_units=12 u x1 | max_basal_u_per_hour=4 u/h; max_iob_units=7 u x1
real_deepseek_v4pro_50,aaps.core.sensitivity,aaps,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,48,keep,0.812,0.188,0.102–0.319,0.6962,9,39,0,5,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=100 % x4 | autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=50 % x2 | autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=60 % x1 | autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=85 % x1 | autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=0 % x1
real_deepseek_v4pro_50,aaps.core.carb_absorption,aaps,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,48,keep,0.917,0.062,0.021–0.168,0.4814,3,44,1,2,min_5m_carbimpact=5 mg/dl/5 min; meal_max_absorption_hours=7 h x2 | min_5m_carbimpact=3 mg/dl/5 min; meal_max_absorption_hours=5 h x1
real_gemini31pro_50,profile.basal.00_00,profile,0.6 U/h,50,keep,0.98,0.02,0.004–0.105,0.1414,1,49,0,1,0.5 u/h x1
real_gemini31pro_50,profile.basal.05_00,profile,0.7 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,profile.basal.06_00,profile,0.8 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,profile.basal.10_00,profile,0.7 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,profile.basal.16_00,profile,0.5 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,profile.basal.18_00,profile,0.6 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,profile.basal.19_00,profile,0.7 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,profile.cr.00_00,profile,13 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,profile.cr.04_00,profile,11.1 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,profile.cr.08_00,profile,13.2 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,profile.cr.16_00,profile,10.5 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,profile.cr.20_00,profile,12.6 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,profile.isf.00_00,profile,56 mg/dL/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,profile.target.00_00,profile,90 mg/dL,50,change,0.9,0.9,0.786–0.957,0.469,45,5,0,2,100 mg/dl x24 | 110 mg/dl x21
real_gemini31pro_50,profile.target.08_00,profile,100 mg/dL,50,keep,0.98,0.02,0.004–0.105,0.1414,1,49,0,1,110 mg/dl x1
real_gemini31pro_50,profile.target.23_00,profile,90 mg/dL,50,change,0.9,0.9,0.786–0.957,0.469,45,5,0,2,100 mg/dl x24 | 110 mg/dl x21
real_gemini31pro_50,profile.dia,profile,10 h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,aaps.core.smb_uam,aaps,smb_enabled=true; uam_enabled=true,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,aaps.core.smb_activation,aaps,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,aaps.core.smb_delivery,aaps,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,50,keep,0.94,0.06,0.021–0.162,0.3274,3,47,0,2,smb_interval_minutes=15 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min x2 | smb_interval_minutes=5 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min x1
real_gemini31pro_50,aaps.core.safety_limits,aaps,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,50,change,0.92,0.92,0.812–0.968,0.4022,46,4,0,18,max_basal_u_per_hour=3 u/h; max_iob_units=5 u x10 | max_basal_u_per_hour=3 u/h; max_iob_units=7 u x7 | max_basal_u_per_hour=3 u/h; max_iob_units=6 u x6 | max_basal_u_per_hour=12 u/h; max_iob_units=7 u x4 | max_basal_u_per_hour=4 u/h; max_iob_units=7 u x2 | max_basal_u_per_hour=4 u/h; max_iob_units=8 u x2 | max_basal_u_per_hour=3.0 u/h; max_iob_units=5.0 u x2 | max_basal_u_per_hour=3 u/h; max_iob_units=3 u x2 | max_basal_u_per_hour=2.5 u/h; max_iob_units=5 u x2 | max_basal_u_per_hour=3 u/h; max_iob_units=25 u x1 | max_basal_u_per_hour=3 u/h; max_iob_units=8 u x1 | max_basal_u_per_hour=3.5 u/h; max_iob_units=7 u x1 | max_basal_u_per_hour=2.5 u/h; max_iob_units=7 u x1 | max_basal_u_per_hour=3.2 u/h; max_iob_units=7 u x1 | max_basal_u_per_hour=4 u/h; max_iob_units=10 u x1 | max_basal_u_per_hour=2.5 u/h; max_iob_units=4.0 u x1 | max_basal_u_per_hour=12 u/h; max_iob_units=6 u x1 | max_basal_u_per_hour=4 u/h; max_iob_units=5 u x1
real_gemini31pro_50,aaps.core.sensitivity,aaps,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini31pro_50,aaps.core.carb_absorption,aaps,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini35flashlite_50,profile.basal.00_00,profile,0.6 U/h,39,keep,0.897,0.103,0.041–0.236,0.4771,4,35,0,1,0.5 u/h x4
real_gemini35flashlite_50,profile.basal.05_00,profile,0.7 U/h,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.basal.06_00,profile,0.8 U/h,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.basal.10_00,profile,0.7 U/h,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.basal.16_00,profile,0.5 U/h,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.basal.18_00,profile,0.6 U/h,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.basal.19_00,profile,0.7 U/h,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.cr.00_00,profile,13 g/U,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.cr.04_00,profile,11.1 g/U,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.cr.08_00,profile,13.2 g/U,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.cr.16_00,profile,10.5 g/U,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.cr.20_00,profile,12.6 g/U,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.isf.00_00,profile,56 mg/dL/U,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.target.00_00,profile,90 mg/dL,39,keep,0.974,0.026,0.005–0.132,0.172,1,38,0,1,95 mg/dl x1
real_gemini35flashlite_50,profile.target.08_00,profile,100 mg/dL,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.target.23_00,profile,90 mg/dL,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,profile.dia,profile,10 h,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,aaps.core.smb_uam,aaps,smb_enabled=true; uam_enabled=true,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,aaps.core.smb_activation,aaps,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,aaps.core.smb_delivery,aaps,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,aaps.core.safety_limits,aaps,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,39,keep,0.872,0.128,0.056–0.267,0.5525,5,34,0,2,max_basal_u_per_hour=12 u/h; max_iob_units=6 u x4 | max_basal_u_per_hour=12 u/h; max_iob_units=15 u x1
real_gemini35flashlite_50,aaps.core.sensitivity,aaps,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini35flashlite_50,aaps.core.carb_absorption,aaps,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,39,keep,1.0,0.0,0.0–0.09,-0.0,0,39,0,0,
real_gemini36flash_50,profile.basal.00_00,profile,0.6 U/h,50,keep,0.78,0.22,0.128–0.352,0.7602,11,39,0,1,0.5 u/h x11
real_gemini36flash_50,profile.basal.05_00,profile,0.7 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,profile.basal.06_00,profile,0.8 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,profile.basal.10_00,profile,0.7 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,profile.basal.16_00,profile,0.5 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,profile.basal.18_00,profile,0.6 U/h,50,keep,0.98,0.02,0.004–0.105,0.1414,1,49,0,1,0.5 u/h x1
real_gemini36flash_50,profile.basal.19_00,profile,0.7 U/h,50,keep,0.94,0.06,0.021–0.162,0.3274,3,47,0,2,0.5 u/h x2 | 0.6 u/h x1
real_gemini36flash_50,profile.cr.00_00,profile,13 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,profile.cr.04_00,profile,11.1 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,profile.cr.08_00,profile,13.2 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,profile.cr.16_00,profile,10.5 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,profile.cr.20_00,profile,12.6 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,profile.isf.00_00,profile,56 mg/dL/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,profile.target.00_00,profile,90 mg/dL,50,change,0.78,0.78,0.648–0.872,0.7602,39,11,0,1,100 mg/dl x39
real_gemini36flash_50,profile.target.08_00,profile,100 mg/dL,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,profile.target.23_00,profile,90 mg/dL,50,change,0.78,0.78,0.648–0.872,0.7602,39,11,0,1,100 mg/dl x39
real_gemini36flash_50,profile.dia,profile,10 h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,aaps.core.smb_uam,aaps,smb_enabled=true; uam_enabled=true,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,aaps.core.smb_activation,aaps,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gemini36flash_50,aaps.core.smb_delivery,aaps,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,50,keep,0.92,0.08,0.032–0.188,0.4022,4,46,0,1,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=15 min x4
real_gemini36flash_50,aaps.core.safety_limits,aaps,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,50,change,0.98,0.98,0.895–0.996,0.1414,49,1,0,26,max_basal_u_per_hour=3.0 u/h; max_iob_units=7.0 u x8 | max_basal_u_per_hour=3.5 u/h; max_iob_units=7.0 u x6 | max_basal_u_per_hour=3.5 u/h; max_iob_units=6 u x4 | max_basal_u_per_hour=3 u/h; max_iob_units=7 u x3 | max_basal_u_per_hour=3.0 u/h; max_iob_units=6.0 u x3 | max_basal_u_per_hour=3.5 u/h; max_iob_units=7 u x3 | max_basal_u_per_hour=3.5 u/h; max_iob_units=5.0 u x2 | max_basal_u_per_hour=4 u/h; max_iob_units=7 u x2 | max_basal_u_per_hour=2.5 u/h; max_iob_units=7 u x1 | max_basal_u_per_hour=3 u/h; max_iob_units=4 u x1 | max_basal_u_per_hour=3.5 u/h; max_iob_units=8 u x1 | max_basal_u_per_hour=3.5 u/h; max_iob_units=8.0 u x1 | max_basal_u_per_hour=3.0 u/h; max_iob_units=7 u x1 | max_basal_u_per_hour=4.0 u/h; max_iob_units=7.0 u x1 | max_basal_u_per_hour=4.0 u/h; max_iob_units=8.0 u x1 | max_basal_u_per_hour=3.5 u/h; max_iob_units=15 u x1 | max_basal_u_per_hour=3.2 u/h; max_iob_units=7.0 u x1 | max_basal_u_per_hour=3.0 u/h; max_iob_units=5.0 u x1 | max_basal_u_per_hour=3.2 u/h; max_iob_units=8.0 u x1 | max_basal_u_per_hour=4 u/h; max_iob_units=10 u x1 | max_basal_u_per_hour=4 u/h; max_iob_units=8 u x1 | max_basal_u_per_hour=3.2 u/h; max_iob_units=7 u x1 | max_basal_u_per_hour=12 u/h; max_iob_units=10 u x1 | max_basal_u_per_hour=3.2 u/h; max_iob_units=6 u x1 | max_basal_u_per_hour=3 u/h; max_iob_units=5 u x1 | max_basal_u_per_hour=3.5 u/h; max_iob_units=10 u x1
real_gemini36flash_50,aaps.core.sensitivity,aaps,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,50,keep,0.74,0.26,0.159–0.396,0.8267,13,37,0,1,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=50 % x13
real_gemini36flash_50,aaps.core.carb_absorption,aaps,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,50,keep,0.98,0.02,0.004–0.105,0.1414,1,49,0,1,min_5m_carbimpact=4 mg/dl/5 min; meal_max_absorption_hours=7 h x1
real_gpt54mini_med_50,profile.basal.00_00,profile,0.6 U/h,48,keep,0.958,0.042,0.012–0.14,0.2499,2,46,0,1,0.55 u/h x2
real_gpt54mini_med_50,profile.basal.05_00,profile,0.7 U/h,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.basal.06_00,profile,0.8 U/h,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.basal.10_00,profile,0.7 U/h,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.basal.16_00,profile,0.5 U/h,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.basal.18_00,profile,0.6 U/h,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.basal.19_00,profile,0.7 U/h,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.cr.00_00,profile,13 g/U,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.cr.04_00,profile,11.1 g/U,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.cr.08_00,profile,13.2 g/U,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.cr.16_00,profile,10.5 g/U,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.cr.20_00,profile,12.6 g/U,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.isf.00_00,profile,56 mg/dL/U,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.target.00_00,profile,90 mg/dL,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.target.08_00,profile,100 mg/dL,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.target.23_00,profile,90 mg/dL,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,profile.dia,profile,10 h,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,aaps.core.smb_uam,aaps,smb_enabled=true; uam_enabled=true,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,aaps.core.smb_activation,aaps,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,aaps.core.smb_delivery,aaps,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,aaps.core.safety_limits,aaps,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,aaps.core.sensitivity,aaps,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt54mini_med_50,aaps.core.carb_absorption,aaps,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,48,keep,1.0,0.0,0.0–0.074,-0.0,0,48,0,0,
real_gpt56sol_med_50,profile.basal.00_00,profile,0.6 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.basal.05_00,profile,0.7 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.basal.06_00,profile,0.8 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.basal.10_00,profile,0.7 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.basal.16_00,profile,0.5 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.basal.18_00,profile,0.6 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.basal.19_00,profile,0.7 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.cr.00_00,profile,13 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.cr.04_00,profile,11.1 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.cr.08_00,profile,13.2 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.cr.16_00,profile,10.5 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.cr.20_00,profile,12.6 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.isf.00_00,profile,56 mg/dL/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.target.00_00,profile,90 mg/dL,50,keep,0.64,0.36,0.241–0.499,0.9427,18,32,0,1,100 mg/dl x18
real_gpt56sol_med_50,profile.target.08_00,profile,100 mg/dL,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,profile.target.23_00,profile,90 mg/dL,50,keep,0.96,0.04,0.011–0.135,0.2423,2,48,0,1,100 mg/dl x2
real_gpt56sol_med_50,profile.dia,profile,10 h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,aaps.core.smb_uam,aaps,smb_enabled=true; uam_enabled=true,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
