experiment,run_id,parameter_key,category,in_inventory,current_value,decision,suggested_value,rationale
real_sonnet5_20,run_002,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,"This segment covers the transition into the day's worst hyperglycemia window (12:00-17:00 local), but the same hours are confounded by recurring 135 mg/dL Temporary Targets on several days. Uncertainty: basal adequacy cannot be separated from Temporary Target and SMB suppression effects. Dependency: aaps.core.smb_activation and Temporary Target pattern."
real_sonnet5_20,run_002,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,"Hour 16 local shows the day's highest average glucose (162.8 mg/dL) and time-above-range (32.1%), but this window overlaps both this basal step-down and multiple Temporary Target events. Per the rule against changing dependent settings together, basal and Temporary Target/SMB effects must be separated before either is adjusted."
real_sonnet5_20,run_002,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,"Glucose is declining through this window (hour 18 average 105.4-124.2 mg/dL local across days), consistent with a correction-bolus tail from the preceding afternoon rather than basal inadequacy. No strong signal supports a change."
real_sonnet5_20,run_002,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,This segment overlaps the evening correction bolus timing cluster implicated in the hour 0-1 overnight low hypothesis. Changing this basal rate before resolving the correction-timing question would confound two dependent explanations at once.
real_sonnet5_20,run_002,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,"Zero carbohydrate entries exist across the entire 14-day period, so this ratio cannot be validated against any observed meal response. No change is supportable from this data."
real_sonnet5_20,run_002,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,Same as the 00:00 segment: zero carbohydrate entries block any validation of this ratio.
real_sonnet5_20,run_002,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,"This segment overlaps the unexplained morning rise at hours 9-10 local, which could reflect an unlogged breakfast, but without any carbohydrate amount no ratio conclusion can be drawn."
real_sonnet5_20,run_002,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,"This segment overlaps the worst afternoon hyperglycemia window, but tightening it without any carbohydrate data would be unsupported speculation given zero logged carb entries."
real_sonnet5_20,run_002,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,Same limitation as the other carb ratio segments: zero carbohydrate entries across the period make this ratio unverifiable.
real_sonnet5_20,run_002,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,"Dynamic ISF (enabled, 70% adjustment factor) actively varies effective sensitivity across a wide observed range in loop reason text (roughly 28-179 mg/dL/U equivalent) around this static base value. The static value's individual contribution to outcomes cannot be isolated from this dynamic layer with current data. Dependency: aaps.core.sensitivity."
real_sonnet5_20,run_002,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,"Overnight time-below-range is elevated at hours 0-1 local, but the evidence points to residual correction-bolus IOB rather than the target level itself, since hours 3-7 local (same target segment) show strong time-in-range (89-98.7%)."
real_sonnet5_20,run_002,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,"Daytime glucose swings appear dominated by automation behavior, Temporary Targets, and possible unlogged meals rather than the standing target value itself; no direct evidence implicates this target level."
real_sonnet5_20,run_002,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Same rationale as the 00:00 target segment; this transition boundary is not implicated by the available evidence.
real_sonnet5_20,run_002,profile.dia,profile,True,10 h,keep,10 h,"Sampled correction-bolus pairs in therapy_response_windows are mostly spaced more than 6 hours apart without clear stacking evidence, and a 10-hour DIA is plausible for a U200 dilute, low-dose regimen. The 24-event sample size limits confidence in ruling out subtler stacking effects."
real_sonnet5_20,run_002,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,"SMB and UAM are functioning as the sole mechanism responding to glucose rises given zero carbohydrate logging, and are engaging consistently across the period without evidence of malfunction. Disabling either would remove the only active response mechanism to unannounced rises, which would raise hyperglycemia risk given current logging habits."
real_sonnet5_20,run_002,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,"smb_with_cob_enabled and smb_after_carbs_enabled are inert given zero COB throughout the period, not a defect. smb_with_high_temp_target_enabled=false correlates with SMB suppression during some but not all high-glucose afternoon days with an active 135 mg/dL Temporary Target; this correlation does not isolate cause from the basal step-down or possible unlogged meals occurring on non-Temporary-Target high-glucose days, so a change is not yet supported."
real_sonnet5_20,run_002,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,"The asymmetry giving UAM more room than standard SMB is internally consistent with the observed zero-COB, UAM-reliant dosing pattern. No adverse event in the sampled data directly implicates these specific limits."
real_sonnet5_20,run_002,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,"Neither limit was the binding constraint in any sampled event; observed peak IOB was approximately 5.9 U and the effective basal ceiling in practice was closer to 3-4.8 U/h via current_basal_safety_multiplier. The proportionality of a 25 U cap relative to roughly 16 U/day total dose is worth discussing with the care team, but no in-period event required tightening these limits."
real_sonnet5_20,run_002,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"Autosens disabled alongside Dynamic ISF enabled is an intentional mutually-exclusive configuration, not a misconfiguration. Sampled sensitivity_ratio values (0.79-1.0) appear to reflect neutral-to-protective real-time adjustment rather than a disabled feature, including one low ratio that preceded a predicted low. The static ISF's isolated adequacy remains unverifiable given this active dynamic layer."
real_sonnet5_20,run_002,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,"These settings are entirely unexercised this period since COB is always 0, and cannot be assessed against outcomes without carbohydrate logging."
real_sonnet5_20,run_003,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,"Overnight low-glucose pattern near this segment is confounded by possible trailing insulin-on-board from evening corrections given the 10-hour duration of insulin action; no carbohydrate data exists to rule out meal timing as a contributor. Evidence: hourly_glucose_local hour 0-1; dependency: basal_targets, profile_cr_isf_dia."
real_sonnet5_20,run_003,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,This segment corresponds to a well-performing dawn window with no time-above-range concern and low time-below-range; no evidence supports a change. Evidence: hourly_glucose_local hour 5.
real_sonnet5_20,run_003,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,This segment corresponds to the best-performing hour in the dataset (98.7 percent time in range); no evidence supports a change. Evidence: hourly_glucose_local hour 6.
real_sonnet5_20,run_003,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Rising time-above-range begins in this window but coincides with a likely unlogged mid-day meal window and the 08:00 target step-up; cause is not separable from basal magnitude with current data. Evidence: hourly_glucose_local hours 8-11; dependency: basal_targets.
real_sonnet5_20,run_003,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,"This is the daily basal minimum and coincides with the worst time-above-range hour and with an automation safety-ceiling event on 2026-08-14, but unlogged meals and carb ratio adequacy remain equally plausible explanations; changing this now risks acting on the wrong variable. Evidence: hourly_glucose_local hour 15-16; representative_loop_statuses 2026-08-14T18:40; dependency: basal_targets, automation_sensitivity_limits."
real_sonnet5_20,run_003,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,"Evening decline from afternoon highs into time-below-range is more consistent with insulin-on-board tail from afternoon corrections than with this basal segment alone, but this is not yet confirmed. Evidence: hourly_glucose_local hour 17-19; dependency: basal_targets, profile_cr_isf_dia."
real_sonnet5_20,run_003,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Same uncertainty as the 18:00 segment regarding insulin-on-board tail versus basal magnitude; no isolated evidence supports a change to this segment specifically. Evidence: hourly_glucose_local hour 19-20.
real_sonnet5_20,run_003,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,"No carbohydrate entries exist for this or any time window, so carb ratio adequacy cannot be validated against real meal sizes. Evidence: treatment_summary carb_entries equals zero."
real_sonnet5_20,run_003,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No carbohydrate entries exist for this window; carb ratio adequacy cannot be assessed. Evidence: treatment_summary carb_entries equals zero.
real_sonnet5_20,run_003,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,"Rising time-above-range in the following hours could reflect this ratio, an unlogged breakfast, or dynamic sensitivity behavior, and these cannot be separated without carbohydrate data. Evidence: hourly_glucose_local hours 8-9."
real_sonnet5_20,run_003,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,"This is the most aggressive carb ratio of the day and coincides with the worst time-above-range window, but without carbohydrate data this correlation cannot be converted into a supported change; an unlogged larger meal or basal insufficiency are equally plausible. Evidence: hourly_glucose_local hour 15; dependency: basal_targets, profile_cr_isf_dia."
real_sonnet5_20,run_003,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No carbohydrate entries exist for this window; carb ratio adequacy cannot be assessed. Evidence: treatment_summary carb_entries equals zero.
real_sonnet5_20,run_003,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,"The applied dynamic sensitivity ranged approximately 27.8 to 124 mg/dL per unit around this flat value, indicating the dynamic sensitivity engine, not the static profile figure, is the dominant real-time lever; changing the static value is not supported until the dynamic engine's behavior is separately evaluated with meal context. Evidence: representative_loop_statuses variable_sens; dependency: automation_sensitivity_limits."
real_sonnet5_20,run_003,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Overnight low-glucose pattern near this target window is confounded by trailing insulin-on-board and imprecise temporary-target boundaries in the aggregated hourly statistics; no isolated evidence supports a target change. Evidence: hourly_glucose_local hour 0-3; representative_events Temporary Target entries.
real_sonnet5_20,run_003,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,"The step-up to this target coincides with rising time-above-range, but this overlaps with a likely unlogged breakfast window and cannot be attributed to the target value alone. Evidence: hourly_glucose_local hours 8-9."
real_sonnet5_20,run_003,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No isolated evidence in the evening or overnight hourly data specifically implicates this target segment over insulin-on-board or basal effects. Evidence: hourly_glucose_local hour 22-23.
real_sonnet5_20,run_003,profile.dia,profile,True,10 h,keep,10 h,"Therapy response windows show both continued glucose decline out to 360 minutes after correction (consistent with a genuinely long insulin tail) and renewed glucose rise by 360 minutes in other windows (consistent with unlogged secondary meals); these opposing patterns coexist and do not support judging this duration as too long or too short. Evidence: therapy_response_windows; dependency: profile_cr_isf_dia, meal_bolus_strategy."
real_sonnet5_20,run_003,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,"Both are enabled and behaving as expected, with carbohydrates-on-board consistently at zero and no evidence of duplicate carbohydrate counting; unannounced-meal supplementation appears to be functioning as the sole meal-coverage mechanism given the absence of carbohydrate logging. Evidence: representative_loop_statuses reason strings; treatment_summary carb_entries equals zero."
real_sonnet5_20,run_003,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,"The combination is internally coherent; a hypothesis that high-temporary-target suppression contributed to a severe hyperglycemia event was checked against one instance and was not confirmed as causal, so this remains an unconfirmed, low-certainty observation rather than supported grounds for change. Evidence: representative_events Temporary Target entries; representative_loop_statuses 2026-08-18T11:10."
real_sonnet5_20,run_003,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,These values are internally consistent with each other and no evidence in the sampled loop statuses shows unsafe or clearly insufficient delivery attributable to this group specifically. Evidence: representative_loop_statuses reason strings.
real_sonnet5_20,run_003,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,"The effective ceiling during the 2026-08-14 severe event was set by the basal safety multiplier applied to the low 16:00 basal segment rather than by these top-level limits directly; changing this group together with the basal segment would prevent attributing any future change to either one. Maximum insulin-on-board is far above any observed value and is not currently a binding constraint. Evidence: representative_loop_statuses 2026-08-14T18:40 maxSafeBasal field; dependency: basal_targets, automation_sensitivity_limits."
real_sonnet5_20,run_003,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"This is a coherent, deliberate configuration in which dynamic sensitivity substitutes for Autosens; observed sensitivity ratio values near 1 are neutral outputs rather than evidence of malfunction, and the applied dynamic sensitivity moved in directions consistent with observed glucose severity, suggesting the automation is compensating appropriately rather than causing the pattern. Evidence: representative_loop_statuses variable_sens and sensitivity_ratio fields."
real_sonnet5_20,run_003,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,"No carbohydrate or extended-carbohydrate entries exist anywhere in the period, so this model cannot be validated against real absorption behavior; a change is not supportable until carbohydrate logging exists. Evidence: treatment_summary carb_entries and extended_carb_entries both equal zero."
real_sonnet5_20,run_004,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,"Elevated overnight time below range (11.4%-18.5%) is plausibly explained by IOB carryover from prior correction boluses rather than basal excess; the two explanations are not yet separable, so no change is supported. Dependency: requires isolating no-correction reference nights."
real_sonnet5_20,run_004,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,"Hours 04:00-06:00 local show strong time in range (95.2%-97.5%) with low variability, providing no evidence of a defect in this segment."
real_sonnet5_20,run_004,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,"Hour 06:00-07:00 local shows the best time in range of the day (97.5%-98.7%), providing no evidence supporting a change to this segment."
real_sonnet5_20,run_004,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,"This segment spans hours with rising glucose (09:00-16:00) that plausibly reflect unlogged meals rather than basal inadequacy; without carbohydrate data the two causes cannot be separated, so no change is supported."
real_sonnet5_20,run_004,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,"Hour 16:00 local shows the highest time above range of the day (32.1%) immediately after this step-down, but the same window is a plausible late-afternoon meal period with no carbohydrate data to confirm; changing basal here without resolving meal timing risks masking or worsening a different root cause."
real_sonnet5_20,run_004,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,"Time below range rises again in hours 18:00-19:00 (7.7%-15.3%), but this coincides with IOB tails from afternoon corrections rather than a clear basal excess signal in this segment."
real_sonnet5_20,run_004,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,"The basal increase at 19:00 coincides with continued elevated time below range, but this is more plausibly residual IOB from earlier corrections than the small increase itself; insufficient evidence to isolate cause."
real_sonnet5_20,run_004,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,"Zero carbohydrate entries exist anywhere in the 14-day period; carb ratio verification is entirely blocked, not merely uncertain, so no change can be supported."
real_sonnet5_20,run_004,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,Same blocking data gap as all carb ratio segments: zero logged carbohydrate entries prevent any meal-response validation.
real_sonnet5_20,run_004,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,Same blocking data gap as all carb ratio segments: zero logged carbohydrate entries prevent any meal-response validation.
real_sonnet5_20,run_004,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,"Same blocking data gap as all carb ratio segments: zero logged carbohydrate entries prevent any meal-response validation, even though this segment covers the period of highest observed time above range."
real_sonnet5_20,run_004,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,Same blocking data gap as all carb ratio segments: zero logged carbohydrate entries prevent any meal-response validation.
real_sonnet5_20,run_004,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,"Effective sensitivity varies widely across the period (about 27.8 to 178.7 mg/dL/U) due to Dynamic ISF adjustment, not a static base-ISF mismatch; isolating true base ISF adequacy requires resolving the Dynamic ISF adjustment factor's contribution first, which is a dependent setting not to be changed alongside this one."
real_sonnet5_20,run_004,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No evidence isolates a target-level defect distinct from IOB carryover as the driver of overnight hypoglycemia; changing target without resolving that dependency is not supported.
real_sonnet5_20,run_004,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Daytime hyperglycemia is more plausibly linked to unlogged meals and UAM lag than to the target value itself; no evidence supports a target change.
real_sonnet5_20,run_004,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,"No specific evidence isolates this late-night target segment as a driver of the observed overnight hypoglycemia pattern, which is more plausibly linked to IOB carryover."
real_sonnet5_20,run_004,profile.dia,profile,True,10 h,keep,10 h,"A 10-hour DIA plausibly contributes to prolonged IOB tails and delayed hypoglycemia seen 120-360 minutes after several corrections, but this is entangled with SMB frequency and Dynamic ISF behavior; changing DIA together with these dependent automation settings is not supported by the shared-state rule against simultaneous dependent changes."
real_sonnet5_20,run_004,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,"With zero carbohydrate entries throughout the period, UAM is the only mechanism detecting unannounced glucose rises; both settings appear necessary for current operation and no defect is evidenced."
real_sonnet5_20,run_004,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,"Current settings are internally consistent with continuous closed-loop operation. An unresolved hypothesis exists that smb_with_high_temp_target_enabled=false may suppress SMB during repeated 135 mg/dL temporary targets, but no sampled loop status coincides with such a window to confirm this, so no change is currently supported."
real_sonnet5_20,run_004,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,"Observed SMB and correction dose sizes across the sample (0.05-2.4 U) do not show evidence of being clipped by these limits, so no change is supported."
real_sonnet5_20,run_004,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,"Observed maximum enacted rate (4 U/h) and peak IOB (5.935 U) remain far below these ceilings, indicating the limits are not constraining current dosing and are not implicated in the observed excursions."
real_sonnet5_20,run_004,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"Autosens and Dynamic ISF are not run simultaneously, which is an appropriate configuration. Dynamic ISF produces wide effective sensitivity swings that plausibly explain inconsistent correction outcomes, but whether this reactivity is appropriate or excessive cannot be judged without meal-linked evidence, so no change to the adjustment factor is currently supported."
