experiment,run_id,step,status,confidence,in_workflow
real_sonnet5_20,run_016,automation_smb_uam,completed,medium,True
real_sonnet5_20,run_016,automation_sensitivity_limits,completed,medium,True
real_sonnet5_20,run_016,meal_bolus_strategy,partial,low,True
real_sonnet5_20,run_016,meal_ecarbs_absorption,blocked,low,True
real_sonnet5_20,run_016,synthesis_plan,completed,medium,True
real_sonnet5_20,run_017,data_quality,completed,medium,True
real_sonnet5_20,run_017,safety_overview,completed,medium,True
real_sonnet5_20,run_017,basal_targets,completed,medium,True
real_sonnet5_20,run_017,profile_cr_isf_dia,partial,low,True
real_sonnet5_20,run_017,automation_smb_uam,partial,medium,True
real_sonnet5_20,run_017,automation_sensitivity_limits,completed,medium,True
real_sonnet5_20,run_017,meal_bolus_strategy,partial,low,True
real_sonnet5_20,run_017,meal_ecarbs_absorption,blocked,low,True
real_sonnet5_20,run_017,synthesis_plan,completed,medium,True
real_sonnet5_20,run_018,data_quality,completed,high,True
real_sonnet5_20,run_018,safety_overview,completed,medium,True
real_sonnet5_20,run_018,basal_targets,partial,low,True
real_sonnet5_20,run_018,profile_cr_isf_dia,partial,low,True
real_sonnet5_20,run_018,automation_smb_uam,completed,medium,True
real_sonnet5_20,run_018,automation_sensitivity_limits,completed,medium,True
real_sonnet5_20,run_018,meal_bolus_strategy,partial,low,True
real_sonnet5_20,run_018,meal_ecarbs_absorption,blocked,low,True
real_sonnet5_20,run_018,synthesis_plan,completed,low,True
real_sonnet5_20,run_019,data_quality,completed,high,True
real_sonnet5_20,run_019,safety_overview,completed,high,True
real_sonnet5_20,run_019,basal_targets,partial,medium,True
real_sonnet5_20,run_019,profile_cr_isf_dia,partial,low,True
real_sonnet5_20,run_019,automation_smb_uam,completed,medium,True
real_sonnet5_20,run_019,automation_sensitivity_limits,completed,medium,True
real_sonnet5_20,run_019,meal_bolus_strategy,partial,low,True
real_sonnet5_20,run_019,meal_ecarbs_absorption,blocked,low,True
real_sonnet5_20,run_019,synthesis_plan,completed,low,True
real_sonnet5_20,run_020,data_quality,completed,high,True
real_sonnet5_20,run_020,safety_overview,completed,medium,True
real_sonnet5_20,run_020,basal_targets,partial,medium,True
real_sonnet5_20,run_020,profile_cr_isf_dia,partial,low,True
real_sonnet5_20,run_020,automation_smb_uam,completed,medium,True
real_sonnet5_20,run_020,automation_sensitivity_limits,completed,medium,True
real_sonnet5_20,run_020,meal_bolus_strategy,partial,low,True
real_sonnet5_20,run_020,meal_ecarbs_absorption,blocked,low,True
real_sonnet5_20,run_020,synthesis_plan,completed,low,True
