experiment,run_id,status,error,model,wall_time_s,est_cost_usd,input_tokens_total,output_tokens_total,json_extracted,extraction_method,fully_compliant,schema_score,n_violations,violations,first_pass_json,first_pass_method,first_pass_compliant,first_pass_sections,n_repairs,app_outcome,app_accepted,prompt_only_violations,n_prompt_only_violations,repair_rows_changed,repair_decisions_changed,repair_decisions_changed_keys,repair_profile_focus_changed,n_change,n_keep,n_verify,changed_keys,profile_rec_focus,profile_rec_decision,profile_rec_confidence,profile_rec_text,meal_confidence,meal_n_exceptions,meal_suggestion,n_recommendations,primary_rec_area,primary_rec_title,primary_rec_priority,rec_areas,n_issues,n_strengths,n_implementation_steps,summary,summary_chars
real_gemini36flash_50,run_011,completed,,gemini-3.6-flash,108.51,,145209,13745,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Raise overnight target segments (23:00-08:00) from 90 mg/dL to 100 mg/dL to reduce night-time hypoglycemia risk.,medium,2,Transition from 100% unannounced meal reliance to active carbohydrate logging with a 10-15 minute pre-bolus for standard meals. Delivering meal insulin upfront eliminates reactive peak UAM SMB stacking and prevents subsequent 18:00-19:00 low crashes.,4,target,Raise Overnight Target to 100 mg/dL,safety,target;safety_limits;safety_limits;basal,5,4,5,"Analysis of 14 days of Nightscout telemetry (3,995 entries, 98.7% coverage) reveals strong overall Time in Range (86.0%) and low mean glucose (121.6 mg/dL, CV 32.6%). However, Time Below Range is 5.1%, driven by two distinct risk windows: late evening/overnight (22:00-03:00, TBR up to 18.5%) and late afternoon (18:00-19:00, TBR 15.3%). Zero meal carbs were logged over the period, forcing full reliance on reactive Unannounced Meal (UAM) Super Micro Boluses (SMB). Coupled with extreme safety limits (Max IOB 25 U, Max Basal 12 U/h relative to ~19.7 U total daily dose) and a tight overnight target of 90 mg/dL, dynamic ISF swings during unannounced afternoon meal spikes create significant insulin stacking that plummets glucose late in the day and into early sleep hours.",775
real_gemini36flash_50,run_012,completed,,gemini-3.6-flash,95.47,,143162,12433,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,5,18,0,aaps.core.safety_limits;aaps.core.smb_delivery;profile.basal.00_00;profile.target.00_00;profile.target.23_00,basal,change,high,Reduce overnight basal segment at 00:00 from 0.60 U/h to 0.50 U/h.,medium,1,"Announce main meals upfront with a 10-15 minute prebolus delivering 100% of estimated carbs for standard meals, while relying on SMB/UAM only for secondary unannounced adjustments.",3,smb,Reduce AAPS Safety Limits (Max IOB and Max Basal),safety,smb;basal;target,5,4,5,"['Overall glycemic control demonstrates a strong Time in Range of 86.0% with an average glucose of 121.6 mg/dL across 14 days of evaluation.', 'However, Time Below Range (<70 mg/dL) stands at 5.1%, exceeding clinical safety recommendations (<4.0%), with severe low clusters occurring early overnight (00:00-03:00 local) and during late afternoon/evening (18:00-20:00 local).', 'AAPS safety limits present critical exposure risks, specifically a Max IOB setting of 25.0 U (exceeding 125% of the average Total Daily Dose of 19.7 U/day) and a Max Basal of 12.0 U/h (over 15x baseline basal rates).', 'Because no carbohydrates are logged in Nightscout, the loop relies entirely on Unannounced Meal (UAM) SMBs and Dynamic ISF (70% factor), driving insulin stacking during peak glucose absorption that crashes into evening lows.', 'Concomitant GLP-1 receptor agonist therapy further delays gastric absorption, creating a timing mismatch with automated SMB delivery.']",961
real_gemini36flash_50,run_013,completed,,gemini-3.6-flash,120.67,,147202,14986,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,4,19,0,aaps.core.safety_limits;aaps.core.sensitivity;profile.target.00_00;profile.target.23_00,target,change,high,Increase overnight target segments (23:00 and 00:00) from 90 mg/dL to 100 mg/dL.,medium,2,"For standard meals under GLP-1 therapy, prebolus 10-15 minutes before eating, deliver 50% of insulin upfront as immediate meal bolus, rely on SMB/UAM for fine-tuning, and log the remaining 50% carbs as e-carbs extended over 2 to 4 hours.",3,smb,Reduce Max IOB and Max Basal Safety Limits,safety,smb;target;smb,4,3,5,"Over a 14-day analysis period, overall Time in Range (70-180 mg/dL) is strong at 86.0%, with an average glucose of 121.6 mg/dL and a CV of 32.6%. However, significant safety risks exist: overall Time Below Range (<70 mg/dL) is elevated at 5.1% (peaking at 18.5% overnight around 01:00 local time and 15.3% in the late afternoon around 19:00). Because 0 carb entries are logged, the loop relies entirely on Unannounced Meals (UAM) and Dynamic ISF to cover meals under GLP-1 therapy. This causes late SMB over-dosing, which is unconstrained due to critically loose safety limits (Max IOB = 25 U vs. TDD ~19.7 U; Max Basal = 12 U/h vs. max profile basal 0.8 U/h).",660
real_gemini36flash_50,run_014,completed,,gemini-3.6-flash,103.07,,144035,12687,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,4,19,0,aaps.core.safety_limits;profile.basal.00_00;profile.target.00_00;profile.target.23_00,basal,change,high,Reduce 00:00–05:00 profile basal from 0.60 U/h to 0.50 U/h.,medium,1,Announce meals upfront by logging carbohydrates with a 10–15 minute prebolus and delivering 100% of the calculated bolus immediately for standard meals. Upfront insulin matching suppresses initial postprandial spikes (14:00–17:00 local) and prevents late reactive UAM SMB stacking that leads to evening hypoglycemia (19:00 local).,3,basal,Reduce Overnight Basal Rate,safety,basal;smb;target,3,3,4,"14-day analysis of Nightscout telemetry shows a mean glucose of 121.6 mg/dL with 86.0% Time in Range (70–180 mg/dL), 8.9% Time Above Range, and 5.1% Time Below Range. Analysis reveals two prominent glucose patterns: recurring late-night/overnight hypoglycemia (18.5% time below range at 01:00 local) and significant afternoon postprandial hyperglycemia (up to 32.1% time above range at 16:00 local) followed by evening low glucose (15.3% time below range at 19:00 local). The overnight lows are driven by excessive baseline basal delivery (0.6 U/h from 00:00) paired with a low 90 mg/dL target. Afternoon spikes stem from unannounced meals where reactive UAM SMB microboluses deliver insulin late, creating an IOB tail that causes evening crashes. Additionally, AAPS safety settings show an extreme max IOB limit of 25 U (exceeding total daily dose of ~19.7 U/day), representing an urgent configuration safety issue.",916
real_gemini36flash_50,run_015,completed,,gemini-3.6-flash,97.79,,146376,13378,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,5,18,0,aaps.core.safety_limits;aaps.core.sensitivity;profile.basal.00_00;profile.target.00_00;profile.target.23_00,basal,change,high,Lower overnight basal rate from 0.6 U/h to 0.5 U/h between 00:00 and 05:00 BST.,low,1,"Transition from total unannounced meal reliance to logging meal carbohydrates in Nightscout/AAPS. Prebolus 10-15 minutes prior to meals with 100% immediate bolus for standard meals. Retain UAM SMBs only as a background safety net for minor unannounced variances, and utilize eCarbs (2-4h duration) for high-fat or slow-absorbing meals.",3,smb,Reduce AAPS Max IOB and Max Basal Safety Limits,safety,smb;basal;target,4,3,4,"14-day analysis of Nightscout telemetry reveals overall strong Time in Range (86.0%) but significant, recurring hypoglycemia risks overnight (18.5% TBR at 01:00 BST) and late afternoon/evening (15.3% TBR at 19:00 BST). The user operates entirely on unannounced meals (0g carbs logged in Nightscout), forcing AAPS to rely heavily on UAM and Dynamic ISF (which strengthens effective ISF down to ~28 mg/dL/U during postprandial spikes). Excessive safety limits (Max IOB = 25 U, Max Basal = 12 U/h) present serious risk during over-correction events.",546
real_gemini36flash_50,run_016,completed,,gemini-3.6-flash,138.77,,196995,20602,True,strict,False,0.9706,1,decisions with wrong field set: ['profile.dia'],True,strict,False,parameter_decisions.profile.dia,1,accepted_first_pass,True,decisions_fields_exact,1,0.0,0.0,,False,4,19,0,aaps.core.safety_limits;aaps.core.sensitivity;profile.target.00_00;profile.target.23_00,target,change,high,Raise the overnight profile target segment (00:00-08:00) from 90 mg/dL to 100 mg/dL to eliminate overnight hypoglycemia.,medium,1,"Transition from 100% reactive UAM reliance to logging meal carbohydrates manually with a 10-15 minute pre-bolus. Deliver 70%-100% of the calculated meal dose upfront, allowing the loop SMBs to manage minor residual rises safely.",4,safety_limits,Reduce Max IOB and Max Basal Safety Limits,safety,safety_limits;target;sensitivity;meal_strategy,4,4,4,"Over a 14-day evaluation, glucose data shows strong time in range (86.0%) and a mean glucose of 121.6 mg/dL. However, safety concerns exist due to nighttime hypoglycemia (TBR up to 18.5% between 00:00 and 03:00 local time) and late-afternoon postprandial swings (TAR up to 32.1% at 16:00 local followed by 15.3% TBR at 19:00 local). Because 0g of carbs were logged, postprandial delivery relies entirely on unannounced meal (UAM) super-microboluses (SMBs). This automated delivery is amplified by an aggressive Dynamic ISF adjustment factor (70%), leading to late insulin stacking. Additionally, current safety caps (Max IOB 25 U, Max Basal 12 U/h) are severely disproportionate relative to total daily insulin requirements (~19.7 U/day), exposing the user to excessive delivery risk. Addressing safety limits first, raising the overnight target, moderating Dynamic ISF, and introducing manual meal boluses with pre-bolus timing will stabilize postprandial excursions and eliminate rebound hypoglycemia.",1003
real_gemini36flash_50,run_017,completed,,gemini-3.6-flash,119.69,,145707,13267,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,4,19,0,aaps.core.safety_limits;aaps.core.sensitivity;profile.target.00_00;profile.target.23_00,target,change,high,Raise profile target to 100 mg/dL between 23:00 and 08:00.,low,1,"Bolus upfront for meals 10-15 minutes prior to eating with 50%-70% of estimated carbs, allowing SMB/UAM to handle residual rises, and use e-carbs over 3-5 hours for complex or GLP-1 slowed meals.",3,target,Raise Overnight Target to 100 mg/dL,safety,target;safety_limits;sensitivity,5,4,5,"Analysis of 14 days of CGM and AAPS telemetry (3,995 entries, 98.7% coverage) reveals strong overall Time in Range (86.0%) but elevated hypoglycemia exposure (5.1% TBR), concentrated overnight (23:00-03:00 local time, up to 18.5% TBR) and late afternoon (19:00 local time, 15.3% TBR). Because zero meal carbohydrates are logged, the loop relies entirely on Unannounced Meal (UAM) detection, SMBs, and Dynamic ISF (70%). Highly aggressive dynamic ISF at high glucose levels combined with an excessive 25 U max IOB ceiling causes insulin over-delivery at the tail end of meals, dropping glucose into severe hypoglycemia 2-4 hours later.",634
real_gemini36flash_50,run_018,completed,,gemini-3.6-flash,108.78,,144642,13730,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,4,19,0,aaps.core.safety_limits;aaps.core.sensitivity;profile.target.00_00;profile.target.23_00,target,change,high,Raise overnight target segments (00:00 and 23:00) from 90 mg/dL to 100 mg/dL.,medium,2,"Transition from 100% unannounced meal delivery to logging meals with a 10-15 minute prebolus delivering 50% of the calculated carb bolus upfront, leaving the remaining 50% to be managed by AAPS SMBs or extended carbs (e-carbs) over 3-4 hours.",3,safety_limits,Reduce Maximum IOB Safety Cap,safety,safety_limits;target;sensitivity,5,3,5,"['Overall glycemic control is strong with a Time in Range (70-180 mg/dL) of 86.0% and an average glucose of 121.6 mg/dL across 14 days of CGM data.', 'Safety risk is elevated due to a Time Below Range (<70 mg/dL) of 5.1%, which exceeds standard clinical safety targets (<4.0%). Hypoglycemia is concentrated overnight (10.1%-18.5% TBR from 23:00 to 03:00 local time) and in the late afternoon/early evening (15.3% TBR at 19:00 local time).', 'No meal carbohydrates were logged during the 14-day period (0 carb entries), forcing AAPS to manage all food via Unannounced Meals (UAM) and Small Meal Boluses (SMB).', 'Postprandial spikes (14:00-17:00 local time) cause Dynamic ISF (set at 70% factor) to scale working ISF down to 27.8-37.9 mg/dL/U. This triggers aggressive SMB stacking, leading to reactive late-afternoon hypoglycemia.', ""AAPS safety limits are set excessively high for the user's Total Daily Dose (~19.7 U/day), with max_iob_units set to 25.0 U (>125% TDD) and max_basal_u_per_hour set to 12.0 U/h.""]",1013
real_gemini36flash_50,run_019,completed,,gemini-3.6-flash,101.27,,144791,12726,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,6,17,0,aaps.core.safety_limits;aaps.core.sensitivity;aaps.core.smb_delivery;profile.basal.00_00;profile.target.00_00;profile.target.23_00,basal,change,high,Reduce the 00:00-05:00 basal segment from 0.6 U/h to 0.5 U/h and raise overnight target (23:00-08:00) from 90 mg/dL to 100 mg/dL.,medium,2,Transition from 100% unannounced meal reliance to logging meal carbohydrates 10-15 minutes prior to eating using scheduled CRs. Rely on AAPS SMB/UAM as a secondary backstop for absorption variance rather than the primary bolus mechanism.,4,basal,Reduce Overnight Basal Rate,safety,basal;target;safety_limits;sensitivity,5,3,3,"Over 14 days of CGM and AAPS telemetry (98.7% coverage), overall Time in Range (70-180 mg/dL) was strong at 86.0%. However, safety is compromised by an elevated Time Below Range (<70 mg/dL) of 5.1%, driven by recurrent severe nocturnal lows (TBR 10.1%-18.5% between 23:00 and 03:00 local time) and late-afternoon/early-evening crashes (TBR 15.3% at 19:00). High reliance on unannounced meal (UAM) delivery with aggressive Dynamic ISF (70%) and a high Max Basal limit (12 U/h) causes postprandial insulin stacking that drives reactive hypoglycemia. Safe optimization requires reducing overnight basal, raising nocturnal targets, capping max basal safety limits, dampening Dynamic ISF adjustment factors, and transitioning to pre-bolused meal carb logging.",754
real_gemini36flash_50,run_020,completed,,gemini-3.6-flash,101.61,,145056,13907,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,4,19,0,aaps.core.safety_limits;aaps.core.sensitivity;profile.target.00_00;profile.target.23_00,target,change,high,Raise target segments at 00:00 and 23:00 from 90 mg/dL to 100 mg/dL to mitigate overnight hypoglycemia.,medium,1,"Transition from 100% unannounced meals (UAM) to announcing meal carbs with a small prebolus (10–15 min before eating). For meals under GLP-1 therapy or high-fat/protein content, enter carbs using AAPS e-carbs (extended carbs spread over 3–4 hours) to match delayed gastric absorption without front-loading excess SMB insulin.",3,target,Raise Overnight Target to 100 mg/dL,safety,target;smb;smb,5,4,4,"14-day analysis of Nightscout CGM and AAPS telemetry (98.7% data coverage) reveals excellent overall Time In Range of 86.0% and a mean glucose of 121.6 mg/dL. However, total Time Below Range is 5.1% (exceeding the clinical target of <4.0%), with notable hypoglycemia clusters overnight (18.5% TBR at 01:00 local time) and late afternoon (15.3% TBR at 19:00 local time). The loop operates with zero logged carb treatments, relying heavily on Unannounced Meal (UAM) SMB delivery. Dynamic ISF scaling (70% adjustment factor) combined with delayed gastric absorption under GLP-1 therapy triggers aggressive postprandial microboluses that result in late insulin stacking and crashes. Furthermore, safety limits (Max IOB = 25 U, Max Basal = 12 U/h) are severely oversized relative to the user's Total Daily Dose of ~19.7 U/day.",821
real_gemini36flash_50,run_021,completed,,gemini-3.6-flash,89.47,,141190,11073,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Increase the overnight target segments at 00:00 and 23:00 from 90 mg/dL to 100 mg/dL.,low,1,"Introduce meal carbohydrate logging with a 10-15 minute prebolus for routine meals, delivering 100% upfront bolus rather than relying exclusively on reactive UAM microbolusing. Maintain active UAM/SMB as a backup safety net.",2,target,Raise Overnight Target to Reduce Nocturnal Hypoglycemia,safety,target;smb,3,3,5,"Data analysis over 14 days shows strong overall glucose control with 86.0% Time in Range (70-180 mg/dL), an average glucose of 121.6 mg/dL, and a coefficient of variation of 32.6%. However, safety concerns exist regarding nocturnal hypoglycemia, with Time Below Range (<70 mg/dL) reaching 10.1% to 18.5% between 23:00 and 04:00 local time. Telemetry reveals 0 logged carbohydrate entries, indicating complete reliance on Unannounced Meal (UAM) logic and microbolusing. Safety limits (Max IOB at 25 U and Max Basal at 12 U/h) are excessive relative to the user's average daily insulin requirement of ~19.7 U/day.",611
real_gemini36flash_50,run_022,completed,,gemini-3.6-flash,105.46,,144287,13297,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Raise the overnight target segment (23:00 to 08:00) from 90 mg/dL to 100 mg/dL to reduce nocturnal hypoglycemia exposure.,medium,2,"Shift from 100% reactive UAM dosing toward announcing meal carbohydrates in AAPS with a partial upfront prebolus administered 10-15 minutes prior to eating. This aligns insulin peak action with carbohydrate absorption, eliminating high postprandial surges (32.1% TAR at 16:00 local time) and preventing Dynamic ISF from over-scaling SMB delivery into late postprandial lows.",3,smb,Reduce Max IOB and Max Basal Safety Limits,safety,smb;target;cr,4,3,5,"Analysis of 14 days of Nightscout telemetry (3,995 valid CGM readings, 98.7% coverage) reveals strong overall glycemic control with an average glucose of 121.6 mg/dL and 86.0% Time in Range (70–180 mg/dL). However, significant safety concerns exist due to an elevated Time Below Range of 5.1% (exceeding the 4.0% clinical safety threshold), with severe hypoglycemic excursions reaching 41–42 mg/dL. Hypoglycemia peaks overnight between 00:00 and 03:00 local time (up to 18.5% TBR) and in the early evening around 19:00 (15.3% TBR). Because carbohydrates are unannounced (0 g logged), AAPS relies fully on Unannounced Meal (UAM) Super Micro Boluses (SMB) and Dynamic ISF (70% factor), which aggressively reduces effective ISF down to 27.8 mg/dL/U during postprandial spikes, driving delayed insulin stacking and subsequent rebound lows. Additionally, AAPS safety limits are set dangerously high (Max IOB 25 U vs. Total Daily Dose ~19.7 U/day; Max Basal 12 U/h vs. scheduled basal 0.5–0.8 U/h).",992
real_gemini36flash_50,run_023,completed,,gemini-3.6-flash,96.98,,144424,12846,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Increase overnight target segments (23:00 to 08:00) from 90 mg/dL to 100 mg/dL.,medium,2,"Transition from total reliance on unannounced meals (UAM) to explicit meal carb logging with a 15-minute prebolus. Deliver 50-60% of the calculated meal bolus upfront, allowing AAPS SMBs and UAM logic to safely absorb GLP-1-delayed carbohydrate absorption over 3-5 hours.",3,smb,Reduce AAPS Max IOB and Max Basal Safety Ceilings,safety,smb;target;cr,5,3,4,"14-day analysis of Nightscout CGM data (3,995 readings, 98.7% coverage) demonstrates high overall Time in Range (86.0%), but highlights two distinct safety concerns: significant overnight hypoglycemia (TBR up to 18.5% at 01:00 local) and severe late-afternoon hypoglycemia (15.3% TBR at 19:00 local). Telemetry reveals zero logged carbohydrate entries, indicating total reliance on Unannounced Meal (UAM) processing and SMB micro-boluses. Postprandial glucose surges trigger aggressive Dynamic ISF strengthening, driving rapid SMB accumulation under extremely high safety limits (Max IOB 25 U, Max Basal 12 U/h). Concurrent GLP-1 therapy delays meal absorption, exacerbating the timing mismatch between automated insulin delivery and carbohydrate entry. Primary action focuses on lowering safety limits and raising overnight targets to protect against severe hypoglycemia.",872
real_gemini36flash_50,run_024,completed,,gemini-3.6-flash,102.42,,145739,12116,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Increase overnight glucose target segments (23:00 to 08:00) from 90 mg/dL to 100 mg/dL.,medium,1,"Transition from complete reliance on unannounced meals (UAM) to upfront carb logging with a 10-15 minute prebolus. If exact carb counting is difficult, log estimated partial carbs or use short e-carbs (2-3 hour duration) to give the loop early visibility and prevent late SMB stacking.",3,safety_limits,Lower Max IOB and Max Basal Ceilings in AAPS,safety,safety_limits;target;meal_strategy,4,3,5,"14-day analysis of Nightscout telemetry shows strong overall Time in Range (86.0%) with an average glucose of 121.6 mg/dL. However, Time Below Range (5.1%) exceeds safety guidelines, concentrated in early night (01:00 local TBR 18.5%) and late afternoon (19:00 local TBR 15.3%). Zero carbohydrates were logged across the period, forcing 100% reliance on unannounced meal detection (UAM) and Dynamic ISF. This creates postprandial glucose spikes followed by delayed automated insulin stacking and subsequent hypoglycemia. Safety limits (Max IOB 25 U, Max Basal 12 U/h) are exceptionally wide relative to daily insulin needs (~19.7 U/day).",637
real_gemini36flash_50,run_025,completed,,gemini-3.6-flash,115.98,,145297,13533,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,4,19,0,aaps.core.safety_limits;aaps.core.sensitivity;profile.target.00_00;profile.target.23_00,target,change,high,Update profile target segments at 00:00 and 23:00 from 90 mg/dL to 100 mg/dL.,medium,2,"Transition from 100% unannounced meals (UAM) to logging meal carbohydrates with a 10-15 minute prebolus delivering 60%-70% upfront bolus. For unannounced or complex meals, enter estimated carbs as e-carbs spread over 3-4 hours to provide a smooth COB decay buffer.",3,safety_limits,Reduce AAPS Max IOB and Max Basal Safety Limits,safety,safety_limits;sensitivity;target,5,3,5,"14-day analysis of Nightscout telemetry and active AAPS closed-loop profile reveals strong overall glycaemic control (86.0% Time in Range, average 121.6 mg/dL), but elevated hypoglycemia risk (5.1% Time Below Range <70 mg/dL). Hypoglycemia is concentrated overnight (up to 18.5% TBR at 01:00) and in the early evening (15.3% TBR at 19:00). Zero carbohydrates are logged in telemetry, meaning the user relies entirely on Unannounced Meal (UAM) Super Micro Boluses (SMB). Excessive safety limits (Max IOB 25 U vs 19.7 U/day TDD, Max Basal 12 U/h) and hyper-reactive Dynamic ISF (70% adjustment factor) allow AAPS to over-deliver insulin during unannounced meal spikes, driving severe postprandial crashes.",703
real_gemini36flash_50,run_026,completed,,gemini-3.6-flash,104.37,,145529,13190,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,4,19,0,aaps.core.safety_limits;aaps.core.smb_delivery;profile.target.00_00;profile.target.23_00,target,change,high,Raise target glucose segments from 90 mg/dL to 100 mg/dL between 23:00 and 08:00.,medium,1,Log meal carbohydrates explicitly with a 10-15 minute prebolus. Deliver 50-60% of the calculated meal dose immediately and enter the remaining carbs as extended carbs (e-carbs over 2-3 hours) to match GLP-1 delayed gastric absorption and allow UAM/SMBs to act only as a backstop.,3,target,Raise Overnight Target to Reduce Nocturnal Lows,safety,target;safety;smb,3,3,5,"Analysis of 14 days of CGM and AAPS telemetry (3,995 valid CGM readings, 98.7% coverage) reveals strong overall baseline control with an average glucose of 121.6 mg/dL and 86.0% Time in Range. However, significant safety risks are present: total Time Below Range is 5.1% (exceeding the clinical target of <4.0%), driven by frequent overnight hypoglycemia (up to 18.5% TBR at 01:00 local) and late-afternoon reactive dips (15.3% TBR at 19:00 local). Because 0 grams of meal carbohydrates were logged during the period, the system relies entirely on Unannounced Meal (UAM) processing and auto-SMBs. Aggressive Dynamic ISF scaling combined with high Max IOB safety ceilings (25 U) and GLP-1 delayed gastric emptying leads to late insulin stacking after postprandial surges.",770
real_gemini36flash_50,run_027,completed,,gemini-3.6-flash,96.39,,144379,12686,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,1,22,0,aaps.core.safety_limits,target,keep,medium,"Keep current profile basal, CR, ISF, and target segments unchanged while updating AAPS safety limits and introducing meal carb entries.",medium,2,"Enter meal carbohydrates into AAPS with a 10-15 minute prebolus prior to eating. For larger or high-fat/protein meals on GLP-1 therapy, split carb entry using e-carbs over 3-4 hours to allow AAPS to predict extended absorption without triggering late UAM SMB stacking.",3,smb,Reduce AAPS Max IOB and Max Basal Safety Limits,safety,smb;cr;target,4,4,4,"14-day analysis reveals excellent Time in Range (86.0%) but an elevated hypoglycemia burden (5.1% TBR), concentrated overnight (23:00-04:00) and in the early evening (18:00-20:00). Zero logged carb entries indicate complete reliance on Unannounced Meal (UAM) handling and dynamic ISF. Highly permissive safety limits (max IOB 25 U, max basal 12 U/h against ~19.7 U TDI) allow aggressive late SMB stacking following afternoon meal spikes, driving subsequent evening and nocturnal drops.",485
real_gemini36flash_50,run_028,completed,,gemini-3.6-flash,98.56,,144658,13000,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,4,19,0,aaps.core.safety_limits;profile.basal.19_00;profile.target.00_00;profile.target.23_00,target,change,high,Raise overnight target (00:00-08:00) from 90 mg/dL to 100 mg/dL to mitigate nocturnal hypoglycemia.,medium,1,"Log meal carbohydrates explicitly in AAPS 15 minutes prior to eating with 100% upfront bolus delivery, allowing SMB and UAM to handle minor residual deviations rather than primary meal insulin.",3,target,Raise Overnight Target to 100 mg/dL,safety,target;smb;basal,6,4,5,"14-day analysis of Nightscout telemetry (98.7% CGM coverage, average glucose 121.6 mg/dL, TIR 86.0%) reveals significant hypoglycemia risks with Time Below Range (<70 mg/dL) at 5.1%, concentrated overnight (18.5% TBR at 01:00 local) and early evening (15.3% TBR at 19:00 local). The primary driver is a combination of overly tight overnight target (90 mg/dL), excessive loop safety upper bounds (max IOB 25 U, max basal 12 U/h relative to TDD ~19.7 U), and unannounced meals handled reactively by UAM and SMBs without carb logging, leading to delayed IOB stacking and severe post-prandial crashes.",597
real_gemini36flash_50,run_029,completed,,gemini-3.6-flash,101.68,,142927,12542,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Raise the overnight target segment starting at 00:00 from 90 mg/dL to 100 mg/dL.,medium,2,Log meal carbohydrates explicitly in Nightscout/AAPS and deliver a full meal bolus (100% of estimated carbs using active CR) with a 10-15 minute prebolus before eating. Allow SMB/UAM to serve as a backstop for under-estimation rather than the primary delivery mechanism.,2,target,Raise Overnight Glucose Target,safety,target;smb,4,3,4,"Analysis of 14 days of Nightscout telemetry shows strong overall glucose control (86.0% Time in Range), but reveals persistent overnight hypoglycemia (Time Below Range up to 18.5% around 01:00 local time) and significant late-afternoon hyperglycemia (Time Above Range up to 32.1% around 16:00 local time). Overnight hypoglycemia is driven by a tight target (90 mg/dL) combined with scheduled basal delivery. Late afternoon glucose spikes stem from completely unannounced meals (0 carbohydrate entries logged), which force AAPS to rely exclusively on delayed UAM SMB responses. The resulting high late-afternoon SMB IOB subsequently contributes to secondary pre-dinner hypoglycemia (15.3% TBR at 19:00 local time).",713
real_gemini36flash_50,run_030,completed,,gemini-3.6-flash,106.28,,142819,13015,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,2,21,0,aaps.core.safety_limits;profile.basal.00_00,basal,change,high,Reduce scheduled midnight basal (00:00) from 0.60 U/h to 0.50 U/h.,medium,2,Announce meals with a 15–20 minute prebolus and 100% upfront bolus for standard meals to eliminate UAM response lag and post-prandial spikes to 290 mg/dL. Retain UAM/SMB micro-boluses only as a secondary safety net.,3,safety,Tighten AAPS Max Basal and Max IOB Safety Limits,safety,safety;basal;meal,5,4,5,"Analysis of 14 days of Nightscout data (3,995 CGM entries, 98.7% coverage) shows strong overall Time in Range of 86.0% (mean glucose 121.6 mg/dL, SD 39.7 mg/dL). However, Time Below Range (<70 mg/dL) is elevated at 5.1%, concentrated in two recurring windows: early overnight (00:00–03:00 local time, peak TBR 18.5% at 01:00) and early evening (18:00–19:00 local time, peak TBR 15.3% at 19:00). Post-prandial excursions reach 240–290 mg/dL between 12:00 and 16:00 (TAR up to 32.1% at 16:00). Zero carbohydrates are logged in telemetry, indicating complete reliance on AAPS Unannounced Meal (UAM) and SMB micro-bolusing to manage meals, compounded by concurrent GLP-1 therapy (1.25 mg). Excessive AAPS safety limits (12 U/h max basal, 25 U max IOB) allow aggressive automated insulin accumulation that causes steep late-afternoon glucose drops into severe hypoglycemia.",868
