experiment,run_id,rank,area,title,priority,suggested_change
gemini36flash_50,run_009,1,meal_strategy,Evaluate Weekend Brunch Prebolus and Bolus Split,low,"{""meal"": ""Weekend brunch"", ""prebolus_minutes"": 15, ""immediate_bolus_percent"": 70, ""extended_carbs_grams"": 20.0, ""extended_carbs_duration_minutes"": 120}"
gemini36flash_50,run_009,2,automation,Verify Null AAPS Settings on Master Handset,low,"{""action"": ""Verify AAPS preferences on handset display""}"
gemini36flash_50,run_010,1,basal,Maintain Current Profile & Settings,low,null
gemini36flash_50,run_010,2,smb,Verify App Settings for Unpopulated Toggles,low,null
gemini36flash_50,run_011,1,meal_strategy,Optimize Weekend Brunch Prebolus Timing,low,"{""meal"": ""Weekend brunch"", ""parameter"": ""prebolus_minutes"", ""current_value"": 10, ""suggested_value"": 15}"
gemini36flash_50,run_011,2,aaps,Verify UI Activation Switches in AAPS Settings,low,"{""action"": ""UI verification only"", ""target_menus"": [""AAPS Preferences -> SMB Activation"", ""AAPS Preferences -> Sensitivity Algorithms""]}"
gemini36flash_50,run_012,1,meal_strategy,Optimize Weekend Brunch Bolus Timing,medium,"{""meal_pattern"": ""Weekend brunch"", ""prebolus_minutes"": 20, ""immediate_bolus_percent"": 70}"
gemini36flash_50,run_012,2,automation,Verify SMB Activation UI Settings in AAPS,low,"{""action"": ""verify_preferences_in_aaps""}"
gemini36flash_50,run_013,1,aaps,Verify Unpopulated AAPS Settings in Application UI,low,"{""verify_settings"": [""smb_activation_conditions"", ""autosens_toggles""]}"
gemini36flash_50,run_013,2,meal_strategy,Optional Prebolus Adjustment for High-Carb Weekend Brunch,low,"{""weekend_brunch_prebolus_minutes"": 15}"
gemini36flash_50,run_014,1,meal_strategy,Optimize Weekend Brunch Prebolus Timing,medium,"{""meal_pattern"": ""Weekend brunch"", ""prebolus_minutes"": 15, ""immediate_bolus_percent"": 70}"
gemini36flash_50,run_015,1,smb,Verify AAPS Activation Switches in UI,low,"{""verify_settings"": [""smb_always_enabled"", ""smb_with_cob_enabled"", ""autosens_enabled"", ""dynamic_sensitivity_enabled""]}"
gemini36flash_50,run_016,1,meal_strategy,Extend prebolus interval for weekend brunches,medium,"{""meal_pattern"": ""Weekend brunch"", ""prebolus_minutes"": 15}"
gemini36flash_50,run_016,2,aaps,Verify unpopulated AAPS activation flags on physical device,low,"{""verification_items"": [""smb_activation_conditions"", ""autosens_enabled""]}"
gemini36flash_50,run_017,1,meal_strategy,Adjust Weekend Brunch Immediate Bolus Split and Pre-bolus Timing,medium,"{""pattern"": ""Weekend brunch"", ""immediate_bolus_percent"": 75, ""prebolus_minutes"": 15}"
gemini36flash_50,run_017,2,automation,Verify AAPS UI Checkbox Settings for SMB and Sensitivity Options,low,"{""action"": ""UI Verification only""}"
gemini36flash_50,run_018,1,meal_strategy,Refine Morning Prebolus Timing,low,"{""prebolus_weekday_breakfast_minutes"": 25, ""prebolus_weekend_brunch_minutes"": 15}"
gemini36flash_50,run_018,2,smb,Verify Null AAPS Settings in User Interface,low,"{""action"": ""verify_ui_settings""}"
gemini36flash_50,run_019,1,meal,Optimize Prebolus Lead Time for Weekday Breakfast,low,"{""meal"": ""Weekday Breakfast"", ""current_prebolus_minutes"": 20, ""suggested_prebolus_minutes"": 25}"
gemini36flash_50,run_019,2,meal,Adjust Prebolus Lead Time for Weekend Brunch,low,"{""meal"": ""Weekend Brunch"", ""current_prebolus_minutes"": 10, ""suggested_prebolus_minutes"": 15}"
gemini36flash_50,run_020,1,smb,Verify AAPS Activation Toggles in User Interface,low,"{""action"": ""verify_ui_settings"", ""target_fields"": [""smb_always_enabled"", ""smb_with_cob_enabled"", ""autosens_enabled""]}"
gemini36flash_50,run_020,2,meal_strategy,Optional Prebolus Trial for Weekend Brunch,low,"{""action"": ""adjust_prebolus"", ""meal"": ""Weekend brunch"", ""suggested_prebolus_minutes"": 15}"
gemini36flash_50,run_021,1,meal_timing,Extend Prebolus Timing for Weekend Brunch,medium,"{""meal"": ""Weekend brunch"", ""prebolus_minutes"": 20}"
gemini36flash_50,run_021,2,meal_bolus_split,Increase Upfront Bolus Percentage for Weekday Breakfast,low,"{""immediate_bolus_percent"": 90, ""meal"": ""Weekday breakfast""}"
gemini36flash_50,run_021,3,aaps_settings,Verify Unpopulated AAPS Preferences in UI,low,null
gemini36flash_50,run_022,1,meal_bolus,Evaluate Prebolus Timing for Weekend Brunch,low,"{""action"": ""test_prebolus_extension"", ""meal"": ""Weekend brunch"", ""suggested_prebolus_minutes"": 15}"
gemini36flash_50,run_023,1,meal_strategy,Optimize Prebolus Timing for Weekend Brunch,medium,"{""meal"": ""Weekend brunch"", ""prebolus_minutes"": 15, ""immediate_bolus_percent"": 70}"
gemini36flash_50,run_024,1,meal_bolus,Optimize Prebolus Timing for Weekend Brunch,low,"{""strategy_name"": ""Weekend brunch"", ""prebolus_minutes"": 15, ""immediate_bolus_percent"": 70}"
gemini36flash_50,run_025,1,meal_strategy,Extend Prebolus Window for Weekend Brunch,low,"{""action"": ""adjust_prebolus_timing"", ""meal_pattern"": ""Weekend brunch"", ""current_prebolus_minutes"": 10, ""suggested_prebolus_minutes"": 15}"
gemini36flash_50,run_026,1,meal_strategy,Optimize Weekend Brunch Prebolus Timing,low,"{""action"": ""adjust_prebolus_timing"", ""meal"": ""Weekend brunch"", ""current_prebolus_minutes"": 10, ""suggested_prebolus_minutes"": 15}"
gemini36flash_50,run_026,2,automation,Verify Handheld Device SMB and Sensitivity Settings,low,"{""action"": ""verify_ui_settings"", ""parameters"": [""smb_activation_conditions"", ""autosens_enabled""]}"
gemini36flash_50,run_027,1,meal_bolus,Optimize Prebolus Timing for Weekend Brunch,low,"{""action"": ""behavioral_trial"", ""target_meal"": ""Weekend brunch"", ""proposed_prebolus_minutes"": 15, ""proposed_immediate_percent"": 70}"
gemini36flash_50,run_028,1,profile,Maintain Current Profile Parameters,low,"{""action"": ""keep_all""}"
gemini36flash_50,run_028,2,smb,Verify Unpopulated AAPS Settings in Preference UI,low,"{""action"": ""ui_verification_only""}"
gemini36flash_50,run_029,1,profile,"Maintain Current Basal, CR, ISF, Target, and DIA Parameters",low,"{""action"": ""keep_all_profile_parameters""}"
gemini36flash_50,run_029,2,smb,Verify Client-Side Activation Toggles in AAPS UI,low,"{""action"": ""verify_ui_switches_in_app""}"
gemini36flash_50,run_030,1,basal,Maintain Current Profile and Automation Settings,low,"{""action"": ""keep_all_settings""}"
gemini36flash_50,run_031,1,basal,Maintain Current Profile Basal and Parameters,low,null
gemini36flash_50,run_032,1,meal_bolus,Extend Prebolus Timing for Weekend Brunch,low,"{""meal_pattern"": ""Weekend brunch"", ""action"": ""Increase prebolus time from 10 to 15-20 minutes or immediate bolus from 60% to 70%""}"
gemini36flash_50,run_033,1,profile,Maintain Active Insulin Profile and Settings,low,"{""action"": ""keep"", ""reason"": ""Optimal glycemic control across all evaluation metrics.""}"
gemini36flash_50,run_033,2,smb,Verify UI Activation Conditions for SMB and Autosens,low,"{""action"": ""verify"", ""reason"": ""Raw settings contain null parameters for explicit UI toggles.""}"
gemini36flash_50,run_034,1,meal_strategy,Extend Weekend Brunch Prebolus Lead Time,low,"{""meal_pattern"": ""Weekend brunch"", ""prebolus_minutes"": 15}"
gemini36flash_50,run_035,1,meal_bolus,Optimize Weekend Brunch Prebolus Timing,low,"{""strategy"": ""Weekend brunch"", ""prebolus_minutes"": 15}"
gemini36flash_50,run_036,1,meal_bolus,Refine Weekend Brunch Prebolus and Meal Strategy,low,"{""action"": ""adjust_prebolus_timing"", ""target_meal"": ""Weekend brunch"", ""suggested_prebolus_minutes"": 15}"
gemini36flash_50,run_037,1,meal_strategy,Verify AAPS UI Toggle States,low,"{""action"": ""verify_ui_settings"", ""target_menus"": [""AAPS Preferences -> OpenAPS SMB"", ""AAPS Preferences -> Autosens""]}"
gemini36flash_50,run_037,2,meal_strategy,Optimize Weekend Brunch Prebolus Timing,low,"{""meal_pattern"": ""Weekend brunch"", ""current_prebolus_minutes"": 10, ""suggested_prebolus_minutes"": 15}"
gemini36flash_50,run_038,1,aaps,Verify Unpopulated AAPS Settings in User Interface,low,null
gemini36flash_50,run_039,1,meal_strategy,Extend Prebolus Timing for Weekend Brunch,medium,"{""parameter"": ""Weekend brunch prebolus"", ""current_value"": ""10 min"", ""suggested_value"": ""15-20 min""}"
gemini36flash_50,run_039,2,smb,Verify On-Device SMB and Autosens Toggles,low,"{""parameter"": ""AAPS activation flags"", ""action"": ""Verify settings on pump/app""}"
gemini36flash_50,run_040,1,meal_strategy,Optimize Weekend Brunch Prebolus Timing,low,"{""prebolus_minutes"": 15, ""immediate_bolus_percent"": 70}"
gemini36flash_50,run_040,2,meal_strategy,Optimize Weekday Breakfast Bolus Split,low,"{""immediate_bolus_percent"": 80}"
gemini36flash_50,run_041,1,smb,Verify Handset UI Feature Flags,low,"{""action"": ""verify_ui"", ""target"": ""AAPS Preferences Menu""}"
gemini36flash_50,run_042,1,meal_strategy,Extend prebolus duration for high-fat weekend brunches,low,"{""meal_pattern"": ""Weekend brunch"", ""parameter"": ""prebolus_minutes"", ""current_value"": 10, ""suggested_value"": 15}"
gemini36flash_50,run_043,1,meal_strategy,Extend Prebolus Timing for Weekend Brunch,medium,"{""meal_pattern"": ""Weekend brunch"", ""prebolus_minutes"": 20, ""immediate_bolus_percent"": 70}"
gemini36flash_50,run_044,1,meal_strategy,Test Slightly Extended Prebolus for Weekend Brunch,low,"{""action"": ""experiment_prebolus_timing"", ""target_meal"": ""Weekend brunch"", ""current_prebolus_minutes"": 10, ""suggested_prebolus_minutes"": 15}"
gemini36flash_50,run_045,1,smb,Verify Unpopulated AAPS Settings in Application Preferences,low,"{""action"": ""verify_ui_settings"", ""parameters"": [""smb_always_enabled"", ""autosens_enabled"", ""dynamic_sensitivity_enabled""]}"
gemini36flash_50,run_045,2,cr,Maintain Current Carb Ratios and Monitor Weekend Brunch Excursions,low,"{""action"": ""observe_prebolus_timing"", ""target_meal"": ""Weekend brunch"", ""proposed_prebolus_minutes"": 15}"
gemini36flash_50,run_046,1,cr,Maintain Current Profile Settings,low,"{""action"": ""keep_all_profile_parameters""}"
gemini36flash_50,run_046,2,smb,Verify Local AAPS SMB Activation Switches,low,"{""action"": ""verify_aaps_settings""}"
gemini36flash_50,run_047,1,aaps,Verify UI Toggles in AAPS Preference Settings,low,"{""action"": ""verify_ui"", ""components"": [""smb_always_enabled"", ""smb_with_cob_enabled"", ""autosens_enabled""]}"
gemini36flash_50,run_048,1,meal_timing,Extend Prebolus Timing for Weekend Brunch,low,"{""meal_pattern"": ""Weekend brunch (10:00-12:00)"", ""parameter"": ""prebolus_minutes"", ""current_value"": 10, ""suggested_value"": 15}"
gemini36flash_50,run_049,1,basal,Maintain Current Profile Basal and Therapy Settings,low,"{""action"": ""keep"", ""rationale"": ""All current parameters perform safely and effectively.""}"
gemini36flash_50,run_049,2,smb,Verify Specific AAPS SMB Activation and Autosens Export Flags,low,"{""action"": ""verify"", ""rationale"": ""Ensure UI settings match expected profile configurations.""}"
gemini36flash_50,run_050,1,meal_strategy,Optimize Prebolus Timing for Weekend Brunch,low,"{""meal"": ""Weekend brunch"", ""prebolus_minutes"": 15, ""immediate_bolus_percent"": 70, ""extended_carbs_g"": 20.0}"
