experiment,run_id,step,status,confidence,in_workflow
real_gemini35flashlite_50,run_011,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_011,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_011,automation_sensitivity_limits,completed,medium,True
real_gemini35flashlite_50,run_011,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_011,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_011,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_012,data_quality,completed,high,True
real_gemini35flashlite_50,run_012,safety_overview,completed,high,True
real_gemini35flashlite_50,run_012,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_012,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_012,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_012,automation_sensitivity_limits,completed,medium,True
real_gemini35flashlite_50,run_012,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_012,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_012,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_013,data_quality,completed,high,True
real_gemini35flashlite_50,run_013,safety_overview,completed,high,True
real_gemini35flashlite_50,run_013,basal_targets,completed,medium-high,True
real_gemini35flashlite_50,run_013,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_013,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_013,automation_sensitivity_limits,completed,medium-high,True
real_gemini35flashlite_50,run_013,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_013,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_013,synthesis_plan,completed,medium-high,True
real_gemini35flashlite_50,run_014,data_quality,completed,high,True
real_gemini35flashlite_50,run_014,safety_overview,completed,high,True
real_gemini35flashlite_50,run_014,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_014,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_014,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_014,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_014,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_014,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_014,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_015,data_quality,completed,high,True
real_gemini35flashlite_50,run_015,safety_overview,completed,high,True
real_gemini35flashlite_50,run_015,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_015,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_015,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_015,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_015,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_015,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_015,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_016,data_quality,completed,high,True
real_gemini35flashlite_50,run_016,safety_overview,completed,high,True
real_gemini35flashlite_50,run_016,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_016,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_016,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_016,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_016,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_016,meal_ecarbs_absorption,completed,high,True
real_gemini35flashlite_50,run_016,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_017,data_quality,completed,high,True
real_gemini35flashlite_50,run_017,safety_overview,completed,high,True
real_gemini35flashlite_50,run_017,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_017,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_017,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_017,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_017,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_017,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_017,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_018,data_quality,completed,high,True
real_gemini35flashlite_50,run_018,safety_overview,completed,high,True
real_gemini35flashlite_50,run_018,basal_targets,completed,medium-high,True
real_gemini35flashlite_50,run_018,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_018,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_018,automation_sensitivity_limits,completed,medium-high,True
real_gemini35flashlite_50,run_018,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_018,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_018,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_019,data_quality,completed,high,True
real_gemini35flashlite_50,run_019,safety_overview,completed,high,True
real_gemini35flashlite_50,run_019,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_019,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_019,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_019,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_019,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_019,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_019,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_020,data_quality,completed,high,True
real_gemini35flashlite_50,run_020,safety_overview,completed,high,True
real_gemini35flashlite_50,run_020,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_020,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_020,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_020,automation_sensitivity_limits,completed,medium,True
real_gemini35flashlite_50,run_020,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_020,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_020,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_021,data_quality,completed,high,True
real_gemini35flashlite_50,run_021,safety_overview,completed,high,True
real_gemini35flashlite_50,run_021,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_021,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_021,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_021,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_021,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_021,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_021,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_022,data_quality,completed,high,True
real_gemini35flashlite_50,run_022,safety_overview,completed,high,True
real_gemini35flashlite_50,run_022,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_022,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_022,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_022,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_022,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_022,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_022,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_023,data_quality,completed,high,True
real_gemini35flashlite_50,run_023,safety_overview,completed,high,True
real_gemini35flashlite_50,run_023,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_023,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_023,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_023,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_023,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_023,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_023,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_024,data_quality,completed,high,True
real_gemini35flashlite_50,run_024,safety_overview,completed,high,True
real_gemini35flashlite_50,run_024,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_024,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_024,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_024,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_024,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_024,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_024,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_026,data_quality,completed,high,True
real_gemini35flashlite_50,run_026,safety_overview,completed,high,True
real_gemini35flashlite_50,run_026,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_026,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_026,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_026,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_026,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_026,meal_ecarbs_absorption,completed,completed,True
real_gemini35flashlite_50,run_026,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_027,data_quality,completed,high,True
real_gemini35flashlite_50,run_027,safety_overview,completed,high,True
real_gemini35flashlite_50,run_027,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_027,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_027,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_027,automation_sensitivity_limits,completed,medium,True
real_gemini35flashlite_50,run_027,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_027,meal_ecarbs_absorption,completed,low,True
real_gemini35flashlite_50,run_027,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_028,data_quality,completed,high,True
real_gemini35flashlite_50,run_028,safety_overview,completed,high,True
real_gemini35flashlite_50,run_028,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_028,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_028,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_028,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_028,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_028,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_028,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_029,data_quality,completed,high,True
real_gemini35flashlite_50,run_029,safety_overview,completed,high,True
real_gemini35flashlite_50,run_029,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_029,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_029,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_029,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_029,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_029,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_029,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_030,data_quality,completed,high,True
real_gemini35flashlite_50,run_030,safety_overview,completed,high,True
real_gemini35flashlite_50,run_030,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_030,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_030,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_030,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_030,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_030,meal_ecarbs_absorption,completed,high,True
real_gemini35flashlite_50,run_030,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_031,data_quality,completed,high,True
real_gemini35flashlite_50,run_031,safety_overview,completed,high,True
real_gemini35flashlite_50,run_031,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_031,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_031,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_031,automation_sensitivity_limits,completed,medium,True
real_gemini35flashlite_50,run_031,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_031,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_031,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_032,data_quality,completed,high,True
real_gemini35flashlite_50,run_032,safety_overview,completed,high,True
real_gemini35flashlite_50,run_032,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_032,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_032,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_032,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_032,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_032,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_032,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_033,data_quality,completed,high,True
real_gemini35flashlite_50,run_033,safety_overview,completed,high,True
real_gemini35flashlite_50,run_033,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_033,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_033,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_033,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_033,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_033,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_033,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_034,data_quality,completed,high,True
real_gemini35flashlite_50,run_034,safety_overview,completed,high,True
real_gemini35flashlite_50,run_034,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_034,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_034,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_034,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_034,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_034,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_034,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_035,data_quality,completed,high,True
real_gemini35flashlite_50,run_035,safety_overview,completed,high,True
real_gemini35flashlite_50,run_035,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_035,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_035,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_035,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_035,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_035,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_035,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_036,data_quality,completed,high,True
real_gemini35flashlite_50,run_036,safety_overview,completed,high,True
real_gemini35flashlite_50,run_036,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_036,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_036,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_036,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_036,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_036,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_036,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_037,data_quality,completed,high,True
real_gemini35flashlite_50,run_037,safety_overview,completed,high,True
real_gemini35flashlite_50,run_037,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_037,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_037,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_037,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_037,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_037,meal_ecarbs_absorption,completed,low,True
real_gemini35flashlite_50,run_037,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_038,data_quality,completed,high,True
real_gemini35flashlite_50,run_038,safety_overview,completed,high,True
real_gemini35flashlite_50,run_038,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_038,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_038,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_038,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_038,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_038,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_038,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_039,data_quality,completed,high,True
real_gemini35flashlite_50,run_039,safety_overview,completed,high,True
real_gemini35flashlite_50,run_039,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_039,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_039,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_039,automation_sensitivity_limits,completed,medium,True
real_gemini35flashlite_50,run_039,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_039,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_039,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_040,data_quality,completed,high,True
real_gemini35flashlite_50,run_040,safety_overview,completed,high,True
real_gemini35flashlite_50,run_040,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_040,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_040,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_040,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_040,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_040,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_040,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_041,data_quality,completed,high,True
real_gemini35flashlite_50,run_041,safety_overview,completed,high,True
real_gemini35flashlite_50,run_041,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_041,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_041,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_041,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_041,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_041,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_041,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_042,data_quality,completed,high,True
real_gemini35flashlite_50,run_042,safety_overview,completed,high,True
real_gemini35flashlite_50,run_042,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_042,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_042,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_042,automation_sensitivity_limits,completed,medium,True
real_gemini35flashlite_50,run_042,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_042,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_042,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_043,data_quality,completed,high,True
real_gemini35flashlite_50,run_043,safety_overview,completed,high,True
real_gemini35flashlite_50,run_043,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_043,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_043,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_043,automation_sensitivity_limits,completed,medium,True
real_gemini35flashlite_50,run_043,meal_bolus_strategy,completed,low,True
real_gemini35flashlite_50,run_043,meal_ecarbs_absorption,completed,low,True
real_gemini35flashlite_50,run_043,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_044,data_quality,completed,high,True
real_gemini35flashlite_50,run_044,safety_overview,completed,high,True
real_gemini35flashlite_50,run_044,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_044,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_044,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_044,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_044,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_044,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_044,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_045,data_quality,completed,high,True
real_gemini35flashlite_50,run_045,safety_overview,completed,high,True
real_gemini35flashlite_50,run_045,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_045,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_045,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_045,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_045,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_045,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_045,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_046,data_quality,completed,high,True
real_gemini35flashlite_50,run_046,safety_overview,completed,high,True
real_gemini35flashlite_50,run_046,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_046,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_046,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_046,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_046,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_046,meal_ecarbs_absorption,completed,low,True
real_gemini35flashlite_50,run_046,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_047,data_quality,completed,high,True
real_gemini35flashlite_50,run_047,safety_overview,completed,high,True
real_gemini35flashlite_50,run_047,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_047,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_047,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_047,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_047,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_047,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_047,synthesis_plan,completed,high,True
