experiment,slot,group,kind,n_runs,group_runs,representative
real_opus5,decision: Profile / basal 10:00,keep,varying,4,19,"Dependencies: raising basal here would add insulin ahead of the 18:00-19:00 low window where time below range reaches 15.3 percent, which the 5.1 percent overall time below range does not permit."
real_opus5,decision: Profile / basal 10:00,keep,varying,4,19,Uncertainty: high.
real_opus5,decision: Profile / basal 10:00,keep,varying,3,19,"Evidence: the rise begins here, with 10:00 local at 148.0 mg/dL and 20.2 percent above range, and 08:00 immediately before shows 0 percent below range and only 1.8 percent above range."
real_opus5,decision: Profile / basal 10:00,keep,varying,3,19,"Dependencies: any upward change here would add insulin that remains active into the 18:00 to 19:00 hypoglycemia cluster under a 10-hour DIA, so it must wait until that cluster is resolved."
real_opus5,decision: Profile / basal 10:00,keep,varying,2,19,"Dependency: this must wait for the carbohydrate logging observation, since raising daytime basal without meal data risks adding insulin whose tail lands in the 18:00 to 20:00 local window that already carries 7.7 and 15.3 percent time below range."
real_opus5,decision: Profile / basal 10:00,keep,varying,2,19,Uncertainty: the afternoons of 08-17 and 08-18 inside this segment contained 180-minute SMB blackouts from 135 mg/dL temporary targets and are excluded from inference.
real_opus5,decision: Profile / basal 16:00,keep,shared,18,19,"Evidence: local hour 16:00 is the highest of the day at 162.8 mg/dL with 32.1 percent above range and zero percent below range, and it coincides exactly with the lowest scheduled basal segment."
real_opus5,decision: Profile / basal 16:00,keep,varying,6,19,"Nevertheless at least three competing explanations remain unresolved: unannounced carbohydrates, SMB suppression during the two 180-minute 135 mg/dL temporary targets on 08-17 and 08-18 that overlap this hour, and GLP-1 related delayed absorption after doses on 08-14, 08-17 and 08-20."
real_opus5,decision: Profile / basal 16:00,keep,varying,3,19,Uncertainty: high.
real_opus5,decision: Profile / basal 16:00,keep,varying,2,19,"Dependencies: raising this segment would feed the 18:00 to 19:00 window where time below range is 7.7 and 15.3 percent with 41 and 42 mg/dL nadirs, so change is unsafe before the automation steps and carbohydrate logging are evaluated."
real_opus5,decision: Profile / basal 16:00,keep,varying,2,19,"Dependencies: blocked by the safety constraint from the hypoglycaemia stage that no change may increase insulin between 16:00 and 19:00 local, and by the pending meal workflow evidence."
real_opus5,decision: Profile / basal 18:00,keep,shared,13,19,Evidence: the 18:00 local hour shows an average of 124.2 mg/dL with 80.4 percent in range but 7.7 percent below range and a minimum of 42 mg/dL.
real_opus5,decision: Profile / basal 18:00,keep,varying,3,19,Uncertainty: a small basal contribution cannot be excluded.
real_opus5,decision: Profile / basal 18:00,keep,varying,2,19,"Evidence: 18:00 local shows 7.7 percent below range with a mean of 124.2 mg/dL, and the level-2 clusters of 2026-08-13 and 2026-08-14 fall in and just after this hour."
real_opus5,decision: Profile / basal 18:00,keep,varying,2,19,Dependencies: the automation change to the maximum insulin on board must be evaluated first.
real_opus5,decision: Profile / basal 18:00,keep,varying,2,19,"Dependency: reassess only after the insulin-on-board ceiling change has been observed, since that change targets the same mechanism."
real_opus5,decision: Profile / basal 18:00,keep,varying,2,19,Uncertainty: high as to cause.
real_opus5,decision: Profile / basal 19:00,keep,shared,18,19,"Evidence: the 19:00 local hour has the highest daytime time below range at 15.3 percent with a minimum of 41 mg/dL, and basal rises to 0.7 U/h precisely here."
real_opus5,decision: Profile / basal 19:00,keep,varying,3,19,Uncertainty is high.
real_opus5,decision: Profile / CR 00:00,keep,varying,8,19,"Evidence: carbohydrate entries are 0, total carbohydrates 0.0 g, the carbohydrate treatment list is empty and carbohydrate-on-board is 0 in every sampled loop status, so this ratio has never been exercised during the period."
real_opus5,decision: Profile / CR 00:00,keep,varying,7,19,"Evidence: carb_entries is 0, total_carbs_g is 0.0, carb_treatment_entries is empty and COB is zero in all 24 sampled loop statuses, so this ratio was never applied to any dose during the period."
real_opus5,decision: Profile / CR 00:00,keep,varying,4,19,"Uncertainty: complete, since no observation exists that could support or refute the value."
real_opus5,decision: Profile / CR 00:00,keep,varying,3,19,Dependency: blocked until carbohydrate logging exists.
real_opus5,decision: Profile / CR 00:00,keep,varying,3,19,Dependencies: becomes assessable only after carbohydrate announcement begins.
real_opus5,decision: Profile / CR 00:00,keep,varying,2,19,"Evidence: this segment is confirmed active because CR 13.0 and neighbouring values appear in loop reasons at the correct local times, but it was never used for dosing, since carb_entries is 0, total_carbs_g is 0.0, carb_treatment_entries is empty and COB is 0 in every sampled cycle."
real_opus5,decision: Profile / CR 04:00,keep,varying,6,19,"It is confirmed active, appearing as 11.1 in loop reason strings at 04:01, 04:55, 06:30 and 07:29 local."
real_opus5,decision: Profile / CR 04:00,keep,varying,6,19,"Dependencies: requires carbohydrate logging plus a meal actually occurring in the 04:00-08:00 local window, which the glucose pattern does not suggest is common."
real_opus5,decision: Profile / CR 04:00,keep,varying,5,19,Dependencies: requires carbohydrate logging before any assessment is possible.
real_opus5,decision: Profile / CR 04:00,keep,varying,5,19,Uncertainty: complete.
real_opus5,decision: Profile / CR 04:00,keep,varying,3,19,Dependencies: carbohydrate logging is required before any carb ratio can be assessed.
real_opus5,decision: Profile / CR 04:00,keep,varying,3,19,"No carbohydrate was entered at any time in the 14-day window, so this segment produced no dosing and cannot be validated or refuted."
real_opus5,decision: Profile / CR 08:00,keep,shared,13,19,"The morning rise from 110.5 to 148.0 mg/dL between 08:00 and 10:00 local was handled entirely by UAM, so it carries no information about the carb ratio."
real_opus5,decision: Profile / CR 08:00,keep,varying,4,19,"Dependencies: the morning window is the lowest-hypoglycemia-risk window in the day at 0.0 percent below range at 08:00 and 09:00 local, so it is the safest place to test this ratio once meals are logged."
real_opus5,decision: Profile / CR 08:00,keep,varying,4,19,Uncertainty: complete.
real_opus5,decision: Profile / CR 08:00,keep,varying,3,19,"Evidence: confirmed active in loop reasons at 09:11 and 15:00 local, yet unused because no carbohydrate was logged."
real_opus5,decision: Profile / CR 08:00,keep,varying,3,19,"The value appears in reason strings at 09:11 local, matching the profile segment and confirming profile activity only."
real_opus5,decision: Profile / CR 08:00,keep,varying,2,19,Dependencies: this is the first carb ratio that will become verifiable once the morning meal is logged.
real_opus5,decision: Profile / CR 08:00,keep,varying,2,19,Dependencies: carbohydrate logging for the morning meal would be needed before any judgement.
real_opus5,decision: Profile / CR 16:00,keep,varying,11,19,"This is the strongest carb ratio in the profile and covers the worst hyperglycemia block, but with zero carbohydrate entries it was never applied, so the 32.1 percent time above range at 16:00 local says nothing about its correctness."
real_opus5,decision: Profile / CR 16:00,keep,varying,5,19,Confirmed active in a loop reason at 16:54 local.
real_opus5,decision: Profile / CR 16:00,keep,varying,4,19,Uncertainty: complete.
real_opus5,decision: Profile / CR 16:00,keep,varying,2,19,Dependencies: this is the specific segment that the recommended carbohydrate logging for the 12:00-17:00 meal would first make assessable.
real_opus5,decision: Profile / CR 16:00,keep,varying,2,19,Dependencies: blocked pending carbohydrate logging; must not be adjusted preemptively.
real_opus5,decision: Profile / CR 16:00,keep,varying,2,19,"Evidence: not exercised, with zero carbohydrate entries."
real_opus5,decision: Profile / CR 20:00,keep,varying,6,19,Uncertainty: complete.
real_opus5,decision: Profile / CR 20:00,keep,varying,5,19,"Evidence: confirmed active in loop reasons at 22:16 local on 08-07 and 22:09 local on 08-21, and unused because no carbohydrate was logged."
real_opus5,decision: Profile / CR 20:00,keep,varying,4,19,"Evidence: the evening rise between 20:00 and 22:00 local is modest, with means of 117.0, 120.0 and 127.6 mg/dL, and no carbohydrates were announced in this or any other window."
real_opus5,decision: Profile / CR 20:00,keep,varying,3,19,"Dependencies: blocked until carbohydrate logging exists, and any evening change would additionally interact with the 22:00 to 03:00 low window."
real_opus5,decision: Profile / CR 20:00,keep,varying,3,19,Dependencies: blocked pending carbohydrate logging.
real_opus5,decision: Profile / CR 20:00,keep,varying,3,19,Uncertainty: total.
real_opus5,decision: Profile / ISF 00:00,keep,varying,8,19,"Evidence: dynamic sensitivity is enabled with a 70 percent adjustment factor and autosens is disabled, and observed effective sensitivity ranges from 27.8 to 124.0 mg/dL per unit, so the flat 56 value is an anchor rather than the operative sensitivity."
real_opus5,decision: Profile / ISF 00:00,keep,varying,5,19,"The value is overwritten every cycle: observed effective sensitivity spans 124.0 mg/dL per unit at 69.8 mg/dL down to 27.8 at 245.7 mg/dL, crossing 56 near 150 to 170 mg/dL."
real_opus5,decision: Profile / ISF 00:00,keep,varying,2,19,"No clean ISF measurement exists because every recorded correction is contaminated by concurrent boosted SMB and temp basal, for example 0.2 units at 08-14 17:20 local followed by minus 178 mg/dL at 120 minutes where 56 mg/dL per unit predicts about minus 11."
real_opus5,decision: Profile / ISF 00:00,keep,varying,2,19,"Dependencies: the correct lever is the dynamic ISF adjustment factor, and changing both the anchor and the multiplier together would violate the rule against moving dependent parameters, so this stays fixed until the automation change has been evaluated."
real_opus5,decision: Profile / ISF 00:00,keep,varying,2,19,"Uncertainty: high, because this profile value acts as a scaling reference for the whole dynamic curve rather than as the direct correction factor, so a change would move both the weak normal-range response and the strong high-glucose response at once."
real_opus5,decision: Profile / ISF 00:00,keep,varying,2,19,"Changing the static value would shift the whole dynamic curve in both directions at once, weakening low-glucose safety at the same time as it moderates high-glucose aggressiveness."
real_opus5,decision: Profile / target 00:00,keep,varying,8,19,"However sampled loop target_bg values ranged from 80 to 116 mg/dL against profile targets of only 90 and 100, and both autosens target flags are false, so fork logic outside decision_inventory is modulating the effective target and a profile target edit has unproven leverage."
real_opus5,decision: Profile / target 00:00,keep,varying,8,19,"Evidence: local hours 00:00 to 03:00 carry 10.1 to 18.5 percent time below range, which would ordinarily argue for raising the overnight target."
real_opus5,decision: Profile / target 00:00,keep,varying,4,19,"Evidence: this target covers 00:00 to 08:00, a span containing both the worst overnight low hour (01:00 at 18.5 percent below range) and the best hours of the day (06:00 and 07:00 at 98.7 and 98.2 percent time in range), so a single change would affect both."
real_opus5,decision: Profile / target 00:00,keep,varying,3,19,Uncertainty is high.
real_opus5,decision: Profile / target 00:00,keep,varying,2,19,Dependencies: blocked until the source of loop targets below the profile value is identified.
real_opus5,decision: Profile / target 08:00,keep,varying,4,19,"Uncertainty: the same override problem applies, with effective targets of 80 mg/dL observed on 08-10, 08-18, 08-19 and 08-21 within this segment."
real_opus5,decision: Profile / target 08:00,keep,varying,4,19,"Evidence: this daytime target covers the safest window in the dataset, with 0.0 percent time below range at 08:00 and 09:00 local, so there is no hypoglycemia argument for raising it, and the afternoon time above range is better explained by the sensitivity curve and unannounced meals than by the target."
real_opus5,decision: Profile / target 08:00,keep,varying,4,19,Uncertainty: high.
real_opus5,decision: Profile / target 08:00,keep,varying,3,19,"Evidence: the window covered by this target contains both the best block of the day, 04:00 to 09:00 local flat and in range, and the worst above-range block, 10:00 to 17:00, so no single target change would serve both."
real_opus5,decision: Profile / target 08:00,keep,varying,2,19,"Evidence: the daytime block covered by this target contains both the highest elevation at 16:00 local and the highest single-hour time below range at 19:00 local, a bidirectional pattern that a single target change cannot address in one direction."
real_opus5,decision: Profile / target 08:00,keep,varying,2,19,"Loop statuses in these hours report effective targets of 80, 82, 87, 90, 99, 104, 108 and 116 mg/dL, so the declared 100 mg/dL is frequently not the value in use."
real_opus5,decision: Profile / target 23:00,keep,shared,13,19,"Hour 23 local averages 105.7 mg/dL with 88.7 percent in range, 1.2 percent above range and 10.1 percent below range."
real_opus5,decision: Profile / target 23:00,keep,varying,3,19,Uncertainty: high.
real_opus5,decision: Profile / target 23:00,keep,varying,2,19,"Uncertainty: the declared target is not the operative one, and this hour also sits downstream of the afternoon and evening insulin tail, so the target is not established as the driver."
real_opus5,decision: Profile / target 23:00,keep,varying,2,19,"Dependency: evaluate together with the 00:00 target only after the insulin tail question is resolved, and not simultaneously with any basal or DIA change."
real_opus5,decision: Profile / target 23:00,keep,varying,2,19,No change is supported.
real_opus5,decision: Profile / DIA,keep,varying,6,19,"Evidence: DIA 10 hours is long, but shortening it is unsupported and would likely be harmful, because therapy response windows repeatedly show real glucose change still occurring at 240 and 360 minutes, for example 08-19 with minus 161 mg/dL at 240 minutes and minus 176 at 360, and 08-17 with minus 68 and minus 50."
real_opus5,decision: Profile / DIA,keep,varying,5,19,Evidence: 10 hours with free_peak_oref keeps afternoon insulin counted as active into the 18:00 to 19:00 and 23:00 to 03:00 local hypoglycemia clusters and inflates the insulin-on-board readings of 4.73 and 5.935 units used to judge stacking.
real_opus5,decision: Profile / DIA,keep,varying,3,19,Dependencies: shortening DIA would change insulin-on-board accounting across every other lever simultaneously and must not be combined with the planned sensitivity test.
real_opus5,decision: Profile / DIA,keep,varying,3,19,"Evidence: DIA is 10 hours with insulin_type free_peak_oref, but the insulin peak time is not supplied anywhere in the package, so only the tail length and not the activity curve can be assessed."
real_opus5,decision: Profile / DIA,keep,varying,3,19,Dependency: this is the designated next profile candidate after the quiet-evening verification described in the profile recommendation.
real_opus5,decision: Profile / DIA,keep,varying,2,19,"Evidence: a 10 hour duration with a free peak insulin model is consistent with the observed long tails, where 0.05 U at 125 mg/dL preceded 68 mg/dL at 180 minutes and 57 at 240 minutes on 08-17, 0.15 U at 138 preceded 82 to 87 mg/dL on 08-12, and 0.05 U at 93 preceded 69 mg/dL on 08-10, since such small boluses cannot themselves cause those falls."
real_opus5,decision: AAPS / SMB and UAM,keep,shared,13,19,"Evidence: both components have non-null values, so verify is not applicable."
real_opus5,decision: AAPS / SMB and UAM,keep,varying,11,19,Disabling either would remove all coverage of the local 13:00 to 17:00 block that reaches 32.1 percent time above range at 16:00.
real_opus5,decision: AAPS / SMB and UAM,keep,varying,6,19,"Evidence: with zero carbohydrate entries and COB reported as 0 in all 24 sampled loop statuses, UAM is the only mechanism providing meal coverage, and aggregate outcomes remain good at 86.0 percent time in range and 32.6 percent coefficient of variation."
real_opus5,decision: AAPS / SMB and UAM,keep,varying,5,19,Uncertainty: low for this decision.
real_opus5,decision: AAPS / SMB and UAM,keep,varying,4,19,"With carb entries at 0 and carbs on board at 0 in every sampled status, UAM is the sole meal detection mechanism and SMB is the sole meal coverage mechanism, so disabling either would remove all meal coverage from a system that currently achieves 86.0 percent time in range."
real_opus5,decision: AAPS / SMB and UAM,keep,varying,4,19,"UAM is treated strictly as unannounced-rise detection; because COB is always 0, no duplicate carbohydrate counting can occur and none is assumed."
real_opus5,decision: AAPS / SMB and UAM,keep,varying,3,19,"With zero carbohydrate entries across 14 days, the unannounced-meal path is the only mechanism that responds to eating, and achieving 86.0 percent time in range with a mean of 121.6 mg/dL under those conditions is only possible because both are enabled."
real_opus5,decision: AAPS / SMB activation conditions,keep,shared,14,19,"Evidence: all five components have non-null values, so verify is not applicable."
real_opus5,decision: AAPS / SMB activation conditions,keep,varying,11,19,"The group is internally coherent: smb_always_enabled true makes the two carbohydrate-conditional flags inert in the current data, and smb_with_temp_target_enabled true with smb_with_high_temp_target_enabled false means microboluses are suppressed while a high temporary target runs, which occurred during the 180-minute 135 mg/dL targets on 2026-08-17 and 2026-08-18."
real_opus5,decision: AAPS / SMB activation conditions,keep,varying,5,19,"The high-temporary-target suppression setting is operative and is currently the user's only working manual brake, applied through 135 mg/dL temporary targets on 08-09, 08-17, 08-18, 08-19 and 08-20."
real_opus5,decision: AAPS / SMB activation conditions,keep,varying,4,19,"The live interaction is smb_with_high_temp_target_enabled false combined with repeated 135 mg/dL temporary targets, twice for 180 minutes on 08-17 and 08-18, which suppresses SMB during the highest above-range hours."
real_opus5,decision: AAPS / SMB activation conditions,keep,varying,3,19,"Dependencies: the two carbohydrate-conditioned flags become observable only after carbohydrate logging begins, so they must be re-examined after that step rather than changed now."
real_opus5,decision: AAPS / SMB activation conditions,keep,varying,2,19,"Dependencies: enabling microbolusing during high temporary targets would push against the dominant safety constraint of 5.1 percent time below range with two level 2 evening events, so no change is supportable; verify is not available because all five components are non-null."
real_opus5,decision: AAPS / SMB activation conditions,keep,varying,2,19,"Dependencies: enabling SMB with high temporary targets would add insulin into the constrained 17:00 to 02:00 local window and would contradict the dominant safety finding, so keep is the correct outcome despite the identified interaction."
real_opus5,decision: AAPS / SMB strength and frequency,keep,varying,8,14,"Evidence: all three components are non-null, so verify is not permissible."
real_opus5,decision: AAPS / SMB strength and frequency,keep,varying,3,14,"However the configured cap does not bound delivered SMB in this build: at 08-19 16:54 local with a 0.5 U/h basal segment the 20-minute allowance implies roughly 0.17 units, yet the text records UAM High Boost enacted with SMB equals 1.6 units, and at 08-07 22:16 local standardMaxBolus 0.2 accompanies 0.4 units microbolused."
real_opus5,decision: AAPS / SMB strength and frequency,keep,varying,3,14,"Crucially they are not the binding constraint: build-specific boost logic delivered 0.4 U against a 0.2 U standard cap on 2026-08-07 and an SMB of 1.6 U on 2026-08-19, and those multipliers are not exposed as configurable items in this package."
real_opus5,decision: AAPS / SMB strength and frequency,keep,varying,3,14,"These values are already more conservative than AAPS defaults of 30 and 30 minutes, with a standard 3 minute interval, and no SMB interval was inferred from any remaining-time text in the loop reasons."
real_opus5,decision: AAPS / SMB strength and frequency,keep,varying,3,14,The 3-minute interval is read directly from raw_settings and not inferred from any waiting message.
real_opus5,decision: AAPS / SMB strength and frequency,keep,varying,2,14,"Evidence: with basal of 0.5 to 0.8 U/h the 20-minute UAM allowance implies a base cap near 0.17 to 0.27 U, consistent with the logged standardMaxBolus of 0.2, yet delivered SMB reached 0.4 U under a boost of 1.57 and 1.6 U under UAM High Boost, so boost multipliers that are absent from the settings inventory dominate the delivered size."
real_opus5,decision: AAPS / SMB strength and frequency,change,varying,2,5,"Evidence: reason strings confirm the basal-minutes setting sets the microbolus sizing base, with 0.7 U/h basal producing standardMaxBolus 0.2 and 0.8 U/h producing standardMaxBolus 0.3 at 20 minutes; boost logic then delivered 0.4 U against a 0.2 U base and, in a UAM High Boost case on 08-19, 1.6 U with 4.73 U already on board."
real_opus5,decision: AAPS / SMB strength and frequency,change,varying,2,5,"Downstream consequences are falls of 178, 168 and 125 mg/dL after user doses of 0.65 U or less, guard predictions of -4 and -59 mg/dL with 120-minute zero temporary basals, IOB peaks of 4.73 and 5.935 U with COB 0, and evening time below range of 7.7 and 15.3 percent with minima of 41 and 42 mg/dL."
real_opus5,decision: AAPS / SMB strength and frequency,change,varying,2,5,"Only max_uam_smb_basal_minutes is proposed for change, from 20 to 15 minutes."
real_opus5,decision: AAPS / max basal and max IOB limits,change,varying,7,17,"The maximum basal component is kept because it is inert: the effective ceiling is 4 U/h produced by the maximum daily safety multiplier of 5 applied to the highest profile basal of 0.8 U/h, shown directly by a reason string adjusting a required rate of 5.9 down to a maximum safe basal of 4, so 12 U/h is a cosmetic inconsistency rather than an active risk."
real_opus5,decision: AAPS / max basal and max IOB limits,change,varying,6,17,"Uncertainty: only 24 of 6214 statuses were sampled so 5.935 U is a floor rather than a true peak, and it is unresolved whether total_insulin_u includes basal delivery, which changes estimated total daily dose between roughly 20 and 36 U per day and therefore the appropriate ceiling; the exact value must be set by the care team against the actual total daily dose."
real_opus5,decision: AAPS / max basal and max IOB limits,change,varying,5,17,Both components are non-null so verify is not permitted.
real_opus5,decision: AAPS / max basal and max IOB limits,change,varying,4,17,"Both components are non-null, so verify is not applicable."
real_opus5,decision: AAPS / max basal and max IOB limits,change,varying,3,17,"The 25 U insulin on board limit exceeds a full day of insulin, given 275.95 U over fourteen days and a 16.2 U per day scheduled basal, while the highest observed insulin on board was 5.935 U at 245 mg/dL and 4.73 U at 262 mg/dL, both with zero carbohydrates on board; a limit of 8 U would therefore not have blocked any dosing observed in this period while bounding the accumulation that preceded 234 to 56 mg/dL within 120 minutes on 08-14, 264 to 96 within 120 minutes on 08-19 and 206 to 53 within 180 minutes on 08-16."
real_opus5,decision: AAPS / max basal and max IOB limits,change,varying,2,17,"Evidence: both components are non-null, so verify is not permissible and change is supported with explicit old and new values. max_basal_u_per_hour of 12 is retained unchanged because it is demonstrably inert: the binding ceiling observed at 08-14 19:40 local is an adjusted required rate of 5.9 reduced to maxSafeBasal 4, consistent with the 0.8 U/h peak profile basal and the daily safety multiplier of 5.0, and the highest temp basal seen anywhere is 3.6 to 4.0 U/h, so 12 U/h is never reached. max_iob_units changes from 25 U to 10 U because 25 units is roughly one full day of insulin or more against 16.2 units of scheduled basal per day and 275.95 units recorded over 14 days, and therefore never engages."
real_opus5,decision: AAPS / Autosens and Dynamic ISF,keep,shared,11,13,"All five components are non-null, so verify is not applicable."
real_opus5,decision: AAPS / Autosens and Dynamic ISF,keep,varying,4,13,"A sensitivity ratio of 1 in most statuses is a neutral current adjustment and not evidence of anything disabled; the values 0.79, 0.88, 0.91, 0.92, 0.94 and 0.98 occur on hypo-guard cycles and are consistent with the dynamic path working."
real_opus5,decision: AAPS / Autosens and Dynamic ISF,keep,varying,4,13,"The configuration is internally correct: Autosens disabled with dynamic sensitivity enabled is the coherent pairing, and both Autosens target flags being false is consistent with that."
real_opus5,decision: AAPS / Autosens and Dynamic ISF,keep,varying,3,13,"Sensitivity_ratio values of 0.79 to 1.0 are read as neutral or mildly reduced current adjustments computed by the fork, not as evidence that Autosens is running."
real_opus5,decision: AAPS / Autosens and Dynamic ISF,keep,varying,2,13,"Uncertainty: the 70 percent factor is mathematically anchored to the profile ISF of 56 and to total daily dose, and the internal daily dose value used by the algorithm is not exposed, so the factor and the anchor cannot be evaluated separately within this package."
real_opus5,decision: AAPS / Autosens and Dynamic ISF,keep,varying,2,13,"Sampled sensitivity ratios of 1, 0.98, 0.94, 0.92, 0.91, 0.88 and 0.79 are treated as neutral or dynamically derived current adjustments and are explicitly not used as evidence about whether Autosens is enabled."
real_opus5,decision: AAPS / Autosens and Dynamic ISF,change,shared,4,6,"Evidence: all five components have non-null values, so verify is not permitted."
real_opus5,decision: AAPS / Autosens and Dynamic ISF,change,varying,2,6,"Evidence: the four switches are internally consistent, since dynamic sensitivity supersedes autosens and both autosens target switches correctly follow autosens being disabled, so none of them is proposed for change."
real_opus5,decision: AAPS / Autosens and Dynamic ISF,change,varying,2,6,Uncertainty: medium.
real_opus5,decision: AAPS / Autosens and Dynamic ISF,change,varying,2,6,"Dependencies: this must not be changed together with profile ISF or the microbolus caps, which act on the same effective dose, and it should follow the completed max IOB observation period."
real_opus5,decision: AAPS / carbohydrate absorption model,keep,shared,15,19,"Evidence: both components have non-null values, so verify is not applicable."
real_opus5,decision: AAPS / carbohydrate absorption model,keep,varying,7,19,"Uncertainty: no observational basis exists to tune either value, and no duration is inferred from any aggregate, since the average extended carbohydrate duration field is null."
real_opus5,decision: AAPS / carbohydrate absorption model,keep,varying,6,19,"Both settings act only on carbohydrates-on-board decay and absorption modelling, and carbohydrates on board are zero in all 24 sampled loop statuses with zero carb entries and zero extended carb entries across 14 days, so both are entirely inert and no observation in the package can support or refute either."
real_opus5,decision: AAPS / carbohydrate absorption model,keep,varying,5,19,"Both settings act only when carbohydrate on board exceeds zero, and carbohydrate on board was zero in every sampled loop status across the entire 14-day period with zero carbohydrate entries recorded, so neither setting was ever exercised and neither can have contributed to any observed pattern."
real_opus5,decision: AAPS / carbohydrate absorption model,keep,varying,5,19,"Evidence: these two parameters govern COB decay and meal absorption modelling, and neither has been exercised once during the period. carb_entries is 0, total_carbs_g is 0.0, carb_treatment_entries is empty, extended_carb_entries is 0, average_extended_carb_duration_min is a genuine null, and cob is 0 in every sampled loop status."
real_opus5,decision: AAPS / carbohydrate absorption model,keep,varying,4,19,"Dependencies: these settings only become reviewable once carbohydrate logging produces real carb-on-board data, so they are held unchanged."
real_opus5,decision: AAPS / carbohydrate absorption model,keep,varying,3,19,"One forward-looking caution rather than a change: both become active the moment carbohydrate entry begins, and meal_max_absorption_hours of 7 combined with DIA 10 hours could sustain dosing into the 18:00 to 19:00 and 22:00 to 01:00 windows that already carry 7.7 to 18.5 percent below range."
real_opus5,profile recommendation,basal,varying,7,13,"Keep all 17 profile rows unchanged, including all seven basal segments, the flat ISF of 56 mg/dL per unit, the five carb ratios, the three targets and the 10-hour DIA."
real_opus5,profile recommendation,basal,varying,7,13,The dawn segments are validated by 95.2 to 98.7 percent time in range between 03:00 and 08:00 local with at most 1.2 percent above range.
real_opus5,profile recommendation,basal,varying,4,13,"Targets cannot be assessed because the effective target ranged from 80 to 116 mg/dL rather than the declared 90, 100 and 90."
real_opus5,profile recommendation,basal,varying,3,13,"Keep all 17 profile values unchanged for now, including the 0.5 U/h segment from 16:00, and address the low exposure through the single automation change to the UAM microbolus basal-minutes cap instead."
real_opus5,profile recommendation,basal,varying,2,13,"The early-night trough at 01:00 local shows 18.5 percent below range, but glucose recovers to a stable level near 105 mg/dL by 03:00 and 04:00 within the same 00:00 to 05:00 basal segment, which contradicts a sustained basal excess and points instead to carried-over insulin activity from evening dosing."
