experiment,slot,group,kind,n_runs,group_runs,representative
real_gpt54mini_med_50,decision: Profile / basal 19:00,keep,varying,3,50,"Late-evening lows argue for caution, and the data do not support a basal increase here."
real_gpt54mini_med_50,decision: Profile / basal 19:00,keep,varying,3,50,The safest action is to keep and verify with a meal-separated window.
real_gpt54mini_med_50,decision: Profile / basal 19:00,keep,varying,3,50,"Meal, correction, and automation effects remain plausible alternatives."
real_gpt54mini_med_50,decision: Profile / basal 19:00,keep,varying,2,50,"Local 19:00 has notable below-range time, so the safer action is to keep this segment until a no-meal observation shows a reproducible basal problem."
real_gpt54mini_med_50,decision: Profile / basal 19:00,keep,varying,2,50,A change would risk worsening lows without stronger evidence.
real_gpt54mini_med_50,decision: Profile / CR 00:00,keep,varying,12,50,No carb entries or meal-linked response windows exist to validate a change.
real_gpt54mini_med_50,decision: Profile / CR 00:00,keep,varying,7,50,"No carb entries exist, so this CR cannot be validated."
real_gpt54mini_med_50,decision: Profile / CR 00:00,keep,varying,6,50,There are no carb logs or meal-linked responses to validate a change.
real_gpt54mini_med_50,decision: Profile / CR 00:00,keep,varying,5,50,Correction windows do not isolate CR effects.
real_gpt54mini_med_50,decision: Profile / CR 00:00,keep,varying,4,50,"Correction windows are mixed, so changing CR would be unsupported."
real_gpt54mini_med_50,decision: Profile / CR 00:00,keep,varying,3,50,"No meal logs exist to test this ratio, and correction responses are confounded by IOB and automation."
real_gpt54mini_med_50,decision: Profile / CR 04:00,keep,varying,5,50,No meal-linked evidence is available for this early-morning ratio.
real_gpt54mini_med_50,decision: Profile / CR 04:00,keep,varying,4,50,"Meal composition and bolus timing are unknown, so this CR segment cannot be validated."
real_gpt54mini_med_50,decision: Profile / CR 04:00,keep,varying,4,50,"There is no meal timing evidence to support a CR change, and correction responses are too confounded by automation and IOB."
real_gpt54mini_med_50,decision: Profile / CR 04:00,keep,varying,3,50,"No meal-specific evidence isolates early morning carb handling, and the observed glucose pattern does not separate CR from basal or automation effects."
real_gpt54mini_med_50,decision: Profile / CR 04:00,keep,varying,3,50,"The data do not separate meal coverage from basal or correction effects, so changing CR would be unsupported and potentially confounded."
real_gpt54mini_med_50,decision: Profile / CR 04:00,keep,varying,3,50,CR cannot be isolated without meal logs.
real_gpt54mini_med_50,decision: Profile / CR 08:00,keep,varying,5,50,"Morning and late-morning highs may be meal-related, but the package lacks carb logs and bolus timing, so a CR change would be speculative."
real_gpt54mini_med_50,decision: Profile / CR 08:00,keep,varying,4,50,The evidence is insufficient for a CR change.
real_gpt54mini_med_50,decision: Profile / CR 08:00,keep,varying,4,50,Changing CR without meal evidence would be speculative.
real_gpt54mini_med_50,decision: Profile / CR 08:00,keep,varying,3,50,"Morning and midday highs may be meal related, but the package has no carb entries or bolus timing."
real_gpt54mini_med_50,decision: Profile / CR 08:00,keep,varying,3,50,"The late-morning rise could reflect meal coverage, but no carb data or bolus timing are available."
real_gpt54mini_med_50,decision: Profile / CR 08:00,keep,varying,3,50,Keep until a logged meal shows repeatable under-coverage.
real_gpt54mini_med_50,decision: Profile / CR 16:00,keep,varying,5,50,Changing CR now would be speculative.
real_gpt54mini_med_50,decision: Profile / CR 16:00,keep,varying,4,50,"Without meal logs, changing CR would be speculative and could worsen hypoglycemia risk."
real_gpt54mini_med_50,decision: Profile / CR 16:00,keep,varying,3,50,"Afternoon highs are present, but there is not enough meal-linked evidence to distinguish CR mismatch from basal, target, or activity effects."
real_gpt54mini_med_50,decision: Profile / CR 16:00,keep,varying,3,50,A CR change would be premature.
real_gpt54mini_med_50,decision: Profile / CR 16:00,keep,varying,3,50,"Although the afternoon is the highest-glucose period, it is confounded by temp basals, corrections, and possible meals."
real_gpt54mini_med_50,decision: Profile / CR 16:00,keep,varying,2,50,"Afternoon highs are present, but the data do not separate meal coverage from basal or delayed absorption."
real_gpt54mini_med_50,decision: Profile / CR 20:00,keep,varying,4,50,"Late-evening low risk argues for caution, and there is no meal-linked evidence to support a CR change in this segment."
real_gpt54mini_med_50,decision: Profile / CR 20:00,keep,varying,3,50,"Evening control is mixed, but the lows near night and the correction variability make a CR change unsupported."
real_gpt54mini_med_50,decision: Profile / CR 20:00,keep,varying,3,50,Keeping the CR unchanged is the safer choice until meal-linked evidence exists.
real_gpt54mini_med_50,decision: Profile / CR 20:00,keep,varying,3,50,Evening data do not show a clean meal pattern that would justify a ratio change.
real_gpt54mini_med_50,decision: Profile / CR 20:00,keep,varying,3,50,No meal-linked evidence isolates the evening ratio.
real_gpt54mini_med_50,decision: Profile / CR 20:00,keep,varying,2,50,"Evening lows limit the safety margin for more aggressive meal dosing, and the dataset does not provide meal-linked evidence for a CR change."
real_gpt54mini_med_50,decision: Profile / ISF 00:00,keep,varying,7,50,"Dynamic sensitivity is active, so the static ISF cannot be cleanly judged from these windows."
real_gpt54mini_med_50,decision: Profile / ISF 00:00,keep,varying,6,50,Dynamic sensitivity is already active and correction responses are mixed.
real_gpt54mini_med_50,decision: Profile / ISF 00:00,keep,varying,5,50,"Correction responses vary widely and are confounded by IOB, temp targets, and likely meal timing."
real_gpt54mini_med_50,decision: Profile / ISF 00:00,keep,varying,5,50,The data do not support a reliable ISF change.
real_gpt54mini_med_50,decision: Profile / ISF 00:00,keep,varying,4,50,"Correction responses are mixed and confounded by IOB, temp basals, and automation."
real_gpt54mini_med_50,decision: Profile / ISF 00:00,keep,varying,4,50,"Keep because correction responses are mixed and heavily confounded by dynamic sensitivity, SMB/UAM, and IOB."
real_gpt54mini_med_50,decision: Profile / target 00:00,keep,varying,5,50,"Overnight lows argue against tightening targets, and daytime highs are not isolated enough to justify a target change."
real_gpt54mini_med_50,decision: Profile / target 00:00,keep,varying,4,50,"Overnight lows are the main safety issue, so lowering or raising the target without separating basal and IOB effects would be premature."
real_gpt54mini_med_50,decision: Profile / target 00:00,keep,varying,3,50,The current target is already fairly tight.
real_gpt54mini_med_50,decision: Profile / target 00:00,keep,varying,3,50,"The target is already tight, and the main safety issue is hypoglycemia."
real_gpt54mini_med_50,decision: Profile / target 00:00,keep,varying,3,50,Lowering the target would increase risk without clear evidence of benefit.
real_gpt54mini_med_50,decision: Profile / target 00:00,keep,varying,3,50,A target change is not supported by the data.
real_gpt54mini_med_50,decision: Profile / target 08:00,keep,varying,6,50,Keep until basal and meal timing are clearer.
real_gpt54mini_med_50,decision: Profile / target 08:00,keep,varying,3,50,"The late-morning rise could tempt a lower target, but the data do not separate target effects from meals and automation compensation."
real_gpt54mini_med_50,decision: Profile / target 08:00,keep,varying,3,50,"The daytime pattern is not specific enough to justify target changes, especially given nocturnal low exposure and automation confounding."
real_gpt54mini_med_50,decision: Profile / target 08:00,keep,varying,3,50,A target change is not supported.
real_gpt54mini_med_50,decision: Profile / target 08:00,keep,varying,2,50,"Keep because the late-morning rise is not cleanly attributable to the target, and lowering it now could increase hypoglycemia risk in a period already showing variability."
real_gpt54mini_med_50,decision: Profile / target 08:00,keep,varying,2,50,"The daytime highs are not clearly target-driven, and lowering or raising this target is not supported by the current evidence."
real_gpt54mini_med_50,decision: Profile / target 23:00,keep,varying,5,50,Late-evening and overnight lows argue against making the target more aggressive.
real_gpt54mini_med_50,decision: Profile / target 23:00,keep,varying,5,50,"Keep because late-evening and overnight lows are already a concern, so there is no support for a tighter target."
real_gpt54mini_med_50,decision: Profile / target 23:00,keep,varying,3,50,Overnight lows make target tightening inappropriate without cleaner evidence.
real_gpt54mini_med_50,decision: Profile / target 23:00,keep,varying,2,50,"The late-evening lows are safety-relevant, but changing target alongside basal or automation would confound interpretation."
real_gpt54mini_med_50,decision: Profile / target 23:00,keep,varying,2,50,"Late-evening lows argue against a lower target, but the current evidence does not isolate this segment enough to support a target change."
real_gpt54mini_med_50,decision: Profile / target 23:00,keep,varying,2,50,There is no clean evidence that the late-night target is responsible for the observed lows or highs.
real_gpt54mini_med_50,decision: Profile / DIA,keep,varying,4,50,"DIA cannot be validated from the available windows because insulin action is mixed with SMB/UAM, temp basals, and corrections."
real_gpt54mini_med_50,decision: Profile / DIA,keep,varying,4,50,Keep DIA unchanged until meal-linked bolus timing is available.
real_gpt54mini_med_50,decision: Profile / DIA,keep,varying,3,50,"A 10-hour DIA may contribute to late insulin tail, but the available correction windows are too confounded to prove it is too long or too short."
real_gpt54mini_med_50,decision: Profile / DIA,keep,varying,3,50,The correction and automation windows do not provide clean evidence that DIA is mis-specified.
real_gpt54mini_med_50,decision: Profile / DIA,keep,varying,3,50,No evidence supports shortening or lengthening DIA at this stage.
real_gpt54mini_med_50,decision: Profile / DIA,keep,varying,3,50,The correction and IOB patterns are too confounded to justify a DIA change.
real_gpt54mini_med_50,decision: AAPS / SMB and UAM,keep,varying,11,50,SMB and UAM are active and coherent with the observed loop behavior.
real_gpt54mini_med_50,decision: AAPS / SMB and UAM,keep,varying,5,50,SMB and UAM appear to be functioning as intended and are likely helping manage residual rise.
real_gpt54mini_med_50,decision: AAPS / SMB and UAM,keep,varying,4,50,The dataset does not support changing this before basal and meal separation is improved.
real_gpt54mini_med_50,decision: AAPS / SMB and UAM,keep,varying,3,50,No material inconsistency or safety problem is shown.
real_gpt54mini_med_50,decision: AAPS / SMB and UAM,keep,varying,3,50,There is no safety reason to disable them based on this dataset.
real_gpt54mini_med_50,decision: AAPS / SMB and UAM,keep,varying,2,50,"SMB and UAM appear coherent and useful in the observed system, and there is no material inconsistency that would justify disabling either component from this package alone."
real_gpt54mini_med_50,decision: AAPS / SMB activation conditions,keep,varying,9,50,No material inconsistency or safety concern requires a change.
real_gpt54mini_med_50,decision: AAPS / SMB activation conditions,keep,varying,8,50,The activation pattern is internally coherent with the observed loop behavior.
real_gpt54mini_med_50,decision: AAPS / SMB activation conditions,keep,varying,8,50,The activation conditions are internally consistent and do not show a material safety conflict.
real_gpt54mini_med_50,decision: AAPS / SMB activation conditions,keep,varying,5,50,These settings are internally consistent and align with the observed temporary-target behavior.
real_gpt54mini_med_50,decision: AAPS / SMB activation conditions,keep,varying,4,50,The activation rules are internally consistent.
real_gpt54mini_med_50,decision: AAPS / SMB activation conditions,keep,varying,4,50,The activation logic is internally consistent and conservative.
real_gpt54mini_med_50,decision: AAPS / SMB strength and frequency,keep,varying,3,50,A change is not supported without meal-linked evidence.
real_gpt54mini_med_50,decision: AAPS / SMB strength and frequency,keep,varying,2,50,"The current SMB cadence is not obviously limiting, and the documented lows argue against making insulin delivery more aggressive before meal and fasting evidence is available."
real_gpt54mini_med_50,decision: AAPS / SMB strength and frequency,keep,varying,2,50,"Observed loop behavior shows SMB/UAM already active within these limits, and the data do not show a ceiling problem that would justify changing strength or frequency first."
real_gpt54mini_med_50,decision: AAPS / SMB strength and frequency,keep,varying,2,50,Remaining time in an SMB waiting message is not the configured SMB interval.
real_gpt54mini_med_50,decision: AAPS / SMB strength and frequency,keep,varying,2,50,"The configured cadence and caps fit the observed AAPS behavior, and there is no evidence that the interval or minute caps are the main driver of lows or highs."
real_gpt54mini_med_50,decision: AAPS / SMB strength and frequency,keep,varying,2,50,The short SMB interval and limits align with the observed microbolusing behavior and do not appear to be causing a safety ceiling problem.
real_gpt54mini_med_50,decision: AAPS / max basal and max IOB limits,keep,varying,20,50,"The observed enacted rates and IOB remain well below these ceilings, so the limits are not binding."
real_gpt54mini_med_50,decision: AAPS / max basal and max IOB limits,keep,varying,2,50,"Observed temp basal and IOB values are well below these limits, so they are unlikely to explain the patterns or to be currently constraining therapy in a problematic way."
real_gpt54mini_med_50,decision: AAPS / max basal and max IOB limits,keep,varying,2,50,"The limits are far above observed delivery and IOB peaks, so they are not the current bottleneck."
real_gpt54mini_med_50,decision: AAPS / max basal and max IOB limits,keep,varying,2,50,"The main concern is safety from lows, not a clearly too-low ceiling."
real_gpt54mini_med_50,decision: AAPS / max basal and max IOB limits,keep,varying,2,50,The reviewed loop examples do not show these limits as the active bottleneck.
real_gpt54mini_med_50,decision: AAPS / max basal and max IOB limits,keep,varying,2,50,"Excess IOB is not demonstrated as a settings problem here, so no change is supported."
real_gpt54mini_med_50,decision: AAPS / Autosens and Dynamic ISF,keep,varying,18,50,"Dynamic sensitivity is active and a sensitivity_ratio near 1 is neutral, not disabled Autosens."
real_gpt54mini_med_50,decision: AAPS / Autosens and Dynamic ISF,keep,varying,4,50,Dynamic sensitivity is active and Autosens is intentionally off; this is not a conflict.
real_gpt54mini_med_50,decision: AAPS / Autosens and Dynamic ISF,keep,varying,4,50,Dynamic sensitivity appears active and neutral-to-helpful.
real_gpt54mini_med_50,decision: AAPS / Autosens and Dynamic ISF,keep,varying,3,50,"Dynamic sensitivity is active even with autosens off, and sensitivity_ratio=1 is neutral rather than disabled."
real_gpt54mini_med_50,decision: AAPS / Autosens and Dynamic ISF,keep,varying,3,50,"Autosens being false does not mean sensitivity adaptation is absent, because dynamic sensitivity is active."
real_gpt54mini_med_50,decision: AAPS / Autosens and Dynamic ISF,keep,varying,2,50,"Dynamic sensitivity is already active and neutral-looking; the data do not separate sensitivity effects from meal timing or basal timing, and overnight lows make tightening riskier."
real_gpt54mini_med_50,decision: AAPS / carbohydrate absorption model,keep,varying,25,50,There are no carb entries or e-carb records to validate absorption settings against.
real_gpt54mini_med_50,decision: AAPS / carbohydrate absorption model,keep,varying,15,50,There is no meal-linked evidence to support changing the absorption model.
real_gpt54mini_med_50,decision: AAPS / carbohydrate absorption model,keep,varying,8,50,"With no meal-linked evidence, a change would be speculative."
real_gpt54mini_med_50,decision: AAPS / carbohydrate absorption model,keep,varying,3,50,"The current values are not contradicted by the telemetry, and changing them would be speculative."
real_gpt54mini_med_50,decision: AAPS / carbohydrate absorption model,keep,varying,3,50,No supported change is available.
real_gpt54mini_med_50,decision: AAPS / carbohydrate absorption model,keep,varying,2,50,"No carb entries or e-carb trials exist in the package, so absorption settings cannot be validated against meal-linked evidence and should not be changed first."
real_gpt54mini_med_50,profile recommendation,basal,shared,42,49,Keep the current basal profile unchanged for now.
real_gpt54mini_med_50,profile recommendation,basal,varying,4,49,"The basal profile is complete, but the observed daytime rise and overnight/evening lows are still confounded by missing meal logs, active SMB/UAM, temp targets, and correction insulin."
real_gpt54mini_med_50,profile recommendation,basal,varying,4,49,"The daytime rise and late-day/overnight lows are real, but the data do not isolate basal from meal timing, corrections, temp targets, or IOB."
real_gpt54mini_med_50,profile recommendation,basal,varying,4,49,"Because lows are already meaningful, changing basal now would risk worsening hypoglycemia without clean evidence."
real_gpt54mini_med_50,profile recommendation,basal,varying,3,49,"The strongest pattern is overnight or early-morning lows together with late-morning to afternoon highs, but the evidence remains confounded by missing carb logs, corrections, temp targets, and dynamic sensitivity."
real_gpt54mini_med_50,profile recommendation,basal,varying,3,49,"The 14-day trace shows overnight and late-evening lows plus daytime highs, but those patterns remain confounded by corrections, SMB/UAM, temp targets, site and sensor events, and missing meal logs."
real_gpt54mini_med_50,profile recommendation,basal,varying,3,49,That makes a basal change unsupported at this stage.
real_gpt54mini_med_50,primary recommendation,basal,shared,22,34,Keep the basal profile unchanged and verify with one fasting-like window.
real_gpt54mini_med_50,primary recommendation,basal,varying,7,34,"The daytime rise is real, but the evidence is still too confounded by corrections, temp targets, and absent meal logs to support a basal change yet."
real_gpt54mini_med_50,primary recommendation,basal,varying,4,34,Keep the current basal profile unchanged and validate it with one clean overnight or fasting-like window plus one meal-tagged daytime window before revisiting basal or CR.
real_gpt54mini_med_50,primary recommendation,basal,varying,3,34,Keep the current basal profile unchanged and verify with one meal-free 10:00-16:00 local window before discussing any basal segment change.
real_gpt54mini_med_50,primary recommendation,basal,varying,3,34,Keep the basal profile unchanged and verify the daytime pattern first.
real_gpt54mini_med_50,primary recommendation,basal,varying,3,34,Hold basal steady and verify with a clean fasting window.
real_gpt54mini_med_50,primary recommendation,basal,varying,2,34,Keep the current basal and target profile unchanged until one fasting-style overnight observation and one late-afternoon no-meal observation can separate basal effects from meal and IOB effects.
real_gpt54mini_med_50,primary recommendation,profile,shared,8,13,Keep the current profile unchanged and verify with meal-linked observation.
real_gpt54mini_med_50,primary recommendation,profile,varying,5,13,"The current data do not separate basal, CR, ISF, DIA, and automation effects well enough to justify a profile change."
real_gpt54mini_med_50,primary recommendation,profile,varying,3,13,"The data do not isolate a basal, CR, ISF, target, or DIA defect."
real_gpt54mini_med_50,primary recommendation,profile,varying,2,13,Keep the current profile unchanged and verify with one clean fasting-like block.
real_gpt54mini_med_50,primary recommendation,profile,varying,2,13,"The current data do not support changing basal, CR, ISF, or DIA together."
real_gpt54mini_med_50,primary recommendation,profile,varying,2,13,Keep the current profile unchanged and verify the overnight low window.
real_gpt54mini_med_50,primary recommendation,profile,varying,2,13,"Basal, CR, and ISF signals are all confounded by missing meal data and overlapping automation effects, while lows make tightening risky."
real_gpt54mini_med_50,summary,all,varying,9,50,Good CGM coverage and a complete active profile support review.
real_gpt54mini_med_50,summary,all,varying,7,50,"Overall, the safest synthesis is to keep the current profile and automation unchanged for now and verify patterns with better meal-linked observation before considering any dependent edits."
real_gpt54mini_med_50,summary,all,varying,6,50,"The clearest pattern is recurrent overnight and late-evening hypoglycemia risk alongside late-morning to afternoon hyperglycemia, with moderate-to-high variability."
real_gpt54mini_med_50,summary,all,varying,4,50,"Over 14 days, CGM quality was good and the active AAPS profile is complete, but the dominant pattern is daytime hyperglycemia from late morning through afternoon with recurrent overnight and late-evening lows."
real_gpt54mini_med_50,summary,all,varying,4,50,The available data do not support changing the selected profile yet; meal attribution remains limited because there are no carb treatment entries or declared meal-strategy fields.
real_gpt54mini_med_50,summary,all,varying,4,50,CGM coverage and profile completeness are strong enough for review.
real_gpt54mini_med_50,issues,all,varying,14,50,"Recurrent hypoglycemia is the main safety concern, including lows into the low 40s mg/dL."
real_gpt54mini_med_50,issues,all,varying,13,50,"No carb treatment entries or meal timing logs are available, which blocks confident meal-bolus and e-carb interpretation."
real_gpt54mini_med_50,issues,all,varying,10,50,"A recurring late-morning to afternoon rise is visible in local-time glucose, with average values peaking around 14:00-16:00 local."
real_gpt54mini_med_50,issues,all,varying,8,50,"{'area': 'safety', 'title': 'Recurrent hypoglycemia exposure', 'description': 'Below-range time is 5.1% and the data include lows down to the low-40s mg/dL, so tighter insulin changes would need caution.'} {'area': 'pattern', 'title': 'Afternoon hyperglycemia window', 'description': 'Local-time averages rise through the afternoon into early evening, but this is confounded by corrections, temp targets, and automation.'} {'area': 'attribution', 'title': 'No carb logs prevent meal attribution', 'description': 'Because there are no carb treatment entries, it is not possible to distinguish meal absorption from bolus timing, CR, or SMB/UAM effects.'} {'area': 'interpretation', 'title': 'Mid-period profile switch limits clean comparison', 'description': 'A profile switch during the period makes same-day before-and-after comparisons less reliable.'}"
real_gpt54mini_med_50,issues,all,varying,4,50,"Late morning through afternoon glucose is often elevated, with local-time averages peaking around 15:00-16:00."
real_gpt54mini_med_50,issues,all,varying,4,50,"A late-morning to afternoon glucose rise is reproducible in local-time data, but its cause is not separable from meals, corrections, temp targets, and IOB."
real_gpt54mini_med_50,step findings: data_quality,all,shared,44,50,"CGM coverage is 98.7% with 3995 valid entries, no invalid or duplicate entries, and only 10 gaps with the largest gap 65 minutes."
real_gpt54mini_med_50,step findings: data_quality,all,varying,14,50,The active AAPS profile is present and authoritative.
real_gpt54mini_med_50,step findings: data_quality,all,varying,6,50,CGM and telemetry quality are good enough for pattern review.
real_gpt54mini_med_50,step findings: data_quality,all,varying,6,50,"The biggest limitation is the absence of carb treatment entries and meal annotations, which blocks clean meal attribution."
real_gpt54mini_med_50,step findings: data_quality,all,varying,6,50,"The authoritative selected AAPS profile is complete for basal, CR, ISF, targets, DIA, SMB/UAM, and safety limits."
real_gpt54mini_med_50,step findings: data_quality,all,varying,5,50,The active profile is complete and authoritative in the package.
real_gpt54mini_med_50,step findings: data_quality,all,varying,4,50,The profile context is clear because the top-level aaps_profile is authoritative.
real_gpt54mini_med_50,step findings: safety_overview,all,varying,22,50,"Time in range was 86.0%, time below range 5.1%, time above range 8.9%, and CV was 32.6%."
real_gpt54mini_med_50,step findings: safety_overview,all,varying,8,50,"The main safety concern is hypoglycemia risk, especially overnight and late evening."
real_gpt54mini_med_50,step findings: safety_overview,all,varying,6,50,Lows cluster overnight and late evening; highs cluster late morning through afternoon.
real_gpt54mini_med_50,step findings: safety_overview,all,varying,5,50,"Local hourly lows cluster around 00:00 to 02:00 and 18:00 to 19:00, while highs cluster around 09:00 to 16:00."
real_gpt54mini_med_50,step findings: safety_overview,all,varying,5,50,Recurrent lows reached 41 to 42 mg/dL and highs reached 286 to 293 mg/dL.
real_gpt54mini_med_50,step findings: safety_overview,all,varying,5,50,Variability was moderate with CV 32.6%.
real_gpt54mini_med_50,step findings: basal_targets,all,varying,23,50,"Local-time glucose is highest roughly from 09:00 to 17:00, peaking around 15:00-16:00, while lower glucose and more hypoglycemia occur late evening and overnight, especially around 00:00-03:00 and again near 18:00-19:00."
real_gpt54mini_med_50,step findings: basal_targets,all,varying,6,50,"Local hourly patterns suggest a lower-glucose tendency overnight and early evening, with higher glucose late morning through afternoon."
real_gpt54mini_med_50,step findings: basal_targets,all,varying,3,50,"The afternoon rise is not cleanly basal-driven because it overlaps meals, corrections, temp targets, and automation responses."
real_gpt54mini_med_50,step findings: basal_targets,all,varying,3,50,"This could reflect basal shape, meal timing, correction timing, temp targets, or IOB rather than a single profile defect."
real_gpt54mini_med_50,step findings: basal_targets,all,varying,3,50,The target schedule is already modest and does not obviously explain the pattern.
real_gpt54mini_med_50,step findings: basal_targets,all,varying,3,50,The target schedule itself is internally coherent.
real_gpt54mini_med_50,step findings: profile_cr_isf_dia,all,varying,13,50,"CR varies by time segment, ISF is flat at 56 mg/dL/U, and DIA is 10 hours."
real_gpt54mini_med_50,step findings: profile_cr_isf_dia,all,varying,8,50,"CR, ISF, and DIA cannot be isolated cleanly from this package."
real_gpt54mini_med_50,step findings: profile_cr_isf_dia,all,varying,7,50,"Correction responses are mixed and heavily confounded by IOB, temp targets, and likely meal timing, so there is no clean basis to adjust CR, ISF, or DIA from the current data alone."
real_gpt54mini_med_50,step findings: profile_cr_isf_dia,all,varying,4,50,"Correction responses are variable, including both strong drops and delayed rebounds, so a static profile conclusion is not reliable yet."
real_gpt54mini_med_50,step findings: profile_cr_isf_dia,all,varying,4,50,The data do not separate meal coverage from correction behavior well enough to justify a profile change.
