experiment,run_id,parameter_key,category,in_inventory,current_value,decision,suggested_value,rationale
real_gpt54mini_med_50,run_001,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM is active and appears to be working as a correction layer. The current trace does not support disabling or escalating it as the first change.
real_gpt54mini_med_50,run_001,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,"The activation logic is internally consistent and conservative. With no carb logs and recurrent lows, changing activation conditions would add risk without separating the cause of highs or lows."
real_gpt54mini_med_50,run_001,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,"The current SMB cadence is not obviously limiting, and the documented lows argue against making insulin delivery more aggressive before meal and fasting evidence is available."
real_gpt54mini_med_50,run_001,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,"Observed basal rates and IOB remain well below these caps. The limits are not the bottleneck, and raising them would not resolve the unresolved pattern safely."
real_gpt54mini_med_50,run_001,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"Dynamic sensitivity is active and sensitivity_ratio values near 1 are neutral, not a disabled state. The data do not support changing this layer before meal and basal questions are separated."
real_gpt54mini_med_50,run_001,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,"There are no carb entries or extended carb entries to validate absorption behavior, so a change would be speculative. The current trace does not document a recurring delayed-absorption pattern."
real_gpt54mini_med_50,run_002,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,"Overnight glucose is often near range but sometimes low, so there is no safe evidence to increase this segment; meals, SMB/UAM, and IOB remain confounders."
real_gpt54mini_med_50,run_002,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,"Early morning data do not isolate this segment as a defect, and the stronger issue is later daytime rise rather than a clear dawn pattern."
real_gpt54mini_med_50,run_002,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,"The morning rise could reflect meals or delayed insulin action, but the evidence is not separated enough to justify a basal change while lows are also present."
real_gpt54mini_med_50,run_002,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,"Afternoon hyperglycemia exists, but it overlaps with meal, correction, and automation effects, so this segment cannot be confidently identified as too low."
real_gpt54mini_med_50,run_002,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,"Late-afternoon highs are followed by evening lows on some days, so increasing this segment would risk worsening hypoglycemia without proving the cause."
real_gpt54mini_med_50,run_002,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,"Evening lows are a recurring safety concern, and the pattern is not cleanly separable from residual insulin or automation, so a basal increase is not supported."
real_gpt54mini_med_50,run_002,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,"Local 19:00 has notable below-range time, so the safer action is to keep this segment until a no-meal observation shows a reproducible basal problem."
real_gpt54mini_med_50,run_002,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,"There are no carb logs or meal-linked traces to validate this CR, and correction windows are too confounded to justify a change."
real_gpt54mini_med_50,run_002,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,"No meal-specific evidence isolates early morning carb handling, and the observed glucose pattern does not separate CR from basal or automation effects."
real_gpt54mini_med_50,run_002,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,"The late-morning rise could be meal related, but without carb entries or prebolus timing it is not safe to change this CR yet."
real_gpt54mini_med_50,run_002,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,"This period overlaps with the strongest daytime highs, but also with highs and lows from IOB, SMB/UAM, and possible delayed absorption, so a CR change is unsupported."
real_gpt54mini_med_50,run_002,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,"Evening lows limit the safety margin for more aggressive meal dosing, and the dataset does not provide meal-linked evidence for a CR change."
real_gpt54mini_med_50,run_002,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,"Correction responses are highly confounded by IOB, SMB/UAM, temp targets, and changing glucose direction, so there is no clean basis to alter ISF."
real_gpt54mini_med_50,run_002,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,"Overnight lows make lower targets less attractive, but the evidence does not support a target change as the first safe step."
real_gpt54mini_med_50,run_002,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,"The daytime rise does not prove that the target is the cause, and the higher target is already a modest safety buffer compared with the overnight lows."
real_gpt54mini_med_50,run_002,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,"Late-evening lows argue against making this target more aggressive, and the current pattern is too confounded for a target-driven explanation."
real_gpt54mini_med_50,run_002,profile.dia,profile,True,10 h,keep,10 h,"DIA effects cannot be isolated from meal timing, SMB/UAM, and corrections, so there is no supported reason to change it first."
real_gpt54mini_med_50,run_002,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,"SMB/UAM is active and appears to be compensating for real excursions; no safety or consistency problem is demonstrated, and hypoglycemia risk argues against increasing aggressiveness."
real_gpt54mini_med_50,run_002,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,The settings are internally consistent and match the absence of carb logs; no material inconsistency or safer alternative is established by the telemetry.
real_gpt54mini_med_50,run_002,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,"Observed loop behavior shows SMB/UAM already active within these limits, and the data do not show a ceiling problem that would justify changing strength or frequency first."
real_gpt54mini_med_50,run_002,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,"The observed enacted rates and IOB are well below these ceilings, so they do not appear to be the cause of the pattern or a current safety bottleneck."
real_gpt54mini_med_50,run_002,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"Dynamic sensitivity is active even with autosens off, and sensitivity_ratio=1 is neutral rather than disabled. The package does not isolate a sensitivity fault, and hypoglycemia risk limits any push toward more aggressiveness."
real_gpt54mini_med_50,run_002,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,"No carb entries or e-carb trials exist in the package, so absorption settings cannot be validated against meal-linked evidence and should not be changed first."
real_gpt54mini_med_50,run_003,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,"Keep because midnight and early-night lows are present, but they are not isolated from late corrections, SMB/UAM, temp targets, or device events. A basal change would be premature without one quiet overnight verification."
real_gpt54mini_med_50,run_003,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,"Keep because the 03:00-07:00 local window is mostly stable or near range, and there is no fasting-like window proving this basal is too high or too low."
real_gpt54mini_med_50,run_003,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,"Keep because morning data are not separated from breakfast and correction effects, and the package does not show a clean dawn-pattern failure that would justify a change."
real_gpt54mini_med_50,run_003,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,"Keep because the daytime rise is likely meal- and automation-driven rather than a proven basal defect, and there is no meal-linked fasting baseline to support a change."
real_gpt54mini_med_50,run_003,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,"Keep because this window overlaps the strongest afternoon hyperglycemia, but it also overlaps meal, correction, and SMB/UAM activity. The same period also borders a low-prone evening window, so a change is not yet separable."
real_gpt54mini_med_50,run_003,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,"Keep because the 18:00-19:00 local period has notable low exposure, which argues against raising basal without more evidence. The lows may still be correction or IOB related."
real_gpt54mini_med_50,run_003,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Keep because evening lows are present and are not cleanly attributable to basal alone. Reducing or raising this segment would be speculative without one quiet evening observation.
real_gpt54mini_med_50,run_003,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,Keep because there are no carb entries or meal-linked responses to validate a change. Overnight patterns alone do not separate CR from correction carryover or automation effects.
real_gpt54mini_med_50,run_003,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,"Keep because no meal composition or bolus timing is available, and the available data cannot show whether this segment is too weak or too strong."
real_gpt54mini_med_50,run_003,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,"Keep because the morning highs could reflect breakfast timing, delayed absorption, or missed bolus timing rather than a proven CR mismatch. The package lacks carb-linked evidence."
real_gpt54mini_med_50,run_003,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,"Keep because the afternoon highs are real, but the evidence does not separate meal size, delayed absorption, correction stacking, or SMB/UAM effects from CR. Changing this now would be dependent and unsupported."
real_gpt54mini_med_50,run_003,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,"Keep because evening data are confounded by lows and IOB, and there is no meal-linked evidence proving that the ratio needs to be stronger or weaker."
real_gpt54mini_med_50,run_003,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,"Keep because correction responses are mixed and confounded by SMB, temp basal, and varying IOB. There is no isolated correction test showing that the ISF is materially wrong."
real_gpt54mini_med_50,run_003,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,"Keep because the overnight low risk argues against lowering targets, while the daytime highs are not a clean target problem. The current target is already relatively tight."
real_gpt54mini_med_50,run_003,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,"Keep because the daytime highs look more like meal/correction/automation issues than a target-setting problem, and lowering the target without cleaner evidence could increase low risk."
real_gpt54mini_med_50,run_003,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,"Keep because late-evening and overnight lows are already a concern, so there is no support for a tighter target. A higher target would be a separate decision and is not proven here."
real_gpt54mini_med_50,run_003,profile.dia,profile,True,10 h,keep,10 h,Keep because the data do not separate insulin action time from meal timing or automation responses. There is no clear evidence that DIA is causing premature backout or excess IOB in this trace.
real_gpt54mini_med_50,run_003,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,"Keep because SMB/UAM is actively functioning and appears to be compensating for variable meal timing or delayed rises rather than causing clear unsafe behavior. No component is null, so verify is not applicable."
real_gpt54mini_med_50,run_003,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,Keep because the activation logic is internally coherent and matches the observed loop behavior. There is no material inconsistency or safety concern that warrants a change.
real_gpt54mini_med_50,run_003,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,Keep because the trace does not show the configured delivery limits being exceeded or obviously unsafe. The current limits appear to provide a reasonable safety guard while SMB/UAM compensates for variable rises.
real_gpt54mini_med_50,run_003,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,"Keep because observed dosing and IOB remain within these ceilings, and there is no evidence that these limits are constraining therapy in a harmful way."
real_gpt54mini_med_50,run_003,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"Keep because the configuration is coherent and the telemetry does not isolate a reason to switch Autosens on or off. A sensitivity_ratio of 1 is a neutral adjustment, not evidence of a fault."
real_gpt54mini_med_50,run_003,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Keep because there are no carb entries or e-carb traces to validate any change. The package cannot distinguish slow absorption from late bolusing or correction stacking.
real_gpt54mini_med_50,run_004,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,"Overnight lows are present, but the package does not isolate basal from SMB, correction, or delayed meal effects. A basal change is not supported without a cleaner fasting window."
real_gpt54mini_med_50,run_004,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,"Early-morning data are not clearly a basal excess problem, and the evidence remains confounded by overall overnight variability and automation activity."
real_gpt54mini_med_50,run_004,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,"The morning rise begins later and could reflect meals or rising insulin needs, but the package does not separate those from basal. A change is unsupported."
real_gpt54mini_med_50,run_004,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,"Late morning hyperglycemia is visible, but it is plausibly meal-related and heavily confounded by corrections and automation. No isolated basal evidence supports a change."
real_gpt54mini_med_50,run_004,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,"The afternoon is the strongest high window, but the data do not separate basal deficiency from meal timing or dynamic sensitivity effects. Keep until a cleaner trace exists."
real_gpt54mini_med_50,run_004,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,"Late-evening lows are present, but the effect may come from correction or SMB stacking rather than basal alone. The evidence is insufficient for a basal change."
real_gpt54mini_med_50,run_004,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,The pattern around 19:00 remains mixed and not separable from meal or automation effects. Changing this segment now would be premature.
real_gpt54mini_med_50,run_004,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,There are no carb entries or meal-linked windows to test this ratio. The correction windows do not isolate CR.
real_gpt54mini_med_50,run_004,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,"No meal data exist to justify a CR change, and overnight/early-morning lows increase the risk of overcorrecting this segment."
real_gpt54mini_med_50,run_004,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,"The daytime rise could suggest meal coverage needs review, but no carb-linked evidence separates CR from basal or automation. Keep for now."
real_gpt54mini_med_50,run_004,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,"Afternoon highs exist, yet the package cannot separate a weak CR from rising insulin needs, late bolus timing, or dynamic sensitivity. No change is supported."
real_gpt54mini_med_50,run_004,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,Evening lows and automation activity make it unsafe to intensify this segment without meal-linked evidence. The current data do not support a change.
real_gpt54mini_med_50,run_004,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,"Correction responses are too confounded to estimate a better ISF. Dynamic sensitivity may already be affecting effective response, so a manual ISF change is unsupported."
real_gpt54mini_med_50,run_004,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,"The overnight lows argue against lowering targets, and there is not enough evidence to justify raising them as a profile fix."
real_gpt54mini_med_50,run_004,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,"The daytime highs are real, but the package does not show that the target is the main cause. A target change would be a dependent move that is not yet supported."
real_gpt54mini_med_50,run_004,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,"Late-evening lows make it unsafe to tighten this target, and the current data do not justify a target revision."
real_gpt54mini_med_50,run_004,profile.dia,profile,True,10 h,keep,10 h,"The correction windows are confounded by SMB, temp basals, and likely meals, so DIA cannot be independently validated. No supported change exists."
real_gpt54mini_med_50,run_004,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM is active and internally consistent. The evidence does not support changing these core modes before separating basal and meal effects.
real_gpt54mini_med_50,run_004,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,"The activation rules are coherent with the observed closed-loop behavior. They may contribute to low risk if predictions are optimistic, but the package does not isolate a setting fault."
real_gpt54mini_med_50,run_004,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,"The cadence is tight, but there is no evidence that the interval or minute caps are misconfigured. Remaining time in an SMB waiting message is not the configured SMB interval."
real_gpt54mini_med_50,run_004,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,"Observed dosing does not approach these ceilings, so they are not the active source of the glucose pattern and do not require adjustment."
real_gpt54mini_med_50,run_004,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"A sensitivity_ratio near 1 is neutral, not evidence of disabled Autosens. Dynamic ISF may be compensating for profile or meal effects, but the package does not justify changing it separately."
real_gpt54mini_med_50,run_004,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,There are no carb entries or extended-carb records to validate absorption behavior against. No evidence supports changing this model now.
real_gpt54mini_med_50,run_005,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,"Keep because overnight lows are present, but the pattern is confounded by IOB, corrections, and missing meal data. Evidence is insufficient to separate a true basal excess from carryover insulin or algorithmic responses, so changing the midnight basal now would be premature."
real_gpt54mini_med_50,run_005,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,"Keep because the early-morning period is comparatively stable and does not show a clean, isolated defect. Any change would have to account for overnight lows, meal timing, and automation effects that are not separated in the telemetry."
real_gpt54mini_med_50,run_005,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,"Keep because the morning rise begins later and is likely influenced by meals, target changes, or automation rather than this single segment alone. The evidence does not support a basal adjustment without meal-linked verification."
real_gpt54mini_med_50,run_005,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,"Keep because the late-morning to afternoon rise could reflect meals, target behavior, or basal insufficiency, but the data do not isolate basal as the primary driver. Dependency on missing carb logs and active SMB/UAM lowers confidence in any direct change."
real_gpt54mini_med_50,run_005,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,"Keep because this lower afternoon basal sits in the same window as the highest averages, but the rise is still confounded by meal timing, temp targets, and correction insulin. The recurrent lows elsewhere make an unverified increase risky."
real_gpt54mini_med_50,run_005,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,"Keep because evening glucose includes recurrent lows and there is no clean evidence that this segment is underdosed. Raising it could worsen the existing hypoglycemia burden, and the available data do not separate basal from IOB effects."
real_gpt54mini_med_50,run_005,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,"Keep because the evening lows argue against making this block more insulin-heavy without a meal-linked test. The evidence supports caution, not a basal increase."
real_gpt54mini_med_50,run_005,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,"Keep because there are no carb logs or meal-linked windows to assess the ratio. Any CR change would be speculative given the confounding from corrections, IOB, and automation."
real_gpt54mini_med_50,run_005,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,Keep because no meal data exist to show whether breakfast or early-morning carb coverage is actually off. The observed glucose pattern cannot distinguish CR from timing or basal effects.
real_gpt54mini_med_50,run_005,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,"Keep because the late-morning highs are not meal-attributed and could reflect delayed bolusing, basal shortfall, or target effects. Without meal-linked evidence, changing this ratio would be unsupported."
real_gpt54mini_med_50,run_005,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,"Keep because the afternoon rise occurs in a window heavily confounded by target changes, automation, and IOB, so CR cannot be isolated. A weaker ratio may or may not be involved, but the data do not prove it."
real_gpt54mini_med_50,run_005,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,Keep because there are no documented evening meals or carb responses to test this ratio. The safer choice is to avoid an unsupported change in a window that also shows low risk.
real_gpt54mini_med_50,run_005,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,"Keep because correction responses are mixed and heavily confounded by dynamic sensitivity, SMB/UAM, and IOB. There is not enough evidence to justify altering ISF from correction-only windows."
real_gpt54mini_med_50,run_005,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,"Keep because the overnight lows argue against making the overnight target more aggressive, while the lows are not clearly caused by the current target alone. Any target change would need cleaner separation from IOB and corrections."
real_gpt54mini_med_50,run_005,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,"Keep because the late-morning rise is not cleanly attributable to the target, and lowering it now could increase hypoglycemia risk in a period already showing variability. The current evidence is insufficient to justify a change."
real_gpt54mini_med_50,run_005,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Keep because evening and overnight lows already limit insulin aggressiveness. Raising or lowering this target is unsupported without a clearer overnight pattern separated from IOB and correction effects.
real_gpt54mini_med_50,run_005,profile.dia,profile,True,10 h,keep,10 h,"Keep because the insulin action picture is mixed and cannot be separated from automation and correction behavior. While a long DIA may contribute to conservative dosing, the dataset does not isolate DIA as the primary cause of the observed pattern."
real_gpt54mini_med_50,run_005,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,"Keep because the loop is actively using SMB/UAM and the behavior is consistent with the observed telemetry. The main unresolved issue is not activation but confounding from missing meal data and recurrent lows, so changing this now is unsupported."
real_gpt54mini_med_50,run_005,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,"Keep because the only material nuance is that SMB is suppressed during high temp targets, which may blunt insulin response during those periods but is not itself unsafe in this dataset. The evidence does not justify changing activation rules before meal-linked verification."
