experiment,run_id,rank,area,title,priority,suggested_change
real_gpt54mini_med_50,run_006,3,meal_strategy,Collect meal-linked data before revising prebolus or e-carb thinking,medium,"{""action"": ""verify"", ""scope"": ""meal_linked_observations"", ""verification"": ""Capture a few repeated meals with carb amount, bolus timing, and CGM response to distinguish prebolus, immediate bolus fraction, SMB rescue, and delayed absorption.""}"
real_gpt54mini_med_50,run_007,1,profile,"Keep the current profile unchanged and verify with a meal-logged day before any basal, CR, ISF, target, or DIA revision",high,"{""action"": ""keep"", ""scope"": ""profile"", ""details"": ""No profile setting change is supported until one meal-logged verification day can separate meal timing from automation and correction effects.""}"
real_gpt54mini_med_50,run_007,2,automation,Keep SMB/UAM and dynamic sensitivity unchanged,medium,"{""action"": ""keep"", ""scope"": ""automation"", ""details"": ""Maintain current SMB/UAM and dynamic sensitivity while the pattern is verified with meal-linked data.""}"
real_gpt54mini_med_50,run_007,3,meal_strategy,Test one documented meal before considering a meal-strategy change,medium,"{""action"": ""review"", ""scope"": ""meal_strategy"", ""details"": ""Collect one meal with exact timing, bolus timing or split, and 6-hour CGM follow-up before changing meal strategy.""}"
real_gpt54mini_med_50,run_008,1,basal,Keep the current profile unchanged for now,high,"{""action"": ""keep"", ""scope"": ""all_profile_rows"", ""reason"": ""Confounded evidence; wait for meal/correction timing data before adjusting any basal segment.""}"
real_gpt54mini_med_50,run_008,2,automation,Keep SMB/UAM and sensitivity settings unchanged,medium,"{""action"": ""keep"", ""scope"": ""smb_uam_and_dynamic_sensitivity"", ""reason"": ""Observed automation behavior is consistent and not the main unresolved issue.""}"
real_gpt54mini_med_50,run_008,3,meal_strategy,Collect meal timing and bolus timing before revisiting prebolus or bolus percentage,high,"{""action"": ""verify_data"", ""scope"": ""meal_timing_carb_grams_and_bolus_timing"", ""reason"": ""Needed to separate meal effects from basal, IOB, and automation.""}"
real_gpt54mini_med_50,run_009,1,basal,Hold profile steady and verify overnight basal first,high,"{""action"": ""keep_current_profile"", ""next_verification"": ""Review one overnight fasting CGM trace without temp targets, correction boluses, or site/sensor changes.""}"
real_gpt54mini_med_50,run_009,2,meal,Delay meal-strategy changes until one logged meal is available,medium,"{""action"": ""keep_meal_strategy"", ""next_verification"": ""Log one repeat meal with carb grams, meal time, and 6-hour CGM response before changing meal settings.""}"
real_gpt54mini_med_50,run_010,1,basal,Keep the current profile and verify fasting overnight behavior before any dependent edit,high,"{""decision"": ""keep"", ""scope"": ""profile"", ""verification"": ""Review several overnight windows without recent bolus corrections or temp targets before considering basal or target changes.""}"
real_gpt54mini_med_50,run_011,1,basal_and_targets,Keep the profile unchanged and separate the problem windows before considering any dependent edit,high,"{""decision"": ""keep"", ""parameter"": ""basal and target settings"", ""next_check"": ""Review one fully annotated afternoon meal window and one meal-free overnight window before considering any basal or target edit.""}"
real_gpt54mini_med_50,run_011,2,automation,"Keep SMB/UAM and Dynamic ISF as configured, and confirm the raw safety multiplier values in the UI",medium,"{""decision"": ""keep"", ""parameter"": ""SMB/UAM and sensitivity settings"", ""next_check"": ""Confirm current_basal_safety_multiplier and max_daily_safety_multiplier in the AAPS interface before any future edit.""}"
real_gpt54mini_med_50,run_012,1,basal,Keep the basal profile unchanged and verify the daytime rise with meal-logged observation,high,"{""action"": ""keep"", ""verification"": ""Collect a short meal-logged observation period, especially across 09:00-16:00 local, before considering any basal revision.""}"
real_gpt54mini_med_50,run_013,1,profile,Keep the profile unchanged for now,high,"{""decision"": ""keep"", ""review"": ""Retain all current basal, CR, ISF, target, and DIA settings for now and reassess only after logged meal and fasting-like observations are available.""}"
real_gpt54mini_med_50,run_013,2,meal_strategy,Wait for logged meal data before changing bolus strategy,medium,"{""decision"": ""keep"", ""review"": ""Keep the current bolus approach unchanged and collect timestamped meal logs before considering any prebolus or split-bolus adjustment.""}"
real_gpt54mini_med_50,run_014,1,basal,Keep the profile unchanged and verify one quiet overnight block,medium,"{""action"": ""keep"", ""review"": ""Verify one low-intervention overnight trace before considering any basal segment change."", ""scope"": ""basal first, then CR or DIA only if the overnight signal stays consistent.""}"
real_gpt54mini_med_50,run_015,1,basal,Keep the basal profile unchanged and verify with one fasting-like window,high,"{""decision"": ""keep"", ""verification"": ""Review one overnight or morning fasting-like window with no meal, correction, or temporary-target changes before adjusting any basal segment.""}"
real_gpt54mini_med_50,run_015,2,automation,Keep SMB/UAM and sensitivity limits unchanged,medium,"{""decision"": ""keep"", ""verification"": ""Observe one period with and one period without the 135 mg/dL temporary target before revisiting SMB behavior.""}"
real_gpt54mini_med_50,run_015,3,meal_strategy,Delay bolus-split or e-carb changes until meal-linked evidence exists,medium,"{""decision"": ""keep"", ""verification"": ""Capture one meal with carb amount, bolus timing, temporary-target status, and a 6-hour CGM trace before changing meal strategy.""}"
real_gpt54mini_med_50,run_016,1,meal,Log representative meals before changing bolus settings,high,"{""action"": ""record_meals"", ""details"": ""Capture carb amount, prebolus timing, and whether any split bolus or e-carbs were used for recurring meals before revising CR, ISF, or basal.""}"
real_gpt54mini_med_50,run_016,2,profile,Keep profile and automation unchanged for now,medium,"{""action"": ""keep"", ""details"": ""Do not change basal, CR, ISF, target, or SMB/UAM settings together until meal-linked data clarify the pattern.""}"
real_gpt54mini_med_50,run_017,1,basal,Keep the current profile and verify one fasting-like window before any profile change,high,"{""action"": ""keep"", ""verify_next"": ""Review 03:00 to 08:00 local on 2 to 3 non-event mornings before changing any basal segment.""}"
real_gpt54mini_med_50,run_017,2,meal_strategy,Delay meal-setting changes until meal timing is documented,medium,"{""action"": ""keep"", ""verify_next"": ""Capture a small set of meals with exact carb grams and bolus timing before considering any meal-strategy change.""}"
real_gpt54mini_med_50,run_018,1,profile,Keep the current profile unchanged and verify with one documented meal day first,high,"{""decision"": ""keep"", ""action"": ""Verify one meal day with carb grams, bolus timing, temporary targets, and CGM trace before revisiting any basal, CR, or ISF setting.""}"
real_gpt54mini_med_50,run_018,2,automation,Keep SMB/UAM and dynamic sensitivity unchanged while watching for low stacking,medium,"{""decision"": ""keep"", ""action"": ""Monitor whether lows cluster after SMB-heavy periods before considering any automation adjustment.""}"
real_gpt54mini_med_50,run_019,1,profile,Keep the current profile and verify with one structured observation window,high,"{""decision"": ""keep"", ""verification"": ""Record one overnight window and one daytime meal window with exact meal timing, carb grams, and bolus timing before considering any profile change.""}"
real_gpt54mini_med_50,run_020,1,basal,Keep basal unchanged and verify with one clean fasting-like window,medium,"{""action"": ""keep"", ""scope"": ""basal_profile"", ""verification"": ""Review one meal-separated overnight window and one late-afternoon window before any basal edit.""}"
real_gpt54mini_med_50,run_020,2,meal_strategy,Document meal timing before reconsidering bolus strategy,medium,"{""action"": ""verify"", ""scope"": ""meal_logging"", ""focus"": ""prebolus_timing_and_bolus_split""}"
real_gpt54mini_med_50,run_021,1,profile,Keep the current profile unchanged and verify with fasting and meal logs first,high,"{""decision"": ""keep"", ""scope"": ""basal_target_cr_isf_dia"", ""next_action"": ""Collect 2 to 3 overnight fasting windows and at least 1 logged daytime meal before considering any profile change.""}"
real_gpt54mini_med_50,run_021,2,meal,Do not introduce routine e-carbs without repeated delayed-rise meals,medium,"{""decision"": ""keep"", ""scope"": ""e_carbs"", ""next_action"": ""Hold off on routine e-carbs until repeated delayed-absorption meals are documented.""}"
real_gpt54mini_med_50,run_022,1,basal,Keep the current basal profile and verify one clean daytime window first,medium,"{""decision"": ""keep"", ""next_verification"": ""Review one 4 to 6 hour period with no meal, correction, temp target, or exercise before considering any basal edit.""}"
real_gpt54mini_med_50,run_022,2,meal_strategy,Keep a conservative meal approach until one logged meal is available,medium,"{""decision"": ""keep"", ""next_verification"": ""Log one typical meal with carb amount, exact bolus timing, and 6-hour CGM trace before considering any prebolus or e-carb refinement.""}"
real_gpt54mini_med_50,run_023,1,basal,Hold basal steady and verify with a clean fasting window,high,"{""action"": ""keep"", ""verification"": ""Repeat one overnight fasting window without temp targets or correction boluses, then reassess the 00:00 to 02:00 and 03:00 to 07:00 local windows before changing basal.""}"
real_gpt54mini_med_50,run_023,2,meal_strategy,Defer meal-bolus and e-carb changes until meal logs exist,medium,"{""action"": ""defer"", ""verification"": ""Record carb grams and bolus timing for repeated meals before any prebolus, bolus-fraction, or e-carb review.""}"
real_gpt54mini_med_50,run_024,1,basal,Keep basal unchanged and verify one controlled window first,high,"{""decision"": ""keep"", ""next_verification"": ""Compare one fasting-like overnight trace and one meal-free afternoon window before any basal adjustment"", ""order"": ""Do not change basal, target, CR, ISF, or automation in the same step""}"
real_gpt54mini_med_50,run_025,1,basal,Trial a small overnight basal reduction only,high,"{""parameter_key"": ""profile.basal.00_00"", ""from"": ""0.6 U/h"", ""to"": ""0.55 U/h""}"
real_gpt54mini_med_50,run_026,1,basal,Keep the basal profile unchanged and verify with one fasting-style observation,high,"{""action"": ""keep"", ""verification"": ""Run one isolated fasting-style window, ideally overnight or late evening, before considering any basal adjustment.""}"
real_gpt54mini_med_50,run_026,2,automation,Keep SMB/UAM and dynamic sensitivity unchanged for now,medium,"{""action"": ""keep"", ""verification"": ""Review again after meal logging and a clean fasting observation; do not adjust SMB settings at the same time as basal.""}"
real_gpt54mini_med_50,run_026,3,meal,Defer meal-bolus changes until meals are logged clearly,medium,"{""action"": ""keep"", ""verification"": ""Log carb amount, bolus timing, and 4-6 hours of CGM for a small set of meals before changing prebolus or bolus split.""}"
real_gpt54mini_med_50,run_027,1,profile,Keep the current profile unchanged and verify the overnight low window,high,"{""action"": ""keep"", ""focus"": ""basal"", ""verification"": ""Collect one fasting-like overnight-to-morning segment and compare the 00:00-02:00 BST window with 03:00-07:00 BST before any basal adjustment.""}"
real_gpt54mini_med_50,run_027,2,aaps,Manually reconcile the safety-multiplier configuration,medium,"{""action"": ""verify"", ""focus"": ""safety_multiplier_consistency"", ""verification"": ""Check whether the multiplier relationship is intentional in the active AAPS configuration.""}"
real_gpt54mini_med_50,run_028,1,basal,Keep the basal profile unchanged and verify one daytime fasting-like window,high,"{""decision"": ""keep"", ""focus"": ""profile.basal"", ""verification"": ""Run one late-morning to afternoon meal-free observation before changing any basal segment, especially the 16:00 step.""}"
real_gpt54mini_med_50,run_028,2,automation,Keep SMB/UAM and dynamic sensitivity unchanged,medium,"{""decision"": ""keep"", ""focus"": ""aaps.core.smb_uam_and_sensitivity"", ""verification"": ""Reassess only after a clean meal-linked trace shows persistent need.""}"
real_gpt54mini_med_50,run_029,1,basal,Keep the current basal profile and verify overnight behavior first,high,"{""action"": ""keep"", ""parameter_group"": ""basal_and_targets"", ""verification"": ""Review one overnight low-activity trace before changing any basal segment.""}"
real_gpt54mini_med_50,run_029,2,automation,Keep SMB/UAM and dynamic sensitivity unchanged,medium,"{""action"": ""keep"", ""parameter_group"": ""automation"", ""verification"": ""Reassess only after a meal-linked trace or a controlled overnight trace is available.""}"
real_gpt54mini_med_50,run_029,3,meal_strategy,Delay meal-setting changes until one fully logged meal is available,medium,"{""action"": ""keep"", ""parameter_group"": ""meal_strategy"", ""verification"": ""Record one meal with complete timing and glucose follow-up before revisiting CR or bolus timing.""}"
real_gpt54mini_med_50,run_030,1,basal,Keep the current profile unchanged and verify the nocturnal pattern first,safety,"{""action"": ""keep"", ""review_order"": ""profile first"", ""verification"": ""Review 3 representative nights with meal and correction timing before editing any basal or target segment.""}"
real_gpt54mini_med_50,run_030,2,automation,Keep SMB/UAM and dynamic ISF unchanged for now,medium,"{""action"": ""keep"", ""review_order"": ""automation second"", ""verification"": ""Confirm that overnight lows still occur when meal timing is documented and no other settings are changed.""}"
real_gpt54mini_med_50,run_030,3,meal,Test meal timing only after the profile and automation review is settled,medium,"{""action"": ""keep"", ""review_order"": ""meal strategies third"", ""verification"": ""Collect a few meal examples with carb amount and bolus timing before considering any prebolus or split-dose experiment.""}"
real_gpt54mini_med_50,run_031,1,basal,Verify daytime basal before changing it,high,"{""review_direction"": ""keep_now"", ""verification"": ""Use one clean daytime window without carbs, correction bolus, or temporary target before any basal edit.""}"
real_gpt54mini_med_50,run_031,2,meal_strategy,Keep automation unchanged and improve meal logging,medium,"{""review_direction"": ""keep_now"", ""verification"": ""Log one meal with carb amount and bolus timing for a 6-hour CGM trace before revisiting meal strategy.""}"
real_gpt54mini_med_50,run_032,1,basal,Keep the basal profile unchanged and verify the daytime pattern first,high,"{""action"": ""keep"", ""parameters"": [""profile.basal.00_00"", ""profile.basal.05_00"", ""profile.basal.06_00"", ""profile.basal.10_00"", ""profile.basal.16_00"", ""profile.basal.18_00"", ""profile.basal.19_00""], ""verification"": ""Use one logged daytime block with stable activity and no temporary target before changing any basal segment.""}"
real_gpt54mini_med_50,run_032,2,meal_strategy,Defer meal strategy changes until meal timing is documented,medium,"{""action"": ""keep"", ""parameters"": [""profile.cr.00_00"", ""profile.cr.04_00"", ""profile.cr.08_00"", ""profile.cr.16_00"", ""profile.cr.20_00""], ""verification"": ""Record exact meal and bolus timing for several days before revisiting prebolus or e-carb questions.""}"
real_gpt54mini_med_50,run_032,3,automation,Keep SMB/UAM and dynamic sensitivity unchanged,medium,"{""action"": ""keep"", ""parameters"": [""aaps.core.smb_uam"", ""aaps.core.smb_activation"", ""aaps.core.smb_delivery"", ""aaps.core.safety_limits"", ""aaps.core.sensitivity"", ""aaps.core.carb_absorption""], ""verification"": ""Reassess only if future logs show repeated lows linked to high IOB or repeated highs despite logged meals.""}"
real_gpt54mini_med_50,run_033,1,basal,Keep the profile unchanged and verify with a controlled separated observation,high,"{""decision"": ""keep"", ""focus"": ""profile"", ""note"": ""No supported profile change is strong enough to justify altering dependent settings together.""}"
real_gpt54mini_med_50,run_034,1,basal,Keep the profile unchanged and verify one clean observation,high,"{""action"": ""keep"", ""verification"": ""Run one overnight fasted-like window and one typical late-morning meal-tagged window, with no simultaneous profile edits, before considering any basal change.""}"
real_gpt54mini_med_50,run_034,2,aaps_safety,Manually verify the safety multiplier pair before any future edit,medium,"{""action"": ""verify"", ""note"": ""Confirm the intended meaning of the safety multipliers in the app before making any profile or automation edits.""}"
real_gpt54mini_med_50,run_035,1,profile_and_data,Keep the profile unchanged and validate with one fully logged meal day first,high,"{""action"": ""keep"", ""order"": ""data_first_then_profile_review"", ""next_validation"": ""Review one night and one afternoon meal with carb grams and bolus timestamps before any basal, CR, or target change.""}"
real_gpt54mini_med_50,run_035,2,automation,Keep SMB/UAM and sensitivity settings unchanged while checking for repeated safety patterns,medium,"{""action"": ""keep"", ""order"": ""automation_after_profile_observation"", ""next_validation"": ""Compare one logged meal response against one overnight fasting period before considering any automation adjustment.""}"
real_gpt54mini_med_50,run_036,1,profile,Keep the current profile unchanged and verify with meal-linked observation,high,"{""action"": ""keep"", ""sequence"": ""hold basal, CR, ISF, target, and automation settings steady"", ""verification"": ""record one or two meals with exact carb amount and bolus timing, then compare the next 6 hours of CGM before revisiting any profile edit""}"
real_gpt54mini_med_50,run_037,1,profile,Verify one clean overnight and one afternoon window before changing basal,high,"{""direction"": ""verify"", ""focus"": ""one overnight fasting-like window and one afternoon window"", ""reason"": ""Basal is not isolated by the current telemetry.""}"
real_gpt54mini_med_50,run_037,2,meal_strategy,Keep meal tactics conservative until meals are logged,medium,"{""direction"": ""keep"", ""prebolus"": ""use only for predictable meals when glucose is stable or rising"", ""immediate_bolus_percent"": ""keep current routine until meal-linked evidence exists"", ""smb_uam"": ""keep as configured"", ""e_carbs"": ""reserve for clearly delayed absorption or prolonged downward trends""}"
real_gpt54mini_med_50,run_038,1,basal,Keep the basal profile unchanged and verify overnight behavior first,high,"{""action"": ""keep"", ""review_direction"": ""Verify one overnight fasting-style window before considering any basal change""}"
real_gpt54mini_med_50,run_038,2,meal,Log one recurring meal before revisiting prebolus or bolus split,medium,"{""action"": ""keep"", ""review_direction"": ""Record carb amount, bolus time, and CGM response for one typical late-morning or afternoon meal""}"
real_gpt54mini_med_50,run_039,1,basal,Verify one clean overnight fasting block before any profile change,high,"{""action"": ""verify"", ""scope"": ""overnight fasting window"", ""window"": ""one clean overnight period with no meal, no correction, and no temporary target if feasible"", ""note"": ""Use this verification before any basal adjustment.""}"
real_gpt54mini_med_50,run_039,2,meal,Collect meal-linked logs before reviewing CR or e-carb use,medium,"{""action"": ""collect_data"", ""fields"": [""carb_amount"", ""bolus_timing"", ""6h_cgm_follow_up""], ""note"": ""Do not infer e-carb need from pump timing alone.""}"
real_gpt54mini_med_50,run_040,1,basal,Keep the current profile unchanged and verify one fasting-style window first,high,"{""action"": ""keep"", ""verification"": ""Use one documented fasting-style window without meal, correction, temp target, or activity confounders before any basal adjustment.""}"
real_gpt54mini_med_50,run_041,1,profile,Keep the current basal and target profile unchanged for now,high,"{""decision"": ""keep"", ""focus"": ""basal_and_target"", ""verification"": ""Review one isolated overnight window with no meal, correction, temp-target, or site-change confounders before considering any basal or target adjustment.""}"
real_gpt54mini_med_50,run_041,2,automation,Leave SMB/UAM and dynamic sensitivity unchanged until profile verification is complete,medium,"{""decision"": ""keep"", ""focus"": ""automation"", ""verification"": ""Reassess SMB/UAM only after a clean profile observation, and do not change SMB and sensitivity-related settings together.""}"
real_gpt54mini_med_50,run_041,3,meal_strategy,Delay any prebolus or bolus-split change until one fully logged meal is available,medium,"{""decision"": ""keep"", ""focus"": ""meal_strategy"", ""verification"": ""Capture one meal with exact carb amount, bolus timing, and 6 hours of CGM before revisiting prebolus timing, immediate bolus percent, or e-carb use.""}"
real_gpt54mini_med_50,run_042,1,basal,Verify the basal pattern before any profile change,high,"{""action"": ""keep"", ""review_order"": ""basal_first"", ""verification"": ""single fasting-style overnight and late-afternoon observation""}"
real_gpt54mini_med_50,run_042,2,meal,Collect one meal record before revisiting bolus tactics,medium,"{""action"": ""collect_data"", ""fields"": [""carb_grams"", ""bolus_timestamp"", ""6h_cgm_response""]}"
real_gpt54mini_med_50,run_043,1,basal,Keep the basal profile unchanged and verify with a structured fasting-like daytime window,high,"{""action"": ""keep"", ""verification"": ""compare one fasting-like afternoon trace and one overnight trace before changing any basal segment""}"
real_gpt54mini_med_50,run_043,2,automation,Keep SMB/UAM and sensitivity settings unchanged for now,medium,"{""action"": ""keep"", ""verification"": ""reassess automation only after the profile question is clarified""}"
real_gpt54mini_med_50,run_043,3,meal_strategy,Use telemetry-driven meal review only after meal logs are available,medium,"{""action"": ""keep"", ""verification"": ""collect exact meal times, carb amounts, and CGM traces before revising meal strategy""}"
real_gpt54mini_med_50,run_044,1,basal,Hold basal profile and verify with a fasting-only window,high,"{""action"": ""keep"", ""verify"": ""One overnight fasting segment with minimal corrections and no temporary target.""}"
real_gpt54mini_med_50,run_044,2,automation,Keep SMB/UAM and dynamic sensitivity unchanged,medium,"{""action"": ""keep"", ""verify"": ""Watch for IOB buildup during low-risk periods without changing the automation settings.""}"
real_gpt54mini_med_50,run_044,3,meal_strategy,Defer prebolus and e-carb changes until meal timing is logged,medium,"{""action"": ""keep"", ""verify"": ""Log meal timestamp, bolus timing, and any rescue carb use for one week.""}"
real_gpt54mini_med_50,run_045,1,basal,Keep basal unchanged and verify with one logged window,high,"{""action"": ""keep"", ""review_direction"": ""verify one meal-logged daytime window and one overnight window before any basal edit"", ""do_not_change_together"": [""basal"", ""cr"", ""isf""]}"
real_gpt54mini_med_50,run_045,2,meal_strategy,Review upfront meal coverage before considering delayed coverage,medium,"{""action"": ""review"", ""approach"": ""prebolus_first"", ""bolus_split"": ""mostly_immediate"", ""smb_uam"": ""keep_enabled"", ""e_carbs"": ""not_routine""}"
real_gpt54mini_med_50,run_046,1,basal,Review the 00:00 basal segment first,high,"{""parameter_key"": ""profile.basal.00_00"", ""current_value"": ""0.6 U/h"", ""suggested_value"": ""0.55 U/h"", ""verification"": ""Recheck one overnight period before touching any other profile row.""}"
real_gpt54mini_med_50,run_046,2,meal,Keep meal changes separate until one logged meal is available,medium,"{""action"": ""defer_meal_setting_changes"", ""note"": ""No CR, prebolus, or e-carb change is supported yet.""}"
real_gpt54mini_med_50,run_047,1,basal,Keep the current profile and verify one normal overnight trace first,high,"{""action"": ""keep"", ""verification"": ""Review a single overnight trace around 00:00-02:00 on a normal night before changing basal.""}"
real_gpt54mini_med_50,run_047,2,meal,Collect meal-linked carb and bolus timing before revisiting CR or e-carbs,medium,"{""action"": ""collect_data"", ""details"": ""Track meal carbs, bolus timing, and 0-6 h glucose response before revisiting meal settings.""}"
real_gpt54mini_med_50,run_048,1,basal,Keep basal and target profile unchanged pending one fasting verification,high,"{""decision"": ""keep"", ""review_direction"": ""Verify one overnight fasting segment first, then reassess basal or target only if the fasting trace remains directional after removing correction and temp-target confounding."", ""parameter_group"": ""profile.basal_and_target""}"
real_gpt54mini_med_50,run_048,2,automation,Keep SMB/UAM and sensitivity settings unchanged,medium,"{""decision"": ""keep"", ""review_direction"": ""Hold SMB/UAM, dynamic sensitivity, and safety ceilings constant while observing whether the daytime pattern persists after a single basal verification."", ""parameter_group"": ""aaps.smb_uam_and_sensitivity""}"
real_gpt54mini_med_50,run_048,3,meal_strategy,Keep meal strategy conservative and verify one logged meal before considering changes,medium,"{""decision"": ""keep"", ""review_direction"": ""Do not add routine e-carbs or increase bolus aggressiveness yet; first collect one meal with carb amount, bolus timing, and 6-hour glucose follow-up."", ""parameter_group"": ""meal_bolus_and_ecarbs""}"
real_gpt54mini_med_50,run_049,1,profile,Keep the current profile and verify one quiet overnight period,high,"{""decision"": ""keep"", ""parameter_group"": ""profile"", ""verification"": ""Review one overnight window with no temp target, no site/sensor event, and no meal or correction overlap before considering any basal or target change.""}"
real_gpt54mini_med_50,run_049,2,automation,Keep SMB/UAM and Dynamic ISF unchanged during verification,medium,"{""decision"": ""keep"", ""parameter_group"": ""aaps"", ""verification"": ""Confirm that the next observed rise or fall is not driven by a logged meal, correction, or temporary target before revisiting automation limits.""}"
real_gpt54mini_med_50,run_049,3,meal_strategy,Log one fully described meal before changing prebolus or e-carbs,medium,"{""decision"": ""keep"", ""parameter_group"": ""meal_strategy"", ""verification"": ""Use one meal event with carb grams, bolus time, and follow-up CGM to determine whether prebolus or e-carbs are actually needed.""}"
real_gpt54mini_med_50,run_050,1,basal,Keep basal and targets unchanged for now,high,"{""action"": ""keep"", ""parameter_group"": ""profile.basal_and_target_segments"", ""review_plan"": ""Verify with one fasting or low-carb observation window before considering any basal change.""}"
real_gpt54mini_med_50,run_050,2,automation,Keep SMB/UAM and dynamic sensitivity unchanged,medium,"{""action"": ""keep"", ""parameter_group"": ""aaps.smb_uam_and_sensitivity"", ""review_plan"": ""Reassess only after meal-linked data show whether automation is under- or over-reacting.""}"
real_gpt54mini_med_50,run_050,3,meal_strategy,Use meal-linked observation before any bolus strategy change,medium,"{""action"": ""keep_and_observe"", ""parameter_group"": ""meal_bolus_strategy"", ""review_plan"": ""Do not alter prebolus or bolus split until a repeat meal pattern is documented.""}"
