experiment,run_id,rank,area,title,priority,suggested_change
real_deepseek_v4pro_50,run_008,1,isf,Lower ISF to reduce hypoglycaemia risk,safety,"{""parameter"": ""ISF 00:00"", ""current_value"": ""56 mg/dL/U"", ""suggested_value"": ""36 mg/dL/U""}"
real_deepseek_v4pro_50,run_008,2,meal_strategy,Begin carbohydrate logging to enable full profile review,medium,"{""parameter"": ""carbohydrate_logging"", ""description"": ""Start entering all carbohydrate intake in the Nightscout/AAPS system.""}"
real_deepseek_v4pro_50,run_009,1,basal,Overnight basal verification,medium,"{""segment"": ""00:00-05:00"", ""current_value"": ""0.6 U/h"", ""candidate_value"": ""0.55 U/h"", ""condition"": ""After verification of sustained fasting lows""}"
real_deepseek_v4pro_50,run_009,2,meal,Start carbohydrate logging,high,"{""action"": ""Begin logging meals in Nightscout/AAPS""}"
real_deepseek_v4pro_50,run_010,1,basal,Reduce overnight basal rate 00:00–05:00,high,"{""segment"": ""00:00–05:00"", ""current_value"": ""0.6 U/h"", ""suggested_value"": ""0.5 U/h""}"
real_deepseek_v4pro_50,run_010,2,basal,"After overnight stability, cautiously reduce early-evening basal 19:00–00:00",medium,"{""segment"": ""19:00–00:00"", ""current_value"": ""0.7 U/h"", ""suggested_value"": ""0.6 U/h""}"
real_deepseek_v4pro_50,run_010,3,meal_strategy,Begin logging all meals and carbohydrates in AAPS,medium,"{""action"": ""Start recording every meal and carbohydrate amount in AAPS.""}"
real_deepseek_v4pro_50,run_011,1,isf,Increase Insulin Sensitivity Factor (ISF) to reduce hypoglycemia risk,high,"{""parameter"": ""isf"", ""current_value"": ""56 mg/dL/U"", ""suggested_value"": ""70 mg/dL/U"", ""unit"": ""mg/dL/U""}"
real_deepseek_v4pro_50,run_011,2,meal_logging,Begin logging all carbohydrate intake,high,null
real_deepseek_v4pro_50,run_011,3,basal,Re‑evaluate early‑night basal rate after ISF adjustment and meal logging,medium,null
real_deepseek_v4pro_50,run_011,4,safety_limits,Lower max IOB and max basal limits to safer levels,low,"{""parameter"": ""max_iob_units"", ""current_value"": ""25 U"", ""suggested_value"": ""8 U""}"
real_deepseek_v4pro_50,run_012,1,aaps_safety,Reduce max IOB and max basal rate limits,high,"{""max_iob_units"": 8, ""max_basal_u_per_hour"": 4}"
real_deepseek_v4pro_50,run_012,2,meal_strategy,Begin logging all carbohydrates,high,{}
real_deepseek_v4pro_50,run_013,1,isf,Increase Insulin Sensitivity Factor (ISF),safety,"{""parameter"": ""profile.isf.00_00"", ""current_value"": ""56 mg/dL/U"", ""suggested_value"": ""110 mg/dL/U"", ""unit"": ""mg/dL/U""}"
real_deepseek_v4pro_50,run_014,1,aaps_safety_limits,Reduce max IOB and max basal limits,safety,"{""parameter"": ""AAPS / max basal and max IOB limits"", ""from"": ""max_basal_u_per_hour=12 U/h; max_iob_units=25 U"", ""to"": ""max_basal_u_per_hour=2 U/h; max_iob_units=5 U""}"
real_deepseek_v4pro_50,run_014,2,aaps_smb_delivery,Reduce UAM SMB aggressiveness,high,"{""parameter"": ""AAPS / SMB strength and frequency"", ""from"": ""max_uam_smb_basal_minutes=20 min"", ""to"": ""max_uam_smb_basal_minutes=10 min""}"
real_deepseek_v4pro_50,run_014,3,meal_strategy,Introduce manual meal logging and bolusing,high,null
real_deepseek_v4pro_50,run_015,1,basal,Reduce overnight basal rate to reduce hypoglycemia,high,"{""parameter"": ""profile.basal.00_00"", ""current_value"": ""0.6 U/h"", ""suggested_value"": ""0.5 U/h"", ""unit"": ""U/h""}"
real_deepseek_v4pro_50,run_015,2,aaps,Lower max IOB to a safe value,safety,"{""parameter"": ""aaps.core.safety_limits"", ""component"": ""max_iob_units"", ""current_value"": ""25 U"", ""suggested_value"": ""5 U"", ""unit"": ""U""}"
real_deepseek_v4pro_50,run_015,3,meal,Start consistent carbohydrate logging,high,"{""parameter"": ""meal_logging"", ""current_value"": null, ""suggested_value"": ""active logging of carbohydrates and meal boluses""}"
real_deepseek_v4pro_50,run_016,1,basal,Reduce overnight basal rate,safety,"{""parameter"": ""profile.basal.00_00"", ""from"": ""0.6 U/h"", ""to"": ""0.5 U/h""}"
real_deepseek_v4pro_50,run_016,2,monitoring,Verify overnight response before further changes,medium,null
real_deepseek_v4pro_50,run_016,3,meal_logging,Begin consistent carbohydrate logging,high,null
real_deepseek_v4pro_50,run_017,1,aaps,Reduce max IOB from 25 U to 10 U,safety,"""{\""parameter_key\"":\""aaps.core.safety_limits\"",\""current_value\"":\""max_basal_u_per_hour=12 U/h; max_iob_units=25 U\"",\""suggested_value\"":\""max_basal_u_per_hour=12 U/h; max_iob_units=10 U\""}"""
real_deepseek_v4pro_50,run_017,2,basal,Reduce basal 00:00 from 0.6 to 0.5 U/h,high,"""{\""parameter_key\"":\""profile.basal.00_00\"",\""current_value\"":\""0.6 U/h\"",\""suggested_value\"":\""0.5 U/h\""}"""
real_deepseek_v4pro_50,run_017,3,dia,Shorten DIA from 10 h to 8 h,medium,"""{\""parameter_key\"":\""profile.dia\"",\""current_value\"":\""10 h\"",\""suggested_value\"":\""8 h\""}"""
real_deepseek_v4pro_50,run_017,4,basal,Consider reducing basal 19:00 from 0.7 to 0.6 U/h,low,"""{\""parameter_key\"":\""profile.basal.19_00\"",\""current_value\"":\""0.7 U/h\"",\""suggested_value\"":\""0.6 U/h\""}"""
real_deepseek_v4pro_50,run_018,1,automation_sensitivity_limits,Immediately disable dynamic ISF by setting adjustment factor to 0%,safety,"{""dynamic_isf_adjustment_factor_percent"": ""0 %""}"
real_deepseek_v4pro_50,run_018,2,automation_smb_uam,Disable UAM to stop misinterpretation of unlogged meals,safety,"{""uam_enabled"": ""false""}"
real_deepseek_v4pro_50,run_018,3,aaps_safety_limits,Reduce max IOB to 5 U and max basal to 4 U/h as immediate safety caps,safety,"{""max_iob_units"": ""5 U"", ""max_basal_u_per_hour"": ""4 U/h""}"
real_deepseek_v4pro_50,run_018,4,meal_strategy,Begin logging all carbohydrates to enable accurate CR and meal-bolus assessment,high,null
real_deepseek_v4pro_50,run_019,1,basal,Reduce early overnight basal rate,high,"{""parameter_key"": ""profile.basal.00_00"", ""current_value"": ""0.6 U/h"", ""suggested_value"": ""0.5 U/h""}"
real_deepseek_v4pro_50,run_019,2,meal_logging,Begin logging all carbohydrate intake,high,null
real_deepseek_v4pro_50,run_020,1,basal,Reduce overnight basal from 0.6 U/h to 0.55 U/h (00:00-05:00),high,"""{\""profile.basal.00_00\"": \""0.55 U/h\""}"""
real_deepseek_v4pro_50,run_020,2,isf,Collect carbohydrate data before adjusting ISF,medium,"""{\""profile.isf.00_00\"": \""keep, reassess later\""}"""
real_deepseek_v4pro_50,run_021,1,basal,Reduce overnight basal rate 00:00-05:00,high,"{""basal_segment"": ""00:00-05:00"", ""current_value"": ""0.6 U/h"", ""suggested_value"": ""0.5 U/h""}"
real_deepseek_v4pro_50,run_021,2,meal_strategy,Start consistent meal and carb logging,medium,"{""action"": ""log_all_meals"", ""reason"": ""Enables CR and bolus evaluation; prerequisite for further meal strategy changes.""}"
real_deepseek_v4pro_50,run_022,1,basal,Reduce overnight basal 00:00-05:00,high,"{""parameter_key"": ""profile.basal.00_00"", ""old_value"": ""0.6 U/h"", ""new_value"": ""0.5 U/h""}"
real_deepseek_v4pro_50,run_022,2,aaps,Reduce Dynamic ISF aggressiveness,high,"{""parameter_key"": ""aaps.core.sensitivity"", ""old_value"": ""autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %"", ""new_value"": ""autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=100 %""}"
real_deepseek_v4pro_50,run_022,3,aaps,Align UAM max SMB basal minutes with regular SMB,medium,"{""parameter_key"": ""aaps.core.smb_delivery"", ""old_value"": ""smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min"", ""new_value"": ""smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=15 min""}"
real_deepseek_v4pro_50,run_023,1,uam_aggressiveness,Reduce UAM‑driven bolus size,safety,"{""aaps.core.smb_delivery"": {""max_uam_smb_basal_minutes"": 15}}"
real_deepseek_v4pro_50,run_023,2,safety_limits,Tighten maximum IOB limit,safety,"{""aaps.core.safety_limits"": {""max_iob_units"": 6}}"
real_deepseek_v4pro_50,run_023,3,carb_logging,Begin logging all carbohydrate intake,high,"{""consideration"": ""Start entering carbohydrate amounts and times for every meal and snack.""}"
real_deepseek_v4pro_50,run_024,1,dia,Reduce DIA to prevent IOB accumulation,high,"{""from"": ""10 h"", ""to"": ""6 h""}"
real_deepseek_v4pro_50,run_024,2,isf,Increase ISF to match observed sensitivity,high,"{""from"": ""56 mg/dL/U"", ""to"": ""70 mg/dL/U""}"
real_deepseek_v4pro_50,run_024,3,smb_activation,Disable always-on SMB to reduce micro-bolus frequency,high,"{""smb_always_enabled"": false}"
real_deepseek_v4pro_50,run_024,4,smb_strength,Moderate SMB delivery strength,medium,"{""smb_interval_minutes"": ""10 min"", ""max_smb_basal_minutes"": ""10 min"", ""max_uam_smb_basal_minutes"": ""15 min""}"
real_deepseek_v4pro_50,run_024,5,dynamic_isf,Reduce Dynamic ISF factor to lessen sensitivity over-estimation,medium,"{""dynamic_isf_adjustment_factor_percent"": ""50 %""}"
real_deepseek_v4pro_50,run_025,1,isf,Increase profile ISF,high,"{""parameter_key"": ""profile.isf.00_00"", ""current_value"": ""56 mg/dL/U"", ""suggested_value"": ""100 mg/dL/U""}"
real_deepseek_v4pro_50,run_025,2,safety_limits,Reduce max IOB to 7 U,safety,"{""parameter_key"": ""aaps.core.safety_limits"", ""current_value"": ""max_basal_u_per_hour=12 U/h; max_iob_units=25 U"", ""suggested_value"": ""max_basal_u_per_hour=12 U/h; max_iob_units=7 U""}"
real_deepseek_v4pro_50,run_026,1,UAM SMB delivery,Reduce UAM SMB aggression temporarily,safety,"{""parameter"": ""max_uam_smb_basal_minutes"", ""current_value"": ""20 min"", ""suggested_value"": ""10 min""}"
real_deepseek_v4pro_50,run_026,2,meal logging,Begin logging all meals with carbohydrate amounts,high,"{""action"": ""start_logging"", ""immediate_bolus_percent"": 100, ""prebolus_minutes"": ""10-15""}"
real_deepseek_v4pro_50,run_027,1,isf,Lower ISF to reduce hypoglycemia from corrections,high,"{""parameter"": ""profile.isf.00_00"", ""from"": ""56"", ""to"": ""38"", ""unit"": ""mg/dL/U""}"
real_deepseek_v4pro_50,run_027,2,basal,Reduce overnight basal to lessen nocturnal hypoglycemia,medium,"{""parameter"": ""profile.basal.00_00"", ""from"": ""0.6"", ""to"": ""0.55"", ""unit"": ""U/h""}"
real_deepseek_v4pro_50,run_028,1,isf,Increase profile ISF to reduce correction aggressiveness,high,"{""parameter"": ""Profile / ISF 00:00 (flat)"", ""current_value"": ""56 mg/dL/U"", ""suggested_value"": ""70 mg/dL/U""}"
real_deepseek_v4pro_50,run_028,2,aaps safety limits,Reduce max IOB to a safe multiple of daily insulin,high,"{""parameter"": ""AAPS / max basal and max IOB limits"", ""current_value"": ""max_basal_u_per_hour=12 U/h; max_iob_units=25 U"", ""suggested_value"": ""max_basal_u_per_hour=12 U/h; max_iob_units=5 U""}"
real_deepseek_v4pro_50,run_028,3,aaps carb absorption,Lower min 5m carbimpact to moderate UAM sensitivity,medium,"{""parameter"": ""AAPS / carbohydrate absorption model"", ""current_value"": ""min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h"", ""suggested_value"": ""min_5m_carbimpact=5 mg/dL/5 min; meal_max_absorption_hours=7 h""}"
real_deepseek_v4pro_50,run_029,1,dia,Reduce Duration of Insulin Action (DIA) to 5 hours,high,"""{\""parameter_key\"":\""profile.dia\"",\""current_value\"":\""10 h\"",\""new_value\"":\""5 h\""}"""
real_deepseek_v4pro_50,run_029,2,meal,Log All Meal Carbohydrates to Enable Future Strategy Tuning,medium,null
real_deepseek_v4pro_50,run_030,1,basal,Reduce overnight basal rate,high,"{""parameter_key"": ""profile.basal.00_00"", ""current_value"": ""0.6 U/h"", ""suggested_value"": ""0.5 U/h""}"
real_deepseek_v4pro_50,run_030,2,safety,Tighten max basal and max IOB safety limits,high,"{""parameters"": [{""parameter_key"": ""aaps.core.safety_limits"", ""component"": ""max_basal_u_per_hour"", ""current_value"": ""12 U/h"", ""suggested_value"": ""3 U/h""}, {""parameter_key"": ""aaps.core.safety_limits"", ""component"": ""max_iob_units"", ""current_value"": ""25 U"", ""suggested_value"": ""5 U""}]}"
real_deepseek_v4pro_50,run_030,3,meal,Begin carbohydrate logging,medium,null
real_deepseek_v4pro_50,run_031,1,isf,Increase ISF to reflect actual insulin sensitivity,high,"{""parameter"": ""ISF (00:00)"", ""current_value"": ""56 mg/dL/U"", ""suggested_value"": ""90 mg/dL/U"", ""unit"": ""mg/dL/U""}"
real_deepseek_v4pro_50,run_031,2,basal,Re-evaluate overnight basal after ISF correction,medium,"{""parameter"": ""Basal 00:00-05:00"", ""current_value"": ""0.6-0.7 U/h"", ""suggested_action"": ""If fasting BG <80 mg/dL, reduce each segment by 0.1 U/h per day""}"
real_deepseek_v4pro_50,run_031,3,meal_strategy,Start carbohydrate logging to enable CR and meal optimization,medium,"{""action"": ""Log all carbs and prebolus timing for at least 7 days""}"
real_deepseek_v4pro_50,run_032,1,automation_sensitivity,Reduce dynamic ISF adjustment factor to 100%,high,"{""parameter_key"": ""aaps.core.sensitivity"", ""current_value"": ""autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %"", ""suggested_value"": ""autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=100 %""}"
real_deepseek_v4pro_50,run_032,2,automation_safety,Lower maximum IOB and maximal basal rate,high,"{""parameter_key"": ""aaps.core.safety_limits"", ""current_value"": ""max_basal_u_per_hour=12 U/h; max_iob_units=25 U"", ""suggested_value"": ""max_basal_u_per_hour=2 U/h; max_iob_units=10 U""}"
real_deepseek_v4pro_50,run_032,3,meal_strategy,Introduce carbohydrate logging and pre‑bolusing,medium,null
real_deepseek_v4pro_50,run_033,1,isf,Raise profile ISF and disable Dynamic ISF amplification,safety,"{""profile_isf_mg_dl_per_unit"": {""from"": 56, ""to"": 75}, ""dynamic_isf_adjustment_factor_percent"": {""from"": 70, ""to"": 100}}"
real_deepseek_v4pro_50,run_033,2,basal,Reduce overnight basal rate (00:00-05:00),medium,"{""profile_basal_00_00_u_per_h"": {""from"": 0.6, ""to"": 0.5}}"
real_deepseek_v4pro_50,run_034,1,isf,Reduce Insulin Sensitivity Factor (ISF),high,"{""isf_segments"": [{""start_time"": ""00:00"", ""mg_dl_per_unit"": 50}]}"
real_deepseek_v4pro_50,run_034,2,meal_bolus_strategy,Start Carbohydrate Logging,high,"{""action"": ""begin_logging_all_carb_intake""}"
real_deepseek_v4pro_50,run_035,1,meal,Begin logging all carbohydrates and declare a meal strategy,high,"{""action"": ""Log all carbohydrate intake in AAPS and declare a meal strategy with prebolus 15 min, 100% immediate bolus, and e-carbs disabled.""}"
real_deepseek_v4pro_50,run_035,2,aaps_limits,Reduce max IOB and max basal limits to safe physiological ranges,safety,"{""max_iob_units"": 5, ""max_basal_u_per_hour"": 4}"
real_deepseek_v4pro_50,run_036,1,isf,Increase base ISF from 56 to 70 mg/dL/U,high,"{""parameter"": ""profile.isf.00_00"", ""from"": ""56"", ""to"": ""70""}"
real_deepseek_v4pro_50,run_036,2,automation_uam,Reduce min_5m_carbimpact to 3 mg/dL/5 min and meal_max_absorption_hours to 5 hours,high,"{""parameter"": ""aaps.core.carb_absorption"", ""components"": [{""key"": ""min_5m_carbimpact"", ""from"": ""8"", ""to"": ""3""}, {""key"": ""meal_max_absorption_hours"", ""from"": ""7"", ""to"": ""5""}]}"
real_deepseek_v4pro_50,run_036,3,dia,Reduce DIA from 10 to 7 hours,medium,"{""parameter"": ""profile.dia"", ""from"": ""10"", ""to"": ""7""}"
real_deepseek_v4pro_50,run_036,4,automation_sensitivity,Set dynamic_isf_adjustment_factor_percent to 100%,medium,"{""parameter"": ""aaps.core.sensitivity"", ""component"": ""dynamic_isf_adjustment_factor_percent"", ""from"": ""70%"", ""to"": ""100%""}"
real_deepseek_v4pro_50,run_036,5,automation_safety,Lower max IOB to 10 U,low,"{""parameter"": ""aaps.core.safety_limits"", ""component"": ""max_iob_units"", ""from"": ""25"", ""to"": ""10""}"
real_deepseek_v4pro_50,run_037,1,basal,Reduce overnight basal from 00:00 to 05:00,high,"{""parameter"": ""profile.basal.00_00"", ""current_value"": ""0.6 U/h"", ""suggested_value"": ""0.5 U/h""}"
real_deepseek_v4pro_50,run_037,2,safety_limits,Lower max IOB safety limit,medium,"{""parameter"": ""aaps.core.safety_limits"", ""current_value"": ""max_iob_units=25 U"", ""suggested_value"": ""max_iob_units=8 U""}"
real_deepseek_v4pro_50,run_037,3,meal_bolus_strategy,Start logging all meals with carbohydrate estimates,high,null
real_deepseek_v4pro_50,run_039,1,basal,Reduce overnight basal rate,high,"{""parameter"": ""Profile / basal 00:00"", ""from"": ""0.6 U/h"", ""to"": ""0.5 U/h"", ""rationale"": ""Hourly glucose low% peaks at 01:00 (18.5%) and remains elevated through 03:00 before dropping; the profile does not reflect this early‑night insulin‑sensitivity window.""}"
real_deepseek_v4pro_50,run_039,2,max_iob,Reduce max IOB to a safe level,safety,"{""parameter"": ""AAPS / max basal and max IOB limits"", ""from"": ""max_iob_units=25 U"", ""to"": ""max_iob_units=5 U"", ""rationale"": ""Demonstrated by total daily insulin and historical IOB peaks ≤6 U; a 5 U cap provides safe headroom while preventing catastrophic stacking.""}"
real_deepseek_v4pro_50,run_040,1,basal,Evaluate overnight basal rate after a fasting test,high,"{""action"": ""if fasting test confirms basal excess, consider reducing 00:00-05:00 basal rate from 0.6 U/h to 0.5 U/h""}"
real_deepseek_v4pro_50,run_040,2,meal_strategy,Start logging all meals with carb counts and timing,high,"{""action"": ""log all meals, carb grams and exact time""}"
real_deepseek_v4pro_50,run_041,1,target,Raise overnight glucose targets to reduce hypoglycemia risk,high,"{""profile.target.00_00"": {""low_mg_dl"": 100, ""high_mg_dl"": 100}, ""profile.target.23_00"": {""low_mg_dl"": 100, ""high_mg_dl"": 100}}"
real_deepseek_v4pro_50,run_041,2,basal,Reduce overnight basal rate to match observed insulin needs,high,"{""profile.basal.00_00"": ""0.5 U/h""}"
real_deepseek_v4pro_50,run_041,3,isf,Lower static ISF to reduce reliance on dynamic ISF compensation,high,"{""profile.isf.00_00"": ""35 mg/dL/U""}"
real_deepseek_v4pro_50,run_041,4,dia,Shorten DIA to match expected insulin action time,medium,"{""profile.dia"": ""6 h""}"
real_deepseek_v4pro_50,run_041,5,aaps safety limits,Reduce max IOB to a safe protective ceiling,safety,"{""aaps.core.safety_limits"": {""max_iob_units"": 8}}"
real_deepseek_v4pro_50,run_042,1,aaps_uam,Reduce UAM‑driven meal detection sensitivity,high,"""{\""parameter_key\"": \""aaps.core.carb_absorption\"", \""component\"": \""min_5m_carbimpact\"", \""current_value\"": \""8 mg/dL/5 min\"", \""suggested_value\"": \""5 mg/dL/5 min\""}"""
real_deepseek_v4pro_50,run_042,2,aaps_sensitivity,Reduce Dynamic ISF aggressiveness,high,"""{\""parameter_key\"": \""aaps.core.sensitivity\"", \""component\"": \""dynamic_isf_adjustment_factor_percent\"", \""current_value\"": \""70 %\"", \""suggested_value\"": \""50 %\""}"""
real_deepseek_v4pro_50,run_043,1,isf,Correct the ISF: raise from 56 to 180 mg/dL/U as a safe initial step,safety,"{""profile.isf.00_00"": ""180 mg/dL/U (from 56)""}"
real_deepseek_v4pro_50,run_043,2,max_iob,Reduce max IOB to 2.0 U,safety,"{""aaps.core.safety_limits.max_iob_units"": ""2.0 U (from 25)""}"
real_deepseek_v4pro_50,run_043,3,meal_strategy,Begin logging all carbohydrates and bolus timestamps immediately,medium,null
real_deepseek_v4pro_50,run_044,1,isf,Increase Insulin Sensitivity Factor (ISF) to reduce over-insulinization,high,"{""parameter"": ""profile.isf.00_00"", ""current_value"": ""56 mg/dL/U"", ""suggested_value"": ""70 mg/dL/U""}"
real_deepseek_v4pro_50,run_044,2,meal_strategy,Introduce carbohydrate logging for at least one daily meal,medium,null
real_deepseek_v4pro_50,run_045,1,isf,Reduce ISF to improve safety,safety,"{""parameter"": ""Profile / ISF 00:00"", ""current_value"": ""56 mg/dL/U"", ""new_value"": ""40 mg/dL/U""}"
real_deepseek_v4pro_50,run_045,2,aaps,Tighten max basal and max IOB limits after ISF correction,high,"{""parameter"": ""max_basal_u_per_hour and max_iob_units"", ""current_value"": ""max_basal_u_per_hour=12 U/h; max_iob_units=25 U"", ""new_value"": ""max_basal_u_per_hour=3 U/h; max_iob_units=8 U""}"
real_deepseek_v4pro_50,run_046,1,aaps_safety_limits,Immediately reduce max IOB to a safe level,safety,"{""parameter_key"": ""aaps.core.safety_limits"", ""component"": ""max_iob_units"", ""from"": ""25 U"", ""to"": ""12 U""}"
real_deepseek_v4pro_50,run_046,2,dia,Reduce DIA from 10 h to 6 h,high,"{""parameter_key"": ""profile.dia"", ""from"": ""10 h"", ""to"": ""6 h""}"
real_deepseek_v4pro_50,run_046,3,basal,Keep basal rates unchanged and reassess after DIA/max IOB correction,medium,null
real_deepseek_v4pro_50,run_047,1,isf,Raise static ISF to 80 mg/dL/U,safety,"{""parameter"": ""profile.isf.00_00"", ""current_value"": ""56 mg/dL/U"", ""suggested_value"": ""80 mg/dL/U""}"
real_deepseek_v4pro_50,run_047,2,meal_strategy,Log all meals and use proactive bolusing,high,null
real_deepseek_v4pro_50,run_048,1,basal,Reduce overnight basal rate 00:00-05:00,high,"{""parameter"": ""basal 00:00-05:00"", ""current"": ""0.6 U/h"", ""suggested"": ""0.5 U/h""}"
real_deepseek_v4pro_50,run_048,2,aaps,Tighten max basal and max IOB safety limits,safety,"{""parameter"": ""max_basal_u_per_hour"", ""current"": ""12 U/h"", ""suggested"": ""4 U/h""}"
real_deepseek_v4pro_50,run_048,3,meal_logging,Begin logging all carbohydrate entries,high,"{""action"": ""log all meals with carbohydrate grams in AAPS/Nightscout""}"
real_deepseek_v4pro_50,run_049,1,basal,Reduce overnight basal rate,high,"{""parameter"": ""profile.basal.00_00"", ""current_value"": ""0.6 U/h"", ""new_value"": ""0.5 U/h""}"
real_deepseek_v4pro_50,run_049,2,meal_strategy,Start logging meal carbohydrates,medium,"{""action"": ""Enter carbohydrate amounts and prebolus timing for meals consistently.""}"
real_deepseek_v4pro_50,run_050,1,basal,Reduce overnight basal rate,high,"{""parameter"": ""profile.basal.00_00"", ""current_value"": ""0.6 U/h"", ""suggested_value"": ""0.5 U/h""}"
real_deepseek_v4pro_50,run_050,2,isf,Adjust insulin sensitivity factor,medium,"{""parameter"": ""profile.isf.00_00"", ""current_value"": ""56 mg/dL/U"", ""suggested_value"": ""40 mg/dL/U""}"
real_deepseek_v4pro_50,run_050,3,dia,Shorten duration of insulin action,medium,"{""parameter"": ""profile.dia"", ""current_value"": ""10 h"", ""suggested_value"": ""6 h""}"
