experiment,run_a,run_b,summary_similarity,profile_rec_similarity,meal_suggestion_similarity,change_set_jaccard,same_primary_rec_area,same_profile_focus
real_deepseek_v4pro_50,run_002,run_022,0.032,0.744,0.017,0.25,True,True
real_deepseek_v4pro_50,run_002,run_023,0.043,0.268,0.077,0.333,False,True
real_deepseek_v4pro_50,run_002,run_024,0.018,0.4,0.224,0.0,False,False
real_deepseek_v4pro_50,run_002,run_025,0.04,0.458,0.038,0.333,False,False
real_deepseek_v4pro_50,run_002,run_026,0.032,0.229,0.033,0.0,False,True
real_deepseek_v4pro_50,run_002,run_027,0.105,0.391,0.144,0.333,False,False
real_deepseek_v4pro_50,run_002,run_028,0.046,0.432,0.015,0.25,False,False
real_deepseek_v4pro_50,run_002,run_029,0.085,0.427,0.033,0.0,False,False
real_deepseek_v4pro_50,run_002,run_030,0.072,0.611,0.013,1.0,True,True
real_deepseek_v4pro_50,run_002,run_031,0.042,0.406,0.024,0.0,False,False
real_deepseek_v4pro_50,run_002,run_032,0.039,0.019,0.116,0.333,False,True
real_deepseek_v4pro_50,run_002,run_033,0.053,0.348,0.043,0.25,False,False
real_deepseek_v4pro_50,run_002,run_034,0.049,0.439,0.037,0.0,False,False
real_deepseek_v4pro_50,run_002,run_035,0.019,0.035,0.327,0.5,False,True
real_deepseek_v4pro_50,run_002,run_036,0.049,0.46,0.024,0.167,False,False
real_deepseek_v4pro_50,run_002,run_037,0.136,0.657,0.036,1.0,True,True
real_deepseek_v4pro_50,run_002,run_038,0.115,0.733,0.072,0.5,False,True
real_deepseek_v4pro_50,run_002,run_039,0.083,0.6,0.028,1.0,True,True
real_deepseek_v4pro_50,run_002,run_040,0.129,0.262,0.008,0.0,True,True
real_deepseek_v4pro_50,run_002,run_041,0.054,0.253,0.083,0.333,False,False
real_deepseek_v4pro_50,run_002,run_042,0.044,0.051,0.019,0.0,False,True
real_deepseek_v4pro_50,run_002,run_043,0.031,0.413,0.037,0.333,False,False
real_deepseek_v4pro_50,run_002,run_044,0.064,0.411,0.172,0.0,False,False
real_deepseek_v4pro_50,run_002,run_045,0.172,0.016,0.012,0.333,False,False
real_deepseek_v4pro_50,run_002,run_046,0.117,0.431,0.076,0.333,False,False
real_deepseek_v4pro_50,run_002,run_047,0.097,0.134,0.05,0.0,False,False
real_deepseek_v4pro_50,run_002,run_048,0.037,0.595,0.022,1.0,True,True
real_deepseek_v4pro_50,run_002,run_049,0.046,0.657,0.09,0.5,True,True
real_deepseek_v4pro_50,run_002,run_050,0.172,0.451,0.03,0.25,True,True
real_deepseek_v4pro_50,run_003,run_004,0.025,0.51,0.031,0.25,False,True
real_deepseek_v4pro_50,run_003,run_005,0.04,0.206,0.031,0.333,False,False
real_deepseek_v4pro_50,run_003,run_006,0.061,0.362,0.049,0.5,False,False
real_deepseek_v4pro_50,run_003,run_007,0.092,0.928,0.042,0.333,True,True
real_deepseek_v4pro_50,run_003,run_008,0.066,0.259,0.053,0.5,False,False
real_deepseek_v4pro_50,run_003,run_009,0.056,0.222,0.023,0.0,True,True
real_deepseek_v4pro_50,run_003,run_010,0.056,0.617,0.313,0.333,True,True
real_deepseek_v4pro_50,run_003,run_011,0.053,0.202,0.026,0.333,False,False
real_deepseek_v4pro_50,run_003,run_012,0.022,0.077,0.133,0.0,False,True
real_deepseek_v4pro_50,run_003,run_013,0.045,0.35,0.088,0.5,False,False
real_deepseek_v4pro_50,run_003,run_014,0.042,0.235,0.035,0.0,False,True
real_deepseek_v4pro_50,run_003,run_015,0.035,0.542,0.136,0.333,True,True
real_deepseek_v4pro_50,run_003,run_016,0.041,0.562,0.007,0.5,True,True
real_deepseek_v4pro_50,run_003,run_017,0.024,0.513,0.02,0.2,False,True
real_deepseek_v4pro_50,run_003,run_018,0.055,0.204,0.031,0.0,False,False
real_deepseek_v4pro_50,run_003,run_019,0.069,0.715,0.191,0.5,True,True
real_deepseek_v4pro_50,run_003,run_020,0.029,0.494,0.016,0.5,True,True
real_deepseek_v4pro_50,run_003,run_021,0.084,0.489,0.018,0.5,True,True
real_deepseek_v4pro_50,run_003,run_022,0.031,0.449,0.017,0.25,True,True
real_deepseek_v4pro_50,run_003,run_023,0.039,0.327,0.031,0.0,False,True
real_deepseek_v4pro_50,run_003,run_024,0.016,0.444,0.242,0.167,False,False
real_deepseek_v4pro_50,run_003,run_025,0.038,0.305,0.019,0.333,False,False
real_deepseek_v4pro_50,run_003,run_026,0.034,0.256,0.006,0.0,False,True
real_deepseek_v4pro_50,run_003,run_027,0.056,0.299,0.033,1.0,False,False
real_deepseek_v4pro_50,run_003,run_028,0.038,0.338,0.07,0.25,False,False
real_deepseek_v4pro_50,run_003,run_029,0.049,0.297,0.08,0.0,False,False
real_deepseek_v4pro_50,run_003,run_030,0.063,0.791,0.016,0.333,True,True
real_deepseek_v4pro_50,run_003,run_031,0.027,0.312,0.024,0.5,False,False
real_deepseek_v4pro_50,run_003,run_032,0.055,0.034,0.032,0.0,False,True
real_deepseek_v4pro_50,run_003,run_033,0.078,0.308,0.037,0.667,False,False
real_deepseek_v4pro_50,run_003,run_034,0.032,0.429,0.143,0.5,False,False
real_deepseek_v4pro_50,run_003,run_035,0.016,0.021,0.342,0.0,False,True
real_deepseek_v4pro_50,run_003,run_036,0.029,0.387,0.031,0.167,False,False
real_deepseek_v4pro_50,run_003,run_037,0.095,0.928,0.139,0.333,True,True
real_deepseek_v4pro_50,run_003,run_038,0.046,0.45,0.077,0.5,False,True
real_deepseek_v4pro_50,run_003,run_039,0.058,0.826,0.016,0.333,True,True
real_deepseek_v4pro_50,run_003,run_040,0.049,0.317,0.094,0.0,True,True
real_deepseek_v4pro_50,run_003,run_041,0.092,0.285,0.101,0.333,False,False
real_deepseek_v4pro_50,run_003,run_042,0.054,0.091,0.019,0.0,False,True
real_deepseek_v4pro_50,run_003,run_043,0.042,0.297,0.146,0.333,False,False
real_deepseek_v4pro_50,run_003,run_044,0.076,0.302,0.025,0.5,False,False
real_deepseek_v4pro_50,run_003,run_045,0.052,0.01,0.114,0.333,False,False
real_deepseek_v4pro_50,run_003,run_046,0.055,0.5,0.051,0.0,False,False
real_deepseek_v4pro_50,run_003,run_047,0.044,0.167,0.022,0.5,False,False
real_deepseek_v4pro_50,run_003,run_048,0.04,0.775,0.015,0.333,True,True
real_deepseek_v4pro_50,run_003,run_049,0.04,0.928,0.022,0.5,True,True
real_deepseek_v4pro_50,run_003,run_050,0.07,0.502,0.008,0.667,True,True
real_deepseek_v4pro_50,run_004,run_005,0.046,0.23,0.031,0.0,False,False
real_deepseek_v4pro_50,run_004,run_006,0.064,0.25,0.052,0.0,False,False
real_deepseek_v4pro_50,run_004,run_007,0.049,0.442,0.06,0.25,False,True
real_deepseek_v4pro_50,run_004,run_008,0.053,0.359,0.023,0.0,False,False
real_deepseek_v4pro_50,run_004,run_009,0.024,0.124,0.06,0.0,False,True
real_deepseek_v4pro_50,run_004,run_010,0.013,0.4,0.424,0.25,False,True
real_deepseek_v4pro_50,run_004,run_011,0.064,0.176,0.088,0.25,False,False
real_deepseek_v4pro_50,run_004,run_012,0.071,0.065,0.061,0.333,False,True
real_deepseek_v4pro_50,run_004,run_013,0.036,0.244,0.012,0.0,False,False
real_deepseek_v4pro_50,run_004,run_014,0.047,0.234,0.015,0.25,False,True
real_deepseek_v4pro_50,run_004,run_015,0.084,0.25,0.075,0.667,False,True
real_deepseek_v4pro_50,run_004,run_016,0.102,0.505,0.108,0.333,False,True
real_deepseek_v4pro_50,run_004,run_017,0.071,0.423,0.067,0.4,False,True
real_deepseek_v4pro_50,run_004,run_018,0.048,0.194,0.043,0.2,False,False
real_deepseek_v4pro_50,run_004,run_019,0.036,0.719,0.106,0.333,False,True
real_deepseek_v4pro_50,run_004,run_020,0.048,0.435,0.023,0.333,False,True
real_deepseek_v4pro_50,run_004,run_021,0.031,0.466,0.061,0.333,False,True
real_deepseek_v4pro_50,run_004,run_022,0.016,0.391,0.093,0.2,False,True
real_deepseek_v4pro_50,run_004,run_023,0.093,0.332,0.062,0.25,False,True
real_deepseek_v4pro_50,run_004,run_024,0.076,0.3,0.224,0.0,False,False
real_deepseek_v4pro_50,run_004,run_025,0.03,0.384,0.031,0.25,False,False
real_deepseek_v4pro_50,run_004,run_026,0.08,0.204,0.06,0.0,False,True
real_deepseek_v4pro_50,run_004,run_027,0.089,0.356,0.014,0.25,False,False
real_deepseek_v4pro_50,run_004,run_028,0.031,0.311,0.047,0.2,False,False
real_deepseek_v4pro_50,run_004,run_029,0.053,0.4,0.009,0.0,False,False
real_deepseek_v4pro_50,run_004,run_030,0.101,0.431,0.1,0.667,False,True
real_deepseek_v4pro_50,run_004,run_031,0.083,0.383,0.086,0.0,False,False
real_deepseek_v4pro_50,run_004,run_032,0.025,0.034,0.088,0.25,False,True
real_deepseek_v4pro_50,run_004,run_033,0.106,0.299,0.056,0.2,False,False
real_deepseek_v4pro_50,run_004,run_034,0.086,0.293,0.086,0.0,False,False
real_deepseek_v4pro_50,run_004,run_035,0.049,0.042,0.233,0.333,False,True
real_deepseek_v4pro_50,run_004,run_036,0.065,0.261,0.109,0.143,False,False
real_deepseek_v4pro_50,run_004,run_037,0.065,0.442,0.059,0.667,False,True
real_deepseek_v4pro_50,run_004,run_038,0.061,0.627,0.114,0.333,False,True
real_deepseek_v4pro_50,run_004,run_039,0.1,0.326,0.026,0.667,False,True
real_deepseek_v4pro_50,run_004,run_040,0.106,0.34,0.026,0.0,False,True
real_deepseek_v4pro_50,run_004,run_041,0.057,0.339,0.06,0.286,False,False
real_deepseek_v4pro_50,run_004,run_042,0.018,0.072,0.016,0.0,False,True
real_deepseek_v4pro_50,run_004,run_043,0.083,0.3,0.079,0.25,False,False
real_deepseek_v4pro_50,run_004,run_044,0.028,0.335,0.07,0.0,False,False
real_deepseek_v4pro_50,run_004,run_045,0.057,0.014,0.024,0.25,False,False
real_deepseek_v4pro_50,run_004,run_046,0.091,0.316,0.062,0.25,False,False
real_deepseek_v4pro_50,run_004,run_047,0.098,0.164,0.03,0.0,False,False
real_deepseek_v4pro_50,run_004,run_048,0.067,0.265,0.054,0.667,False,True
real_deepseek_v4pro_50,run_004,run_049,0.077,0.442,0.077,0.333,False,True
real_deepseek_v4pro_50,run_004,run_050,0.099,0.143,0.024,0.2,False,True
real_deepseek_v4pro_50,run_005,run_006,0.109,0.321,0.007,0.5,True,True
real_deepseek_v4pro_50,run_005,run_007,0.081,0.22,0.03,0.0,False,False
real_deepseek_v4pro_50,run_005,run_008,0.044,0.465,0.095,0.5,True,True
real_deepseek_v4pro_50,run_005,run_009,0.079,0.023,0.046,0.0,False,False
real_deepseek_v4pro_50,run_005,run_010,0.088,0.207,0.088,0.0,False,False
real_deepseek_v4pro_50,run_005,run_011,0.045,0.373,0.067,0.333,True,True
real_deepseek_v4pro_50,run_005,run_012,0.05,0.025,0.037,0.0,False,False
real_deepseek_v4pro_50,run_005,run_013,0.084,0.342,0.013,0.5,True,True
real_deepseek_v4pro_50,run_005,run_014,0.043,0.277,0.084,0.0,False,False
real_deepseek_v4pro_50,run_005,run_015,0.028,0.36,0.009,0.0,False,False
real_deepseek_v4pro_50,run_005,run_016,0.036,0.126,0.022,0.0,False,False
real_deepseek_v4pro_50,run_005,run_017,0.057,0.25,0.114,0.2,False,False
real_deepseek_v4pro_50,run_005,run_018,0.083,0.284,0.043,0.0,False,False
real_deepseek_v4pro_50,run_005,run_019,0.035,0.244,0.034,0.0,False,False
real_deepseek_v4pro_50,run_005,run_020,0.052,0.28,0.037,0.0,False,False
real_deepseek_v4pro_50,run_005,run_021,0.161,0.139,0.018,0.0,False,False
real_deepseek_v4pro_50,run_005,run_022,0.03,0.322,0.037,0.0,False,False
real_deepseek_v4pro_50,run_005,run_023,0.018,0.149,0.092,0.0,False,False
real_deepseek_v4pro_50,run_005,run_024,0.045,0.204,0.357,0.4,False,False
real_deepseek_v4pro_50,run_005,run_025,0.08,0.425,0.045,0.333,True,True
real_deepseek_v4pro_50,run_005,run_026,0.04,0.221,0.104,0.0,False,False
real_deepseek_v4pro_50,run_005,run_027,0.06,0.538,0.163,0.333,True,True
real_deepseek_v4pro_50,run_005,run_028,0.068,0.41,0.08,0.25,True,True
real_deepseek_v4pro_50,run_005,run_029,0.055,0.258,0.015,0.5,False,False
real_deepseek_v4pro_50,run_005,run_030,0.044,0.194,0.064,0.0,False,False
real_deepseek_v4pro_50,run_005,run_031,0.082,0.45,0.073,0.5,True,True
real_deepseek_v4pro_50,run_005,run_032,0.048,0.057,0.152,0.0,False,False
real_deepseek_v4pro_50,run_005,run_033,0.019,0.393,0.02,0.25,True,True
real_deepseek_v4pro_50,run_005,run_034,0.092,0.318,0.024,0.5,True,True
real_deepseek_v4pro_50,run_005,run_035,0.017,0.02,0.271,0.0,False,False
real_deepseek_v4pro_50,run_005,run_036,0.083,0.336,0.037,0.4,True,True
real_deepseek_v4pro_50,run_005,run_037,0.068,0.22,0.038,0.0,False,False
real_deepseek_v4pro_50,run_005,run_038,0.027,0.169,0.017,0.0,False,False
real_deepseek_v4pro_50,run_005,run_039,0.052,0.195,0.038,0.0,False,False
real_deepseek_v4pro_50,run_005,run_040,0.055,0.209,0.031,0.0,False,False
real_deepseek_v4pro_50,run_005,run_041,0.066,0.315,0.042,0.333,False,False
real_deepseek_v4pro_50,run_005,run_042,0.045,0.023,0.036,0.0,False,False
real_deepseek_v4pro_50,run_005,run_043,0.047,0.398,0.04,0.333,True,True
real_deepseek_v4pro_50,run_005,run_044,0.083,0.429,0.032,0.5,True,True
real_deepseek_v4pro_50,run_005,run_045,0.11,0.139,0.081,0.333,True,True
real_deepseek_v4pro_50,run_005,run_046,0.072,0.173,0.044,0.333,False,False
real_deepseek_v4pro_50,run_005,run_047,0.046,0.278,0.104,0.5,True,True
real_deepseek_v4pro_50,run_005,run_048,0.056,0.186,0.017,0.0,False,False
real_deepseek_v4pro_50,run_005,run_049,0.033,0.22,0.023,0.0,False,False
real_deepseek_v4pro_50,run_005,run_050,0.071,0.287,0.114,0.667,False,False
real_deepseek_v4pro_50,run_006,run_007,0.086,0.4,0.044,0.0,False,False
real_deepseek_v4pro_50,run_006,run_008,0.06,0.436,0.012,1.0,True,True
real_deepseek_v4pro_50,run_006,run_009,0.097,0.026,0.078,0.0,False,False
real_deepseek_v4pro_50,run_006,run_010,0.059,0.419,0.306,0.0,False,False
real_deepseek_v4pro_50,run_006,run_011,0.074,0.494,0.164,0.5,True,True
real_deepseek_v4pro_50,run_006,run_012,0.109,0.031,0.163,0.0,False,False
real_deepseek_v4pro_50,run_006,run_013,0.134,0.935,0.013,1.0,True,True
real_deepseek_v4pro_50,run_006,run_014,0.045,0.124,0.037,0.0,False,False
real_deepseek_v4pro_50,run_006,run_015,0.109,0.221,0.006,0.0,False,False
real_deepseek_v4pro_50,run_006,run_016,0.062,0.356,0.035,0.0,False,False
real_deepseek_v4pro_50,run_006,run_017,0.115,0.312,0.065,0.0,False,False
real_deepseek_v4pro_50,run_006,run_018,0.049,0.202,0.044,0.0,False,False
real_deepseek_v4pro_50,run_006,run_019,0.046,0.291,0.075,0.0,False,False
real_deepseek_v4pro_50,run_006,run_020,0.069,0.333,0.007,0.0,False,False
real_deepseek_v4pro_50,run_006,run_021,0.103,0.303,0.053,0.0,False,False
real_deepseek_v4pro_50,run_006,run_022,0.089,0.187,0.103,0.0,False,False
real_deepseek_v4pro_50,run_006,run_023,0.046,0.252,0.122,0.0,False,False
real_deepseek_v4pro_50,run_006,run_024,0.062,0.5,0.297,0.2,False,False
real_deepseek_v4pro_50,run_006,run_025,0.111,0.699,0.042,0.5,True,True
real_deepseek_v4pro_50,run_006,run_026,0.082,0.206,0.035,0.0,False,False
real_deepseek_v4pro_50,run_006,run_027,0.09,0.504,0.019,0.5,True,True
real_deepseek_v4pro_50,run_006,run_028,0.124,0.439,0.018,0.333,True,True
real_deepseek_v4pro_50,run_006,run_029,0.062,0.333,0.063,0.0,False,False
real_deepseek_v4pro_50,run_006,run_030,0.034,0.436,0.01,0.0,False,False
real_deepseek_v4pro_50,run_006,run_031,0.103,0.743,0.035,1.0,True,True
real_deepseek_v4pro_50,run_006,run_032,0.05,0.036,0.087,0.0,False,False
real_deepseek_v4pro_50,run_006,run_033,0.082,0.545,0.027,0.333,True,True
real_deepseek_v4pro_50,run_006,run_034,0.121,0.881,0.042,1.0,True,True
real_deepseek_v4pro_50,run_006,run_035,0.068,0.024,0.255,0.0,False,False
real_deepseek_v4pro_50,run_006,run_036,0.09,0.875,0.109,0.2,True,True
real_deepseek_v4pro_50,run_006,run_037,0.055,0.4,0.031,0.0,False,False
real_deepseek_v4pro_50,run_006,run_038,0.035,0.291,0.057,0.0,False,False
real_deepseek_v4pro_50,run_006,run_039,0.101,0.436,0.034,0.0,False,False
real_deepseek_v4pro_50,run_006,run_040,0.092,0.199,0.016,0.0,False,False
real_deepseek_v4pro_50,run_006,run_041,0.084,0.251,0.14,0.167,False,False
real_deepseek_v4pro_50,run_006,run_042,0.097,0.017,0.023,0.0,False,False
real_deepseek_v4pro_50,run_006,run_043,0.135,0.617,0.016,0.5,True,True
real_deepseek_v4pro_50,run_006,run_044,0.141,0.649,0.083,1.0,True,True
real_deepseek_v4pro_50,run_006,run_045,0.047,0.136,0.113,0.5,True,True
real_deepseek_v4pro_50,run_006,run_046,0.074,0.5,0.082,0.0,False,False
real_deepseek_v4pro_50,run_006,run_047,0.101,0.33,0.02,1.0,True,True
real_deepseek_v4pro_50,run_006,run_048,0.043,0.455,0.018,0.0,False,False
real_deepseek_v4pro_50,run_006,run_049,0.034,0.4,0.024,0.0,False,False
real_deepseek_v4pro_50,run_006,run_050,0.1,0.203,0.025,0.333,False,False
real_deepseek_v4pro_50,run_007,run_008,0.051,0.257,0.04,0.0,False,False
real_deepseek_v4pro_50,run_007,run_009,0.065,0.226,0.039,0.0,True,True
real_deepseek_v4pro_50,run_007,run_010,0.029,0.677,0.18,0.333,True,True
real_deepseek_v4pro_50,run_007,run_011,0.037,0.198,0.035,0.0,False,False
real_deepseek_v4pro_50,run_007,run_012,0.021,0.036,0.03,0.0,False,True
real_deepseek_v4pro_50,run_007,run_013,0.06,0.404,0.052,0.0,False,False
real_deepseek_v4pro_50,run_007,run_014,0.044,0.216,0.027,0.0,False,True
real_deepseek_v4pro_50,run_007,run_015,0.089,0.574,0.015,0.333,True,True
real_deepseek_v4pro_50,run_007,run_016,0.081,0.571,0.042,0.5,True,True
real_deepseek_v4pro_50,run_007,run_017,0.031,0.56,0.007,0.2,False,True
real_deepseek_v4pro_50,run_007,run_018,0.047,0.152,0.062,0.25,False,False
real_deepseek_v4pro_50,run_007,run_019,0.086,0.763,0.016,0.5,True,True
real_deepseek_v4pro_50,run_007,run_020,0.084,0.535,0.013,0.5,True,True
real_deepseek_v4pro_50,run_007,run_021,0.161,0.506,0.04,0.5,True,True
real_deepseek_v4pro_50,run_007,run_022,0.031,0.488,0.029,0.667,True,True
real_deepseek_v4pro_50,run_007,run_023,0.025,0.312,0.022,0.0,False,True
real_deepseek_v4pro_50,run_007,run_024,0.021,0.451,0.278,0.167,False,False
real_deepseek_v4pro_50,run_007,run_025,0.07,0.303,0.03,0.0,False,False
real_deepseek_v4pro_50,run_007,run_026,0.032,0.253,0.044,0.0,False,True
real_deepseek_v4pro_50,run_007,run_027,0.055,0.311,0.046,0.333,False,False
real_deepseek_v4pro_50,run_007,run_028,0.04,0.39,0.057,0.0,False,False
real_deepseek_v4pro_50,run_007,run_029,0.053,0.296,0.041,0.0,False,False
real_deepseek_v4pro_50,run_007,run_030,0.099,0.813,0.056,0.333,True,True
real_deepseek_v4pro_50,run_007,run_031,0.052,0.311,0.018,0.0,False,False
real_deepseek_v4pro_50,run_007,run_032,0.077,0.034,0.017,0.333,False,True
real_deepseek_v4pro_50,run_007,run_033,0.033,0.307,0.047,0.667,False,False
real_deepseek_v4pro_50,run_007,run_034,0.059,0.434,0.019,0.0,False,False
real_deepseek_v4pro_50,run_007,run_035,0.013,0.036,0.297,0.0,False,True
real_deepseek_v4pro_50,run_007,run_036,0.07,0.441,0.051,0.167,False,False
real_deepseek_v4pro_50,run_007,run_037,0.089,1.0,0.075,0.333,True,True
real_deepseek_v4pro_50,run_007,run_038,0.049,0.474,0.008,0.5,False,True
real_deepseek_v4pro_50,run_007,run_039,0.029,0.864,0.009,0.333,True,True
real_deepseek_v4pro_50,run_007,run_040,0.05,0.251,0.066,0.0,True,True
real_deepseek_v4pro_50,run_007,run_041,0.065,0.23,0.037,0.143,False,False
real_deepseek_v4pro_50,run_007,run_042,0.05,0.084,0.035,0.333,False,True
real_deepseek_v4pro_50,run_007,run_043,0.064,0.296,0.015,0.0,False,False
real_deepseek_v4pro_50,run_007,run_044,0.145,0.301,0.052,0.0,False,False
real_deepseek_v4pro_50,run_007,run_045,0.059,0.005,0.066,0.0,False,False
real_deepseek_v4pro_50,run_007,run_046,0.052,0.511,0.061,0.0,False,False
real_deepseek_v4pro_50,run_007,run_047,0.046,0.114,0.049,0.0,False,False
real_deepseek_v4pro_50,run_007,run_048,0.05,0.813,0.022,0.333,True,True
real_deepseek_v4pro_50,run_007,run_049,0.083,1.0,0.044,0.5,True,True
real_deepseek_v4pro_50,run_007,run_050,0.043,0.53,0.026,0.25,True,True
real_deepseek_v4pro_50,run_008,run_009,0.063,0.026,0.047,0.0,False,False
real_deepseek_v4pro_50,run_008,run_010,0.046,0.275,0.29,0.0,False,False
real_deepseek_v4pro_50,run_008,run_011,0.032,0.502,0.106,0.5,True,True
real_deepseek_v4pro_50,run_008,run_012,0.021,0.024,0.059,0.0,False,False
real_deepseek_v4pro_50,run_008,run_013,0.044,0.426,0.03,1.0,True,True
real_deepseek_v4pro_50,run_008,run_014,0.04,0.209,0.099,0.0,False,False
real_deepseek_v4pro_50,run_008,run_015,0.029,0.337,0.023,0.0,False,False
real_deepseek_v4pro_50,run_008,run_016,0.051,0.338,0.068,0.0,False,False
