experiment,run_id,rank,area,title,priority,suggested_change
real_grok46_50,run_006,1,target,Keep the overnight profile and compare midnight IOB with overnight lows,safety,"{""action"": ""keep"", ""parameter_key"": ""profile.target.00_00"", ""current_value"": ""90 mg/dL"", ""paired_keep"": [""profile.target.23_00"", ""profile.basal.00_00""], ""next_observation"": ""local 00:00 IOB and 00:00-03:00 time below range""}"
real_grok46_50,run_006,2,basal,Do not raise afternoon basal because of time above range,high,"{""action"": ""keep"", ""parameter_key"": ""profile.basal.16_00"", ""current_value"": ""0.5 U/h""}"
real_grok46_50,run_006,3,smb,Review at most one automation lever after the overnight IOB check,medium,"{""action"": ""keep"", ""parameter_keys"": [""aaps.core.smb_delivery"", ""aaps.core.sensitivity"", ""aaps.core.safety_limits""], ""later_single_lever_if_needed"": ""smb_interval_minutes or dynamic_isf_adjustment_factor_percent, not both""}"
real_grok46_50,run_007,1,basal,Keep the profile and verify overnight lows against leftover IOB,safety,"{""action"": ""keep_profile"", ""focus"": ""basal_and_overnight_target"", ""first_step"": ""Compare several nights with versus without a prior afternoon rise or correction stack before discussing any single later change.""}"
real_grok46_50,run_007,2,smb,"Leave SMB, UAM, and Dynamic ISF unchanged while collecting meal timing",high,"{""action"": ""keep"", ""parameter_keys"": [""aaps.core.smb_uam"", ""aaps.core.smb_delivery"", ""aaps.core.sensitivity""], ""review_direction"": ""Do not adjust automation in the same step as any later profile review.""}"
real_grok46_50,run_008,1,target,Review overnight targets 23:00 and 00:00 first,safety,"{""parameter_keys"": [""profile.target.23_00"", ""profile.target.00_00""], ""from"": ""90 mg/dL"", ""to"": ""100 mg/dL"", ""hold_unchanged"": [""all basal segments"", ""profile.isf.00_00"", ""profile.dia"", ""all CR segments"", ""aaps.core.sensitivity"", ""aaps.core.smb_delivery""]}"
real_grok46_50,run_008,2,smb,Hold automation changes until the target review is observed,medium,"{""action"": ""keep_for_now"", ""parameter_keys"": [""aaps.core.sensitivity"", ""aaps.core.smb_uam"", ""aaps.core.smb_delivery"", ""aaps.core.safety_limits""], ""next_if_needed"": ""single later review of dynamic_isf_adjustment_factor_percent 70 % after target observation""}"
real_grok46_50,run_009,1,target,Keep overnight profile settings and separate evening IOB from overnight insulin,safety,"{""action"": ""keep"", ""parameter_keys"": [""profile.target.00_00"", ""profile.target.23_00"", ""profile.basal.00_00"", ""profile.basal.19_00""], ""direction"": ""No overnight insulin increase. Review 23:00-03:00 TBR after evenings with less added correction or UAM pressure.""}"
real_grok46_50,run_009,2,basal,Do not raise daytime basal or change CR while carbs stay unlogged,high,"{""action"": ""keep"", ""parameter_keys"": [""profile.basal.10_00"", ""profile.basal.16_00"", ""profile.cr.08_00"", ""profile.cr.16_00""], ""direction"": ""Leave daytime basal and all CR rows unchanged until meals are timestamped and optionally logged.""}"
real_grok46_50,run_009,3,smb,"If quieter evenings do not explain overnight lows, review one UAM delivery setting next",medium,"{""action"": ""keep_for_now"", ""parameter_keys"": [""aaps.core.smb_delivery"", ""aaps.core.smb_activation"", ""aaps.core.sensitivity""], ""direction"": ""Keep current SMB and DynISF values until overnight observation; if stacking remains the leading cause, discuss a single UAM throttle after that.""}"
real_grok46_50,run_010,1,basal,Keep the current profile and first separate overnight lows from leftover IOB,high,"{""action"": ""keep"", ""parameter_keys"": [""profile.basal.00_00"", ""profile.basal.16_00"", ""profile.basal.19_00"", ""profile.target.00_00""], ""review_direction"": ""Reassess overnight 0.6 U/h or target 90 only after IOB-stratified nights; do not raise 16:00 0.5 U/h in the same step as any SMB or Dynamic ISF review.""}"
real_grok46_50,run_010,2,smb,Keep UAM-only meals and do not add e-carbs before any later automation review,medium,"{""action"": ""keep"", ""parameter_keys"": [""aaps.core.smb_uam"", ""aaps.core.carb_absorption""], ""review_direction"": ""Leave SMB/UAM and unused e-carb settings unchanged until nights with near-zero IOB are reviewed; if carbs will be entered later, change workflow first and keep UAM settings still for that step.""}"
real_grok46_50,run_011,1,target,Review a single overnight 00:00 target raise,safety,"{""parameter_key"": ""profile.target.00_00"", ""from"": ""90 mg/dL"", ""to"": ""100 mg/dL"", ""also_keep"": [""profile.target.23_00"", ""all basal segments"", ""profile.isf.00_00"", ""profile.dia""]}"
real_grok46_50,run_011,2,meal,"Log one usual afternoon meal before any CR, afternoon basal, SMB, or DynISF review",high,"{""action"": ""observe_and_log"", ""do_not_change_yet"": [""profile.cr.*"", ""profile.basal.16_00"", ""aaps.core.smb_uam"", ""aaps.core.sensitivity""]}"
real_grok46_50,run_012,1,target,Keep overnight profile settings and split 00:00-03:00 lows by leftover IOB,safety,"{""action"": ""keep"", ""parameter_keys"": [""profile.target.00_00"", ""profile.target.23_00"", ""profile.basal.00_00""], ""direction"": ""Do not edit overnight target and overnight basal in the same step. First compare 00:00-03:00 lows on nights with near-zero IOB after 23:00 versus nights with leftover afternoon IOB.""}"
real_grok46_50,run_012,2,meal,Treat UAM/SMB as the current meal path until meals are labeled,medium,"{""action"": ""keep"", ""parameter_keys"": [""profile.cr.08_00"", ""profile.cr.16_00"", ""aaps.core.smb_uam"", ""aaps.core.carb_absorption""], ""direction"": ""Keep CR, SMB/UAM, and carb-absorption settings. If meals are later announced, use them to replace rather than add to UAM/SMB for that meal.""}"
real_grok46_50,run_013,1,target,Review a higher overnight target only,safety,"{""parameter_keys"": [""profile.target.23_00"", ""profile.target.00_00""], ""from"": ""90 mg/dL"", ""to"": ""100 mg/dL"", ""scope"": ""overnight target segments only""}"
real_grok46_50,run_013,2,smb,Hold DynISF and SMB until the target review is observed,high,"{""parameter_keys"": [""aaps.core.sensitivity"", ""aaps.core.smb_uam"", ""aaps.core.smb_delivery"", ""aaps.core.smb_activation""], ""action"": ""keep"", ""reason"": ""single-axis order after target observation""}"
real_grok46_50,run_014,1,target,Keep the profile and verify early-night lows against leftover afternoon IOB,high,"{""action"": ""keep"", ""focus"": ""target"", ""parameter_keys"": [""profile.target.00_00"", ""profile.target.23_00"", ""profile.basal.00_00""], ""from"": {""target_00_00"": ""90 mg/dL"", ""target_23_00"": ""90 mg/dL"", ""basal_00_00"": ""0.6 U/h""}, ""to"": {""target_00_00"": ""90 mg/dL"", ""target_23_00"": ""90 mg/dL"", ""basal_00_00"": ""0.6 U/h""}, ""review_direction"": ""Log afternoon first-bite time and carb grams for several days, then review 19:00 and 00:00-03:00 glucose with profile and automation unchanged.""}"
real_grok46_50,run_014,2,smb,"Hold SMB, UAM, and Dynamic ISF while that observation is collected",medium,"{""action"": ""keep"", ""parameter_keys"": [""aaps.core.smb_uam"", ""aaps.core.smb_activation"", ""aaps.core.sensitivity""], ""review_direction"": ""Do not review SMB always-on, UAM minutes, or Dynamic ISF percent in the same step as basal, target, CR, or ISF.""}"
real_grok46_50,run_015,1,target,Keep overnight target and basal; verify residual IOB first,safety,"{""action"": ""keep"", ""parameter_keys"": [""profile.target.00_00"", ""profile.target.23_00"", ""profile.basal.00_00""], ""direction"": ""Retain 90 mg/dL overnight targets and 0.6 U/h from 00:00. Compare local 00:00-03:00 glucose on nights with low evening IOB versus nights after a large afternoon UAM or correction stack.""}"
real_grok46_50,run_015,2,smb,Review only one automation family after overnight verification,medium,"{""action"": ""keep"", ""parameter_keys"": [""aaps.core.sensitivity"", ""aaps.core.smb_delivery"", ""profile.isf.00_00""], ""direction"": ""Leave DynISF 70%, SMB interval 3 min, UAM 20 min, and ISF 56 mg/dL/U unchanged until overnight IOB verification is done. If a later review is still needed, discuss only one of those families.""}"
real_grok46_50,run_016,1,target,Keep the current profile and treat overnight lows as the first review constraint,safety,"{""action"": ""keep"", ""scope"": ""all_profile_and_aaps_inventory_items"", ""reason"": ""competing_explanations_unresolved"", ""do_not_increase"": [""overnight_basal"", ""evening_basal"", ""isf_aggression"", ""smb_strength""]}"
real_grok46_50,run_016,2,meal,"Log or declare meals before any later CR, basal, or SMB edit",high,"{""action"": ""observe_or_declare"", ""log"": [""carb_grams"", ""carb_time"", ""e_carb_duration_if_used""], ""or_declare"": ""intentional_unbolused_UAM_only_meals"", ""then_reassess"": [""profile.cr.16_00"", ""profile.basal.16_00"", ""overnight_target""]}"
real_grok46_50,run_017,1,target,Review raising overnight target from 90 to 100 mg/dL,safety,"{""parameter_keys"": [""profile.target.23_00"", ""profile.target.00_00""], ""from"": ""90 mg/dL"", ""to"": ""100 mg/dL"", ""leave_unchanged"": ""profile.target.08_00""}"
real_grok46_50,run_017,2,sequence,"Defer basal, ISF, SMB, and DynISF reviews",high,"{""action"": ""no_parameter_change"", ""defer_until_after_target_observation"": [""profile.basal"", ""profile.isf.00_00"", ""aaps.core.smb_delivery"", ""aaps.core.sensitivity""]}"
real_grok46_50,run_018,1,basal,Keep the current profile and separate leftover IOB from overnight basal and target,safety,"{""action"": ""keep"", ""parameter_keys"": [""profile.basal.00_00"", ""profile.basal.19_00"", ""profile.target.00_00"", ""profile.target.23_00""], ""review_direction"": ""Withhold overnight basal increases and overnight target reductions until nights after large afternoon IOB are compared with quieter nights.""}"
real_grok46_50,run_018,2,meal,Log usual meals before any automation or CR review,medium,"{""action"": ""observe"", ""parameter_keys"": [""profile.cr.08_00"", ""profile.cr.16_00"", ""aaps.core.smb_uam"", ""aaps.core.sensitivity""], ""review_direction"": ""Record time and rough grams for usual eating occasions, and whether any insulin was given before the first bite, before reviewing DynISF, SMB, or CR.""}"
real_grok46_50,run_019,1,target,Keep the profile and verify overnight lows before any edit,safety,"{""action"": ""keep"", ""parameter_key"": ""profile.target.00_00"", ""current_value"": ""90 mg/dL"", ""suggested_value"": ""90 mg/dL"", ""review_order"": ""Confirm 3 low-IOB nights before considering any single later lever. If those nights still run below 70 mg/dL, the next isolated review item is overnight target only, not basal plus SMB plus Dynamic ISF.""}"
real_grok46_50,run_019,2,smb,"Leave SMB, UAM, and Dynamic ISF unchanged until meals are classified",medium,"{""action"": ""keep"", ""parameter_key"": ""aaps.core.smb_activation"", ""current_value"": ""smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false"", ""suggested_value"": ""smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false"", ""review_order"": ""Classify 3 to 5 daytime intakes or confirm intentional UAM-only use before any automation edit.""}"
real_grok46_50,run_020,1,basal,Keep the profile and separate leftover IOB from overnight basal first,safety,"{""action"": ""keep_profile"", ""parameter_keys"": [""profile.basal.00_00"", ""profile.target.00_00"", ""profile.dia""], ""review_direction"": ""Compare local 00:00-03:00 lows on nights after low afternoon IOB with nights after large UAM or SMB stacks before discussing any overnight basal or target edit.""}"
real_grok46_50,run_020,2,smb,"Review UAM and Dynamic ISF only after meal notes exist, and not with a profile edit",medium,"{""action"": ""keep_then_review_later"", ""parameter_keys"": [""aaps.core.smb_uam"", ""aaps.core.smb_delivery"", ""aaps.core.sensitivity""], ""review_direction"": ""Do not change SMB, UAM, or Dynamic ISF in the same step as basal, ISF, or targets. Reassess only after a few meals are noted and overnight leftover-IOB nights are reviewed.""}"
real_grok46_50,run_021,1,basal,Keep the basal and target profile and separate leftover IOB from overnight basal,safety,"{""action"": ""keep"", ""parameter_key"": ""profile.basal.00_00"", ""current_value"": ""0.6 U/h"", ""review_direction"": ""Keep all basal and target segments. Next review 00:00 basal only if 23:00-03:00 lows persist on nights with near-zero late IOB.""}"
real_grok46_50,run_021,2,smb,"Keep SMB, UAM, and DynISF until meals are logged",high,"{""action"": ""keep"", ""parameter_key"": ""aaps.core.smb_delivery"", ""current_value"": ""smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min"", ""review_direction"": ""Do not change SMB/UAM or DynISF in the same step as basal, ISF, or CR. Revisit one automation lever only after overnight IOB and meal logs exist.""}"
real_grok46_50,run_022,1,target,Keep overnight target 90 mg/dL until lows are split from afternoon IOB,safety,"{""decision"": ""keep"", ""parameter_keys"": [""profile.target.23_00"", ""profile.target.00_00"", ""profile.basal.00_00""], ""current_targets_mg_dl"": [90, 90], ""review_later_only_if_lows_persist_on_low_iob_nights"": {""profile.target.23_00"": ""100 mg/dL"", ""profile.target.00_00"": ""100 mg/dL""}, ""do_not_change_in_the_same_step"": [""profile.basal.00_00"", ""aaps.core.smb_delivery"", ""aaps.core.sensitivity""]}"
real_grok46_50,run_022,2,meal,Log afternoon intake before any 16:00 basal or SMB review,medium,"{""decision"": ""keep"", ""parameter_keys"": [""profile.basal.16_00"", ""profile.cr.16_00"", ""aaps.core.smb_uam"", ""aaps.core.smb_delivery""], ""required_observation"": ""carb amount and clock time for the afternoon rise, or an explicit never-enter-carbs note, plus whether each TT 135 was food or activity""}"
real_grok46_50,run_023,1,basal,Keep the current basal profile and verify overnight lows against evening insulin,safety,"{""action"": ""keep"", ""parameter_keys"": [""profile.basal.00_00"", ""profile.basal.05_00"", ""profile.basal.06_00"", ""profile.basal.10_00"", ""profile.basal.16_00"", ""profile.basal.18_00"", ""profile.basal.19_00""], ""review_direction"": ""Hold every basal segment. First check whether local 00:00-03:00 lows follow documented evening meals or high IOB rather than the 0.6 U/h overnight rate.""}"
real_grok46_50,run_023,2,smb,"Hold SMB, UAM, and Dynamic ISF until meal timing is recorded",high,"{""action"": ""keep"", ""parameter_keys"": [""aaps.core.smb_uam"", ""aaps.core.smb_activation"", ""aaps.core.smb_delivery"", ""aaps.core.sensitivity""], ""review_direction"": ""Do not change SMB interval, UAM, or DynISF in the same step as basal, target, ISF, or DIA. Revisit at most one automation group later if meal-stamped days still show the peak-then-crash pattern.""}"
real_grok46_50,run_024,1,target,Keep the full profile and first separate overnight lows from residual IOB,high,"{""action"": ""keep"", ""parameter_key"": ""profile.target.00_00"", ""current_value"": ""90 mg/dL"", ""paired_keep"": [""profile.basal.00_00"", ""profile.dia""], ""next_review"": ""00:00-03:00 TBR only on nights with near-zero IOB""}"
real_grok46_50,run_024,2,meal,"Log daytime carb presence before any afternoon basal, CR, SMB, or Dynamic ISF review",medium,"{""action"": ""observe"", ""windows_local"": [""09:00-12:00"", ""14:00-17:00""], ""note_if_zero_carb"": true, ""blocked_until_observed"": [""profile.basal.16_00"", ""profile.cr.16_00"", ""aaps.core.smb_uam"", ""aaps.core.sensitivity""]}"
real_grok46_50,run_025,1,basal,Keep overnight basal and target; classify evening IOB first,safety,"{""action"": ""keep"", ""parameter_keys"": [""profile.basal.00_00"", ""profile.target.00_00"", ""profile.target.23_00""], ""review_direction"": ""no overnight insulin increase or decrease until 22:00-01:00 IOB and afternoon intake are noted""}"
real_grok46_50,run_025,2,smb,"Hold SMB, UAM, and Dynamic ISF until that overnight check",medium,"{""action"": ""keep"", ""parameter_keys"": [""aaps.core.smb_delivery"", ""aaps.core.sensitivity"", ""aaps.core.safety_limits""], ""review_direction"": ""review automation only after meal-start and overnight IOB notes, and only one group at a time""}"
real_grok46_50,run_026,1,basal,Keep overnight basal and target and verify IOB at lows first,safety,"{""action"": ""keep"", ""parameter_keys"": [""profile.basal.00_00"", ""profile.target.00_00"", ""profile.target.23_00""], ""old_value"": null, ""new_value"": null, ""first_action"": ""For several nights record glucose and IOB at the start of any low between local 23:00 and 03:00.""}"
real_grok46_50,run_026,2,cr,"Log meals before any afternoon CR, basal, or SMB review",high,"{""action"": ""observe"", ""parameter_keys"": [""profile.cr.16_00"", ""profile.basal.16_00"", ""aaps.core.smb_delivery""], ""old_value"": null, ""new_value"": null, ""first_action"": ""Record clock time, carb grams or an explicit unlogged-on-purpose note, and whether any insulin was given before the first bite for 3-5 typical eating events.""}"
real_grok46_50,run_027,1,target,Keep overnight settings and separate leftover IOB first,safety,"{""action"": ""keep_and_observe"", ""parameter_keys"": [""profile.target.00_00"", ""profile.target.23_00"", ""profile.basal.00_00""], ""direction"": ""Leave overnight target 90 mg/dL and overnight basal 0.6 U/h unchanged until several days with logged afternoon carbs or a pre-rise temporary target show whether 23:00-03:00 time below range persists.""}"
real_grok46_50,run_027,2,smb,"Defer CR, SMB delivery, and e-carb edits until carbs are logged",medium,"{""action"": ""defer"", ""parameter_keys"": [""profile.cr.16_00"", ""aaps.core.smb_uam"", ""aaps.core.smb_delivery"", ""aaps.core.carb_absorption""], ""direction"": ""Do not edit CR, SMB interval or minutes, or carb-absorption settings until carbohydrate grams and times exist for the 14:00-17:00 local rises.""}"
real_grok46_50,run_028,1,basal,Keep the selected profile and verify overnight IOB before any basal or target edit,high,"{""action"": ""keep_profile"", ""first_check"": ""Compare IOB and recent UAM or SMB at 23:00 with local 00:00-03:00 lows after high-afternoon IOB versus after quiet afternoons"", ""do_not_change_together"": [""profile.basal.00_00"", ""profile.target.00_00"", ""profile.isf.00_00"", ""aaps.core.smb_delivery"", ""aaps.core.sensitivity""]}"
real_grok46_50,run_028,2,smb,Leave UAM on and review at most one automation knob after the overnight IOB check,medium,"{""action"": ""keep_then_single_review"", ""keep_now"": [""aaps.core.smb_uam"", ""aaps.core.smb_activation"", ""aaps.core.sensitivity""], ""later_if_nights_are_high_IOB_lows"": ""Review only one of SMB interval or Dynamic ISF factor, not both, and not with a profile ISF change""}"
real_grok46_50,run_029,1,basal,Keep the current profile and verify overnight residual insulin first,safety,"{""action"": ""keep_profile"", ""parameter_key"": ""profile.basal.00_00"", ""review_direction"": ""no_value_change"", ""first_check"": ""log_IOB_at_23:00_and_glucose_through_03:00_on_2-3_nights""}"
real_grok46_50,run_029,2,meal,"Log a few afternoon intakes before any CR, SMB, or DynISF review",high,"{""action"": ""observe_before_any_automation_or_cr_edit"", ""review_direction"": ""record_3_to_5_afternoon_intakes_with_announce_status""}"
real_grok46_50,run_030,1,basal,Keep the profile and separate overnight IOB from basal,high,"{""action"": ""keep"", ""focus"": ""overnight basal versus IOB and target"", ""parameter_keys"": [""profile.basal.00_00"", ""profile.basal.19_00""], ""review_direction"": ""leave all basal segments unchanged until several nights show the same low pattern with near-zero IOB""}"
real_grok46_50,run_030,2,meal,Log usual daytime eating before any CR or SMB review,medium,"{""action"": ""observe"", ""focus"": ""meal announcement"", ""review_direction"": ""record start time and grams for usual 09:00-12:00 and 14:00-17:00 eating events before considering CR or automation edits""}"
real_grok46_50,run_031,1,basal,Keep the current profile and separate evening IOB from the 19:00 basal step first,safety,"{""action"": ""keep"", ""parameter_keys"": [""profile.basal.19_00"", ""profile.target.00_00"", ""profile.target.23_00""], ""direction"": ""Retain current profile values. Before discussing a later single-segment review, record whether hour-19 and 00:00-03:00 lows occur only when afternoon IOB is already present.""}"
real_grok46_50,run_031,2,smb,"Leave SMB, UAM, and Dynamic ISF untouched until that profile check",high,"{""action"": ""keep"", ""parameter_keys"": [""aaps.core.smb_uam"", ""aaps.core.smb_delivery"", ""aaps.core.sensitivity""], ""direction"": ""Do not retune SMB, UAM, or Dynamic ISF in the same step as any profile segment.""}"
real_grok46_50,run_032,1,target,Keep the overnight profile and verify IOB tail first,safety,"{""action"": ""keep"", ""parameter_keys"": [""profile.target.00_00"", ""profile.target.23_00"", ""profile.basal.00_00""], ""direction"": ""Leave overnight target 90 mg/dL and overnight basal 0.6 U/h unchanged until bedtime IOB is compared with 00:00-03:00 glucose.""}"
real_grok46_50,run_032,2,smb,Defer any SMB or DynISF edit until after the overnight check,medium,"{""action"": ""defer_single_lever"", ""parameter_keys"": [""aaps.core.smb_uam"", ""aaps.core.smb_delivery"", ""aaps.core.sensitivity""], ""direction"": ""If a later review is still needed, change only one of SMB frequency or DynISF factor, and only after the overnight IOB observation.""}"
real_grok46_50,run_032,3,cr,Announce a few meals before any CR or e-carb review,medium,"{""action"": ""observe_meals"", ""parameter_keys"": [""profile.cr.08_00"", ""profile.cr.16_00"", ""aaps.core.carb_absorption""], ""direction"": ""Keep CR and absorption settings; log time, grams, and whether a user bolus was given for a few breakfasts and one afternoon meal.""}"
real_grok46_50,run_033,1,target,Review raising the overnight target only,safety,"{""profile.target.23_00"": {""from"": ""90 mg/dL"", ""to"": ""100 mg/dL""}, ""profile.target.00_00"": {""from"": ""90 mg/dL"", ""to"": ""100 mg/dL""}, ""leave_unchanged"": [""profile.target.08_00"", ""all basal segments"", ""profile ISF"", ""DIA"", ""SMB"", ""DynISF""]}"
real_grok46_50,run_033,2,smb,Keep automation and afternoon insulin unchanged until nights are rechecked,medium,"{""sequence"": ""after overnight-target observation only"", ""next_candidate"": ""aaps.core.safety_limits max_iob_units review downward versus about 20 U/day TDD"", ""do_not_change_now"": [""aaps.core.smb_uam"", ""aaps.core.smb_delivery"", ""aaps.core.sensitivity"", ""profile.basal.16_00"", ""all CR segments""]}"
real_grok46_50,run_034,1,target,Keep the selected profile and separate overnight leftover IOB from target 90 mg/dL,high,"{""action"": ""keep"", ""parameter_keys"": [""profile.target.00_00"", ""profile.target.23_00"", ""profile.basal.00_00"", ""profile.basal.19_00""], ""direction"": ""Leave overnight target 90 mg/dL and overnight basal unchanged. Compare 00:00-03:00 lows on quiet evenings versus evenings after a large afternoon IOB stack.""}"
real_grok46_50,run_034,2,meal,"Announce or time meals before any CR, afternoon basal, or SMB-strength review",medium,"{""action"": ""observe"", ""parameter_keys"": [""profile.cr.08_00"", ""profile.cr.16_00"", ""profile.basal.16_00"", ""aaps.core.smb_uam""], ""direction"": ""Log first-bite time and whether any carb amount was entered before reviewing CR or adding afternoon insulin or SMB strength.""}"
real_grok46_50,run_035,1,target,Raise the 00:00 overnight target before any insulin-adding change,safety,"{""parameter_key"": ""profile.target.00_00"", ""from"": ""90 mg/dL"", ""to"": ""100 mg/dL"", ""scope"": ""Applies 00:00-08:00 local. Leave profile.target.23_00 at 90 mg/dL for this single-step review.""}"
real_grok46_50,run_035,2,smb,"Hold basal, DynISF, and SMB delivery until nights are re-checked",high,"{""action"": ""hold"", ""hold_keys"": [""profile.basal.16_00"", ""profile.basal.19_00"", ""profile.isf.00_00"", ""aaps.core.smb_delivery"", ""aaps.core.sensitivity""], ""next_family_if_needed"": ""After several nights, review UAM interval or DynISF factor only if the 16:00-19:00 rise-crash remains and overnight TBR has improved.""}"
real_grok46_50,run_036,1,target,Hold the profile and verify overnight lows against residual IOB,safety,"{""action"": ""keep"", ""parameter_keys"": [""profile.target.00_00"", ""profile.target.23_00"", ""profile.basal.00_00""], ""candidate_value"": null, ""review_direction"": ""If several low-IOB 00:00-04:00 traces still show high time below range and near-zero time above range, review the overnight 90 mg/dL target later, without changing basal in the same step.""}"
real_grok46_50,run_036,2,smb,"If the afternoon-to-evening overshoot continues, review one automation lever only",medium,"{""action"": ""keep_now_review_later_one_group"", ""parameter_keys"": [""aaps.core.sensitivity"", ""aaps.core.smb_delivery""], ""preferred_first_review"": ""dynamic_isf_adjustment_factor_percent"", ""do_not_combine_with"": ""smb_interval_minutes"", ""review_direction"": ""Consider a more conservative Dynamic ISF factor only after meal labels exist; otherwise consider a less frequent SMB interval, not both.""}"
real_grok46_50,run_037,1,target,Keep overnight profile and verify low-IOB nights first,safety,"{""action"": ""keep"", ""parameter_keys"": [""profile.target.00_00"", ""profile.target.23_00"", ""profile.basal.00_00""], ""review_direction"": ""Compare 00:00-04:00 local TBR on nights with falling IOB and no late intake before considering any overnight target or basal change.""}"
real_grok46_50,run_037,2,meal,"Timestamp meals before any CR, e-carb, or SMB-strength review",high,"{""action"": ""keep"", ""parameter_keys"": [""profile.cr.08_00"", ""profile.cr.16_00"", ""aaps.core.smb_delivery"", ""aaps.core.carb_absorption""], ""review_direction"": ""Log clock time of intake at the 09:00-11:00 and 14:00-17:00 rises, then review one lever only if the same pattern remains.""}"
real_grok46_50,run_038,1,target,Raise only the 00:00 target from 90 to 100 mg/dL,safety,"{""parameter_key"": ""profile.target.00_00"", ""from"": ""90 mg/dL"", ""to"": ""100 mg/dL""}"
real_grok46_50,run_038,2,smb,"Hold DynISF, SMB frequency, and max IOB until the target window is observed",high,"{""action"": ""hold"", ""parameter_keys"": [""aaps.core.sensitivity"", ""aaps.core.smb_delivery"", ""aaps.core.safety_limits""]}"
real_grok46_50,run_038,3,cr,Log real meals before any CR or e-carb review,medium,"{""action"": ""observe"", ""need"": ""3-5 eating events with time and carb grams""}"
real_grok46_50,run_039,1,target,Keep the profile and verify overnight lows before any segment edit,safety,"{""action"": ""keep"", ""focus"": ""target"", ""parameter_keys"": [""profile.target.00_00"", ""profile.target.23_00"", ""profile.basal.00_00"", ""profile.basal.18_00"", ""profile.basal.19_00""], ""review_direction"": ""Keep overnight target 90 mg/dL and all basal rates. First check whether 00:00-03:00 TBR remains when afternoon or evening UAM IOB is low.""}"
